,sic_1,sic_2,naics_2,naics_3,naics_4,gsector,ggroup,spcseccd,spcindcd,hp,sp_10,sp_20,sp_30,sp_40,sp_50,sp_60,sp_70,sp_80,sp_90,sp_100,sp_120,sp_140,sp_160,sp_180,sp_200,sp_220,sp_240,st_10,st_20,st_30,st_40,st_50,st_60,st_70,st_80,st_90,st_100,st_120,st_140,st_160,st_180,st_200,st_220,st_240,ismedoid_sp_10,ismedoid_sp_20,ismedoid_sp_30,ismedoid_sp_40,ismedoid_sp_50,ismedoid_sp_60,ismedoid_sp_70,ismedoid_sp_80,ismedoid_sp_90,ismedoid_sp_100,ismedoid_sp_120,ismedoid_sp_140,ismedoid_sp_160,ismedoid_sp_180,ismedoid_sp_200,ismedoid_sp_220,ismedoid_sp_240,ismedoid_st_10,ismedoid_st_20,ismedoid_st_30,ismedoid_st_40,ismedoid_st_50,ismedoid_st_60,ismedoid_st_70,ismedoid_st_80,ismedoid_st_90,ismedoid_st_100,ismedoid_st_120,ismedoid_st_140,ismedoid_st_160,ismedoid_st_180,ismedoid_st_200,ismedoid_st_220,ismedoid_st_240
BAC,6.0,60.0,52.0,522.0,5221.0,40.0,4010.0,800.0,810.0,4,8,7,23,0,8,41,67,70,64,66,57,108,94,12,187,130,222,0,13,7,22,12,1,63,55,40,97,81,59,52,131,7,0,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
BAX,2.0,28.0,32.0,325.0,3254.0,35.0,3510.0,905.0,300.0,10,4,3,10,23,29,3,27,49,61,35,9,34,22,15,53,65,20,1,9,28,21,11,0,22,48,65,84,68,46,25,1,193,173,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BBBY,5.0,57.0,44.0,442.0,4422.0,25.0,2550.0,976.0,449.0,6,2,15,2,18,25,40,26,13,13,14,5,1,9,11,1,4,0,9,5,2,30,43,44,20,12,64,53,37,15,48,173,153,105,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BBY,5.0,57.0,44.0,443.0,4431.0,25.0,2550.0,976.0,426.0,6,2,15,8,28,31,9,42,41,66,80,10,78,153,36,66,108,183,4,18,21,11,42,31,32,64,8,6,31,92,89,84,171,44,131,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BC,3.0,35.0,33.0,333.0,3336.0,25.0,2520.0,976.0,475.0,15,1,12,15,27,10,43,51,21,75,89,106,63,17,126,78,29,21,6,1,26,23,30,28,60,74,59,48,32,10,36,164,144,124,104,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0
BCR,3.0,38.0,33.0,339.0,3391.0,35.0,3510.0,905.0,300.0,10,6,1,26,10,18,53,7,60,21,70,36,47,138,21,40,215,216,3,19,11,1,36,2,13,77,62,51,35,85,120,96,76,56,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
BDK,3.0,35.0,33.0,333.0,3339.0,25.0,2520.0,976.0,270.0,-1,7,18,14,25,28,58,59,58,83,40,42,35,157,107,59,10,5,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BDX,3.0,38.0,33.0,339.0,3391.0,35.0,3510.0,905.0,300.0,10,5,2,4,20,27,5,19,2,1,5,1,0,4,150,102,53,8,2,19,11,28,41,30,68,10,45,34,18,73,93,71,56,42,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEN,6.0,62.0,52.0,523.0,5239.0,40.0,4020.0,800.0,823.0,4,3,12,11,37,15,10,30,51,28,7,17,99,53,3,90,162,117,9,0,16,3,23,55,31,30,5,3,93,71,50,26,6,132,210,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BHI,1.0,13.0,21.0,213.0,2131.0,10.0,1010.0,935.0,395.0,5,8,17,28,34,5,1,56,34,11,68,63,130,84,8,152,103,192,5,3,23,13,3,53,51,33,18,7,73,130,135,76,45,136,213,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BIG,5.0,53.0,45.0,452.0,4523.0,25.0,2550.0,976.0,432.0,6,4,3,3,13,38,34,13,62,79,64,118,122,57,26,166,117,72,5,3,25,15,5,23,7,67,73,62,46,24,3,145,137,117,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BIIB,2.0,28.0,32.0,325.0,3254.0,35.0,3520.0,905.0,147.0,10,4,3,3,13,38,34,13,62,79,64,118,122,57,26,166,117,119,3,0,15,5,23,55,31,30,5,3,3,58,100,65,39,11,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
BIO,3.0,38.0,33.0,334.0,3345.0,35.0,3520.0,940.0,230.0,10,4,3,10,23,29,3,27,49,61,35,9,34,22,15,53,65,20,2,16,6,9,33,32,50,42,27,96,102,80,118,35,15,54,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BK,6.0,60.0,52.0,522.0,5221.0,40.0,4020.0,800.0,815.0,4,8,19,16,7,33,19,24,4,15,30,6,8,95,45,3,173,128,0,10,0,25,13,16,18,26,4,0,92,70,49,156,194,158,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
BKNG,7.0,73.0,51.0,519.0,5191.0,25.0,2550.0,940.0,185.0,2,5,2,4,20,27,5,19,2,1,5,1,0,4,150,102,53,8,9,5,15,6,20,52,69,66,51,40,24,2,95,125,152,74,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0
BLK,6.0,62.0,52.0,523.0,5239.0,40.0,4020.0,800.0,823.0,4,2,15,2,18,25,10,30,51,77,23,17,2,45,69,179,104,71,0,10,0,36,26,15,48,40,25,14,85,63,148,124,104,84,64,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLL,3.0,34.0,33.0,332.0,3324.0,15.0,1510.0,925.0,205.0,15,5,2,4,20,27,5,19,2,1,5,1,0,4,150,102,53,8,6,7,9,4,15,4,57,29,14,33,70,115,94,70,50,30,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BMC,7.0,73.0,51.0,511.0,5112.0,45.0,4510.0,940.0,185.0,2,4,3,10,23,14,23,2,74,51,72,44,75,113,61,128,72,41,1,9,28,18,49,54,42,48,3,84,82,116,141,117,97,77,57,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BMS,2.0,26.0,32.0,326.0,3261.0,15.0,1510.0,970.0,210.0,11,3,17,28,39,6,0,61,55,72,79,69,41,129,79,140,111,79,4,2,13,35,25,14,2,79,1,80,64,64,78,72,31,48,30,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
BMY,2.0,28.0,32.0,325.0,3254.0,35.0,3520.0,905.0,280.0,10,6,16,26,30,18,53,32,10,81,22,12,103,56,10,133,84,39,3,19,19,1,36,2,13,77,62,51,35,1,85,16,199,160,35,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
BNI,4.0,40.0,48.0,482.0,4821.0,20.0,2030.0,600.0,610.0,9,4,3,10,23,29,3,27,49,61,35,9,34,22,15,53,65,20,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR,7.0,73.0,54.0,541.0,5415.0,45.0,4510.0,-1.0,-1.0,25,4,3,10,23,29,3,27,49,61,35,9,34,22,15,53,65,20,4,4,6,9,7,9,54,46,85,74,44,22,1,5,165,153,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
BRCM,3.0,36.0,33.0,334.0,3344.0,45.0,4530.0,940.0,247.0,13,0,10,22,17,1,7,40,18,20,62,116,7,139,133,85,36,17,9,12,2,30,40,40,28,20,70,59,43,21,0,67,151,174,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRYN,7.0,78.0,51.0,512.0,5121.0,25.0,2540.0,978.0,245.0,-1,2,15,2,18,25,40,26,13,13,14,5,1,9,11,1,4,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BSC,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,9,0,0,3,11,11,35,15,56,78,37,20,21,135,87,38,4,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BSX,3.0,38.0,33.0,334.0,3345.0,35.0,3510.0,905.0,300.0,10,4,3,10,23,29,3,27,49,61,35,9,37,23,17,8,194,28,2,16,6,35,33,32,50,42,27,16,102,80,118,54,142,122,219,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0
BUD,2.0,20.0,31.0,312.0,3121.0,30.0,3020.0,978.0,140.0,-1,2,15,2,18,25,40,22,32,47,11,87,132,58,104,129,79,54,1,14,4,18,49,3,66,75,55,57,41,113,23,28,68,28,8,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
BWA,3.0,37.0,33.0,336.0,3363.0,25.0,2510.0,976.0,130.0,18,7,18,14,26,4,12,69,47,24,3,43,95,49,121,73,24,144,4,18,21,11,42,25,19,11,35,37,21,19,144,120,196,176,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
BXP,6.0,67.0,53.0,531.0,5311.0,60.0,6010.0,800.0,850.0,26,3,6,5,8,20,48,46,24,74,53,98,105,59,9,77,28,52,1,9,24,16,39,19,4,37,67,56,107,79,64,15,9,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
C,6.0,61.0,52.0,522.0,5221.0,40.0,4010.0,800.0,850.0,4,1,12,23,0,8,41,67,70,64,66,57,108,94,12,187,130,222,0,13,7,22,12,1,63,55,40,97,81,59,52,131,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,7.0,73.0,51.0,511.0,5112.0,45.0,4510.0,940.0,185.0,2,4,3,10,23,14,23,2,74,51,72,44,75,113,95,44,174,165,1,9,19,26,16,39,62,54,39,28,12,32,22,3,19,187,167,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0
CAG,2.0,20.0,31.0,311.0,3114.0,30.0,3020.0,978.0,250.0,7,5,2,4,20,27,5,19,2,1,5,1,0,4,150,102,53,8,4,18,21,11,9,25,19,11,35,37,8,131,110,178,158,138,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CAH,5.0,51.0,42.0,424.0,4242.0,35.0,3510.0,978.0,217.0,14,5,1,20,10,45,2,66,20,69,48,7,133,87,49,93,44,35,6,8,17,7,4,5,23,72,57,46,110,88,67,43,23,37,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAM,3.0,35.0,33.0,333.0,3331.0,10.0,1010.0,935.0,395.0,15,1,17,28,34,5,1,56,34,11,68,63,130,84,34,152,103,192,2,16,10,29,33,22,55,47,32,85,69,47,26,162,197,177,157,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAT,3.0,35.0,33.0,333.0,3331.0,20.0,2010.0,925.0,345.0,18,1,9,7,26,4,8,9,39,16,4,78,139,93,43,118,81,191,7,7,22,12,2,49,37,15,0,91,109,87,33,9,174,154,134,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1
CB,6.0,63.0,52.0,524.0,5241.0,40.0,4030.0,800.0,835.0,4,5,2,4,20,27,5,19,2,1,5,1,0,4,150,102,53,8,8,14,4,0,17,6,61,50,88,77,112,90,90,66,46,26,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CBE,3.0,36.0,33.0,335.0,3351.0,20.0,2010.0,925.0,220.0,10,7,1,17,36,36,16,10,64,6,92,74,91,18,157,88,59,156,2,4,6,9,33,32,50,42,82,96,102,119,59,94,5,55,201,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
CBOE,6.0,62.0,52.0,523.0,5232.0,40.0,4020.0,-1.0,-1.0,2,2,15,2,18,25,40,26,13,13,14,5,1,9,52,63,212,161,3,0,16,3,23,55,31,30,5,3,3,58,100,65,39,11,175,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0
CBRE,6.0,65.0,5.0,53.0,531.0,60.0,6010.0,-1.0,-1.0,26,3,9,7,8,20,48,46,24,74,53,98,105,59,9,77,61,198,6,7,22,4,1,27,59,51,14,92,76,66,45,21,161,141,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCI,6.0,67.0,53.0,531.0,5311.0,60.0,6010.0,976.0,175.0,8,5,1,18,11,19,50,29,7,85,19,40,55,37,14,9,197,152,0,14,4,31,21,3,26,68,2,69,105,113,84,60,40,20,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
CCL,4.0,44.0,48.0,483.0,4831.0,25.0,2530.0,976.0,310.0,16,8,19,16,27,10,43,51,79,63,89,106,63,17,126,78,29,21,2,16,10,29,18,46,34,56,41,30,100,78,57,33,13,217,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCU,2.0,20.0,31.0,312.0,3121.0,30.0,3020.0,978.0,140.0,-1,6,16,26,30,37,51,57,35,57,36,48,138,8,44,12,145,98,2,16,10,28,41,7,64,16,30,93,77,55,147,123,103,83,63,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
CDNS,7.0,73.0,51.0,511.0,5112.0,45.0,4510.0,940.0,185.0,13,8,19,16,7,33,19,24,4,15,30,6,8,95,45,47,6,215,6,8,17,7,30,50,27,49,34,65,49,27,6,177,130,100,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1
CE,2.0,28.0,32.0,325.0,3251.0,15.0,1510.0,-1.0,-1.0,15,1,11,21,33,35,15,8,25,68,95,42,11,157,107,101,140,194,7,1,26,12,2,49,33,73,60,81,65,43,140,169,168,16,158,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
CEG,4.0,49.0,22.0,221.0,2211.0,55.0,5510.0,700.0,705.0,5,8,19,16,7,33,19,24,4,15,30,6,8,95,45,3,173,128,4,18,21,11,42,31,32,64,8,6,31,92,89,49,171,151,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
CELG,2.0,28.0,32.0,325.0,3254.0,35.0,3520.0,905.0,285.0,10,5,2,4,20,27,5,19,2,1,5,1,0,4,150,102,53,78,3,17,15,5,6,57,65,25,79,68,34,104,83,136,116,96,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
CEPH,2.0,28.0,32.0,325.0,3254.0,35.0,3520.0,905.0,147.0,10,8,19,16,7,33,19,24,4,15,30,6,18,66,134,196,60,44,3,17,15,5,6,57,65,25,79,68,52,30,83,136,116,147,127,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CERN,7.0,73.0,54.0,541.0,5415.0,35.0,3510.0,976.0,175.0,14,8,19,16,7,33,19,24,4,60,39,41,101,52,18,115,116,84,9,12,20,10,40,29,17,9,74,63,47,25,4,160,140,120,228,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CF,2.0,28.0,32.0,325.0,3253.0,15.0,1510.0,-1.0,-1.0,5,2,15,2,18,25,40,26,13,13,14,5,1,9,11,1,4,0,1,19,11,1,36,2,13,77,62,51,35,85,120,96,76,56,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0
CFN,3.0,38.0,33.0,339.0,3391.0,35.0,3510.0,-1.0,-1.0,10,5,2,4,20,27,5,19,2,1,5,1,0,4,150,102,53,8,2,16,10,29,3,22,55,47,32,85,69,47,26,2,27,103,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CHD,2.0,28.0,32.0,325.0,3256.0,30.0,3030.0,978.0,320.0,20,5,2,3,13,38,34,7,60,21,70,36,122,138,26,40,117,72,2,5,3,30,38,46,34,45,86,75,59,44,122,98,78,58,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CHRW,4.0,42.0,48.0,484.0,4841.0,20.0,2030.0,600.0,615.0,9,5,2,4,20,27,5,19,2,1,5,1,0,4,150,102,53,8,5,3,23,13,47,35,7,19,73,62,46,24,3,145,49,137,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0
CHTR,4.0,48.0,51.0,515.0,5152.0,50.0,5020.0,978.0,150.0,8,5,2,4,20,27,5,19,2,1,5,1,0,4,150,102,53,8,7,1,18,39,29,18,6,69,10,49,55,57,39,27,35,22,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CI,6.0,63.0,52.0,524.0,5241.0,35.0,3510.0,905.0,287.0,14,2,13,9,24,2,47,47,5,89,98,90,126,80,30,33,71,213,7,1,22,12,2,49,37,73,60,81,65,43,140,169,168,148,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
CIEN,3.0,36.0,33.0,334.0,3342.0,45.0,4520.0,940.0,180.0,2,1,14,29,6,48,15,8,28,0,57,75,46,114,138,190,23,100,6,11,1,24,48,37,25,24,66,55,39,137,136,112,121,184,179,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
CINF,6.0,63.0,52.0,524.0,5241.0,40.0,4030.0,800.0,835.0,4,4,3,10,23,29,3,27,49,61,35,9,34,22,15,53,65,20,8,6,8,33,46,34,11,3,12,4,26,112,152,158,138,118,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
CIT,6.0,60.0,52.0,522.0,5221.0,40.0,4010.0,800.0,850.0,4,8,19,16,7,33,19,24,4,15,30,6,8,95,175,181,37,30,0,10,0,25,13,16,43,52,52,64,114,60,51,61,1,169,217,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
CL,2.0,28.0,32.0,325.0,3256.0,30.0,3030.0,978.0,320.0,19,5,2,4,20,27,5,19,2,1,5,1,0,4,150,102,53,8,8,14,4,0,17,11,61,50,88,77,112,90,69,45,25,5,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CLF,1.0,10.0,21.0,212.0,2122.0,15.0,1510.0,970.0,460.0,5,1,11,21,33,35,54,53,25,68,42,107,64,122,72,24,7,11,1,19,19,1,36,2,13,77,62,51,35,85,120,96,76,56,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CLX,2.0,28.0,32.0,325.0,3256.0,30.0,3030.0,978.0,320.0,7,4,3,10,23,29,3,27,49,61,35,9,34,22,15,53,65,20,7,13,18,39,28,17,67,59,44,83,67,45,121,97,77,57,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CMA,6.0,60.0,52.0,522.0,5221.0,40.0,4010.0,800.0,817.0,4,9,7,25,15,3,45,49,27,4,88,47,83,134,84,36,213,168,0,13,7,22,12,1,63,55,40,54,38,16,53,39,52,114,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
CMCSA,4.0,48.0,51.0,515.0,5152.0,50.0,5020.0,978.0,150.0,-1,2,5,13,31,49,35,55,53,40,91,81,38,33,13,161,112,67,1,4,28,21,11,0,22,48,65,84,68,46,25,1,193,173,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CMCSK,4.0,48.0,51.0,515.0,5152.0,50.0,5020.0,978.0,150.0,8,2,5,13,31,49,35,55,53,40,91,81,38,33,13,161,112,67,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CME,6.0,62.0,52.0,523.0,5232.0,40.0,4020.0,800.0,822.0,2,8,12,11,37,15,27,37,71,45,27,76,129,1,179,108,214,169,3,17,27,38,37,42,49,41,26,15,98,76,55,31,11,215,234,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1
CMG,5.0,58.0,72.0,722.0,7225.0,25.0,2530.0,-1.0,-1.0,7,9,0,0,3,11,11,35,15,56,78,37,20,21,135,87,38,4,9,12,2,30,43,40,28,20,70,59,43,21,0,67,151,174,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CMI,3.0,35.0,33.0,333.0,3336.0,20.0,2010.0,925.0,135.0,18,7,18,14,25,28,58,59,58,83,40,78,139,93,43,118,81,191,4,2,13,35,25,14,2,79,21,95,79,117,130,106,70,188,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
CMS,4.0,49.0,22.0,221.0,2211.0,55.0,5510.0,700.0,705.0,5,6,16,26,30,43,21,0,8,50,47,114,71,124,74,26,201,228,7,7,22,12,2,49,37,15,0,78,72,50,29,166,146,126,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNC,6.0,63.0,52.0,524.0,5241.0,35.0,3510.0,905.0,287.0,14,5,2,3,13,38,34,13,62,79,64,118,122,57,118,70,172,127,4,18,21,11,42,31,32,64,8,6,31,92,89,84,171,44,131,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
CNP,4.0,49.0,22.0,221.0,2211.0,55.0,5510.0,700.0,705.0,5,6,16,26,30,37,51,57,35,57,36,64,21,125,166,49,69,24,7,7,22,12,2,49,37,15,0,91,109,87,66,42,22,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
CNX,1.0,13.0,21.0,211.0,2111.0,10.0,1010.0,970.0,360.0,5,1,11,19,29,7,56,39,17,35,37,33,76,68,120,134,85,40,8,7,14,4,15,4,57,29,61,33,118,96,154,130,110,90,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
COF,6.0,61.0,52.0,522.0,5222.0,40.0,4020.0,800.0,845.0,4,3,7,25,15,32,22,20,78,52,86,105,62,16,119,71,22,32,0,13,7,22,12,1,63,55,40,54,38,16,53,39,52,114,111,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,1.0,13.0,21.0,211.0,2111.0,10.0,1010.0,935.0,380.0,5,2,17,19,29,7,42,21,37,14,83,119,134,88,178,130,161,116,1,4,6,9,7,41,29,21,37,26,10,108,87,89,41,69,237,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
COL,3.0,37.0,33.0,336.0,3364.0,20.0,2010.0,925.0,110.0,13,7,18,14,1,47,57,36,57,34,13,22,106,25,38,99,41,34,8,6,14,27,14,43,53,23,69,58,78,134,35,138,118,98,199,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
COO,3.0,38.0,33.0,339.0,3391.0,35.0,3510.0,905.0,300.0,10,4,3,10,23,29,3,27,49,61,35,9,34,22,15,53,65,20,9,5,3,30,38,46,34,45,86,75,59,102,81,57,37,17,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COP,1.0,13.0,21.0,211.0,2111.0,10.0,1010.0,935.0,385.0,5,7,17,28,34,5,1,56,0,48,68,113,22,158,71,191,179,201,4,2,13,20,25,25,24,79,1,80,64,64,78,72,31,48,30,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
