,sic_1,sic_2,naics_2,naics_3,naics_4,gsector,ggroup,spcseccd,spcindcd,hp,sp_10,sp_20,sp_30,sp_40,sp_50,sp_60,sp_70,sp_80,sp_90,sp_100,sp_120,sp_140,sp_160,sp_180,sp_200,sp_220,sp_240,st_10,st_20,st_30,st_40,st_50,st_60,st_70,st_80,st_90,st_100,st_120,st_140,st_160,st_180,st_200,st_220,st_240,ismedoid_sp_10,ismedoid_sp_20,ismedoid_sp_30,ismedoid_sp_40,ismedoid_sp_50,ismedoid_sp_60,ismedoid_sp_70,ismedoid_sp_80,ismedoid_sp_90,ismedoid_sp_100,ismedoid_sp_120,ismedoid_sp_140,ismedoid_sp_160,ismedoid_sp_180,ismedoid_sp_200,ismedoid_sp_220,ismedoid_sp_240,ismedoid_st_10,ismedoid_st_20,ismedoid_st_30,ismedoid_st_40,ismedoid_st_50,ismedoid_st_60,ismedoid_st_70,ismedoid_st_80,ismedoid_st_90,ismedoid_st_100,ismedoid_st_120,ismedoid_st_140,ismedoid_st_160,ismedoid_st_180,ismedoid_st_200,ismedoid_st_220,ismedoid_st_240
BDK,3.0,35.0,33.0,333.0,3339.0,25.0,2520.0,976.0,270.0,11,0,0,17,0,6,15,65,55,45,89,69,49,29,9,163,190,170,2,7,26,26,26,26,26,9,8,56,26,122,122,175,175,175,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
BDX,3.0,38.0,33.0,339.0,3391.0,35.0,3510.0,905.0,300.0,15,1,19,5,25,23,39,32,12,2,2,9,20,7,38,19,205,185,7,4,24,15,45,17,68,57,53,73,108,108,10,108,108,108,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEN,6.0,62.0,52.0,523.0,5239.0,40.0,4020.0,800.0,823.0,4,3,12,26,6,28,43,33,23,13,3,115,95,123,55,34,14,180,1,1,1,13,32,7,7,7,7,7,7,7,7,172,172,216,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
BHI,1.0,13.0,21.0,213.0,2131.0,10.0,1010.0,935.0,395.0,5,7,17,7,8,25,38,3,69,59,49,89,69,49,29,8,62,41,7,4,21,30,17,14,27,30,70,70,70,112,114,93,70,185,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
BIG,5.0,53.0,45.0,452.0,4523.0,25.0,2550.0,976.0,432.0,6,5,2,23,13,19,5,58,39,6,76,48,47,51,31,45,31,42,1,1,1,13,13,13,13,13,42,82,117,82,82,42,102,42,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BIIB,2.0,28.0,32.0,325.0,3254.0,35.0,3520.0,905.0,147.0,10,6,3,6,37,37,27,17,7,10,57,56,36,116,144,123,103,83,5,11,11,36,36,36,36,5,5,99,99,99,99,99,99,99,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0
BIO,3.0,38.0,33.0,334.0,3345.0,35.0,3520.0,940.0,230.0,15,1,17,13,20,45,8,14,45,73,37,35,80,57,64,161,7,224,7,17,24,15,7,58,58,58,58,58,58,58,158,158,79,79,79,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
BK,6.0,60.0,52.0,522.0,5221.0,40.0,4020.0,800.0,815.0,4,0,0,17,26,43,17,23,11,1,0,7,0,0,27,6,66,43,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BKNG,7.0,73.0,51.0,519.0,5191.0,25.0,2550.0,940.0,185.0,8,8,16,16,34,27,1,2,64,38,45,93,73,53,33,12,176,161,8,17,17,17,43,43,43,43,43,17,17,134,77,77,39,211,211,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
BLK,6.0,62.0,52.0,523.0,5239.0,40.0,4020.0,800.0,823.0,4,1,7,10,29,48,49,36,26,56,72,88,72,48,32,11,125,105,5,11,11,36,36,36,36,36,36,98,98,98,98,9,199,199,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLL,3.0,34.0,33.0,332.0,3324.0,15.0,1510.0,925.0,205.0,7,0,15,17,17,49,17,4,11,1,0,7,0,90,70,49,29,9,2,7,26,26,26,26,26,9,8,56,26,122,122,175,175,175,122,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1
BMC,7.0,73.0,51.0,511.0,5112.0,45.0,4510.0,940.0,185.0,2,8,5,27,24,3,48,8,28,18,8,60,52,32,149,128,108,88,3,10,3,3,40,40,40,40,40,40,40,40,40,121,9,203,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BMET,3.0,38.0,33.0,339.0,3391.0,35.0,3510.0,905.0,300.0,10,0,0,2,18,0,24,0,14,43,43,37,61,50,21,10,35,206,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BMS,2.0,26.0,32.0,326.0,3261.0,15.0,1510.0,970.0,210.0,11,0,0,17,0,49,17,4,11,1,0,7,0,0,1,191,171,151,7,17,24,15,7,58,58,58,58,58,63,58,158,158,79,79,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BMY,2.0,28.0,32.0,325.0,3254.0,35.0,3520.0,905.0,280.0,10,4,10,20,36,26,16,6,5,22,12,103,60,93,106,104,67,216,9,9,7,21,21,3,19,33,32,77,30,66,131,114,100,97,75,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1
BNI,4.0,40.0,48.0,482.0,4821.0,20.0,2030.0,600.0,610.0,9,1,15,28,17,15,46,54,22,39,61,41,102,82,62,41,21,1,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOL,2.0,28.0,32.0,325.0,3254.0,35.0,3510.0,905.0,300.0,20,4,7,10,29,48,49,47,6,88,75,97,88,148,143,122,102,82,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRCM,3.0,36.0,33.0,334.0,3344.0,45.0,4530.0,940.0,247.0,13,8,16,16,34,27,1,38,48,38,28,8,18,36,56,29,99,64,5,11,11,36,36,36,36,5,5,99,99,99,99,99,99,99,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BRL,2.0,28.0,32.0,325.0,3254.0,35.0,3520.0,905.0,283.0,10,1,7,10,39,29,19,9,72,41,94,72,136,146,126,105,85,65,5,11,11,36,36,36,36,36,36,94,94,94,36,36,36,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0
BRYN,7.0,78.0,51.0,512.0,5121.0,25.0,2540.0,978.0,245.0,-1,8,12,26,6,39,20,59,17,83,73,53,33,13,96,169,135,67,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BSX,3.0,38.0,33.0,334.0,3345.0,35.0,3510.0,905.0,300.0,10,1,1,2,18,0,24,0,14,43,5,55,37,17,179,141,204,184,7,17,24,15,7,58,58,58,58,58,58,58,158,158,79,79,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BWA,3.0,37.0,33.0,336.0,3363.0,25.0,2510.0,976.0,130.0,18,6,12,18,14,5,55,18,74,64,54,34,14,145,72,55,38,28,3,16,25,25,25,5,62,62,62,62,118,118,118,177,186,186,186,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
BXP,6.0,67.0,53.0,531.0,5311.0,60.0,6010.0,800.0,850.0,26,1,7,10,29,48,49,36,26,56,72,88,72,48,32,11,125,105,3,10,10,10,10,10,47,63,89,89,89,86,84,54,130,101,86,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C,6.0,61.0,52.0,522.0,5221.0,40.0,4010.0,800.0,850.0,4,0,0,17,0,49,17,4,11,1,0,7,0,0,1,191,171,151,4,2,12,14,14,15,15,78,78,78,100,100,100,100,182,132,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CA,7.0,73.0,51.0,511.0,5112.0,45.0,4510.0,940.0,185.0,2,8,5,27,24,3,48,28,18,8,46,23,17,39,50,181,161,226,8,8,8,8,8,8,65,74,74,74,65,139,68,140,98,174,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG,2.0,20.0,31.0,311.0,3114.0,30.0,3020.0,978.0,250.0,7,9,8,11,7,46,36,26,60,50,40,84,133,44,93,3,27,15,9,15,15,37,37,57,61,61,61,61,61,61,61,61,193,55,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAH,5.0,51.0,42.0,424.0,4242.0,35.0,3510.0,978.0,217.0,14,4,19,13,20,45,8,14,40,57,92,29,59,81,30,25,25,207,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAM,3.0,35.0,33.0,333.0,3331.0,10.0,1010.0,935.0,395.0,15,7,17,7,8,25,38,3,69,59,49,89,69,49,29,8,62,41,7,4,21,30,17,14,27,30,70,70,70,81,81,81,81,185,185,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAT,3.0,35.0,33.0,333.0,3331.0,20.0,2010.0,925.0,345.0,18,6,14,9,33,30,59,30,16,12,87,67,119,135,115,94,74,212,2,12,20,20,20,20,20,34,34,34,34,34,34,83,34,34,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0
CB,6.0,63.0,52.0,524.0,5241.0,40.0,4030.0,800.0,835.0,4,3,10,19,30,31,21,11,1,29,19,52,83,97,69,174,197,157,2,7,26,26,34,2,30,50,83,83,54,96,149,34,168,206,206,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
CBE,3.0,36.0,33.0,335.0,3351.0,20.0,2010.0,925.0,220.0,10,6,14,9,33,30,59,30,16,12,87,67,39,101,14,159,154,163,8,16,9,22,48,5,66,62,62,19,111,111,111,111,111,111,111,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBSS,6.0,60.0,52.0,522.0,5221.0,40.0,4010.0,800.0,817.0,4,0,6,29,19,9,31,52,42,32,62,7,34,0,1,191,171,151,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCI,6.0,67.0,53.0,531.0,5311.0,60.0,6010.0,976.0,175.0,8,8,12,26,6,39,4,43,75,65,55,109,12,139,76,82,52,32,3,10,3,3,40,40,40,40,40,40,40,40,40,121,9,203,214,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCL,4.0,44.0,48.0,483.0,4831.0,25.0,2530.0,976.0,310.0,-1,6,11,1,11,34,10,49,49,71,24,46,92,63,127,132,196,176,7,3,5,34,30,54,10,3,88,88,115,88,88,88,88,88,88,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
CCU,2.0,20.0,31.0,312.0,3121.0,30.0,3020.0,978.0,140.0,-1,0,0,17,0,49,17,4,11,1,0,7,0,0,1,191,171,151,7,3,5,34,30,54,10,14,13,88,115,115,57,39,72,158,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDNS,7.0,73.0,51.0,511.0,5112.0,45.0,4510.0,940.0,185.0,13,8,16,14,34,6,15,65,55,45,89,69,49,29,9,163,156,136,7,3,5,34,30,54,10,3,88,32,62,70,35,149,177,143,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
CEG,4.0,49.0,22.0,221.0,2211.0,55.0,5510.0,700.0,705.0,5,2,4,15,5,7,42,7,30,20,42,114,94,74,54,33,13,104,0,0,2,7,0,0,0,77,63,86,57,52,148,148,59,214,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CELG,2.0,28.0,32.0,325.0,3254.0,35.0,3520.0,905.0,285.0,10,8,3,6,37,37,27,17,7,10,57,56,36,116,144,123,103,83,3,10,3,3,40,40,40,40,47,47,47,47,47,47,47,107,9,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CEPH,2.0,28.0,32.0,325.0,3254.0,35.0,3520.0,905.0,147.0,10,8,3,6,37,37,27,17,7,10,57,56,36,116,144,123,103,83,9,15,15,37,37,37,31,37,37,3,31,31,31,31,31,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CERN,7.0,73.0,54.0,541.0,5415.0,35.0,3510.0,976.0,175.0,2,6,14,12,9,42,32,22,33,81,71,51,31,11,148,127,11,209,1,3,5,35,35,35,35,35,35,35,35,35,96,161,161,161,161,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
CHD,2.0,28.0,32.0,325.0,3256.0,30.0,3030.0,978.0,320.0,20,9,8,11,7,46,36,26,60,50,40,84,133,44,93,7,199,15,3,10,3,3,40,40,40,40,47,47,47,47,47,40,40,57,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CHRW,4.0,42.0,48.0,484.0,4841.0,20.0,2030.0,600.0,615.0,9,0,0,17,0,49,17,4,11,1,0,7,0,0,1,191,171,151,7,3,5,35,35,35,35,35,35,35,35,35,96,35,35,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1
CI,6.0,63.0,52.0,524.0,5241.0,35.0,3510.0,905.0,287.0,14,0,0,17,0,49,17,4,11,1,0,7,0,0,1,191,171,151,4,2,12,33,33,49,52,45,14,81,33,33,9,146,14,169,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
CIEN,3.0,36.0,33.0,334.0,3342.0,45.0,4520.0,940.0,180.0,2,8,16,16,2,33,14,68,58,48,38,18,32,154,134,113,93,73,7,3,5,35,3,30,54,42,68,14,49,48,15,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
CINF,6.0,63.0,52.0,524.0,5241.0,40.0,4030.0,800.0,835.0,4,1,10,19,30,31,21,11,1,29,19,52,83,97,69,174,197,157,3,10,3,3,40,40,40,40,40,40,40,40,40,171,5,30,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CL,2.0,28.0,32.0,325.0,3256.0,30.0,3030.0,978.0,320.0,20,9,8,11,7,46,36,26,62,70,60,40,128,108,88,7,199,179,2,12,20,20,20,20,20,68,16,50,6,56,43,82,96,212,14,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
CLF,1.0,10.0,21.0,212.0,2122.0,15.0,1510.0,970.0,460.0,17,0,0,17,0,49,17,4,11,1,0,7,0,0,1,191,171,151,0,0,0,7,0,0,0,0,63,86,57,52,148,148,59,198,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CLX,2.0,28.0,32.0,325.0,3256.0,30.0,3030.0,978.0,320.0,21,9,8,11,7,46,36,26,62,70,60,40,128,108,88,7,199,179,9,15,15,37,37,37,34,16,31,4,36,29,143,134,188,188,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CMA,6.0,60.0,52.0,522.0,5221.0,40.0,4010.0,800.0,817.0,4,0,6,29,19,9,31,52,42,32,22,2,106,14,153,71,180,160,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CMCSA,4.0,48.0,51.0,515.0,5152.0,50.0,5020.0,978.0,150.0,-1,8,9,22,12,2,34,10,20,7,29,20,26,16,46,35,15,11,3,10,10,10,10,10,63,75,47,47,47,47,47,47,47,47,47,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CMCSK,4.0,48.0,51.0,515.0,5152.0,50.0,5020.0,978.0,150.0,8,8,9,22,12,2,34,10,20,7,29,20,26,16,46,35,15,11,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CME,6.0,62.0,52.0,523.0,5232.0,40.0,4020.0,800.0,822.0,2,2,4,15,7,1,35,39,29,19,52,85,65,4,109,130,53,229,4,2,13,9,14,15,25,68,10,85,73,42,59,10,143,103,101,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
CMI,3.0,35.0,33.0,333.0,3336.0,20.0,2010.0,925.0,135.0,18,6,14,9,33,30,59,30,16,12,87,67,119,135,115,94,74,212,2,7,26,38,38,38,38,38,38,38,38,104,104,116,104,104,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CMS,4.0,49.0,22.0,221.0,2211.0,55.0,5510.0,700.0,705.0,5,8,5,27,24,3,48,28,18,8,46,23,17,39,50,181,161,226,2,12,20,20,22,6,2,20,64,22,22,97,56,131,192,192,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNC,6.0,63.0,52.0,524.0,5241.0,35.0,3510.0,905.0,287.0,14,4,19,5,25,23,39,32,12,2,2,9,20,7,157,59,216,56,1,1,1,32,32,32,32,32,82,36,9,32,32,160,84,207,191,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNP,4.0,49.0,22.0,221.0,2211.0,55.0,5510.0,700.0,705.0,5,2,4,15,5,7,26,7,30,20,42,75,105,25,173,199,195,159,4,2,12,9,14,15,15,78,78,78,109,109,109,109,109,109,109,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
CNX,1.0,13.0,21.0,211.0,2111.0,10.0,1010.0,970.0,360.0,5,7,17,7,31,21,11,1,0,34,66,58,2,1,57,152,19,223,4,2,12,33,33,49,52,45,14,81,33,33,9,146,14,169,175,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COF,6.0,61.0,52.0,522.0,5222.0,40.0,4020.0,800.0,845.0,4,3,12,26,6,39,54,69,59,49,39,77,121,143,45,31,208,188,4,12,13,9,22,6,25,68,10,85,22,27,156,156,156,156,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
COG,1.0,13.0,21.0,211.0,2111.0,10.0,1010.0,935.0,380.0,5,7,17,7,31,21,11,1,0,34,66,58,2,1,61,154,203,183,9,9,7,21,21,57,61,61,61,61,61,22,42,52,95,43,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
COL,3.0,37.0,33.0,336.0,3364.0,20.0,2010.0,925.0,110.0,13,9,8,0,35,14,50,40,44,67,10,4,44,30,20,78,34,231,9,15,15,37,37,37,31,37,37,3,31,31,31,31,31,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
COO,3.0,38.0,33.0,339.0,3391.0,35.0,3510.0,905.0,300.0,10,1,18,21,22,20,13,50,53,61,26,6,6,88,66,40,5,10,1,1,1,32,31,51,51,51,51,51,51,65,51,178,178,178,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
COP,1.0,13.0,21.0,211.0,2111.0,10.0,1010.0,935.0,385.0,5,7,17,7,31,21,11,1,0,34,66,58,2,1,61,154,203,183,8,16,9,22,48,5,66,62,62,19,111,111,111,111,111,111,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COST,5.0,53.0,45.0,452.0,4523.0,30.0,3010.0,976.0,445.0,6,5,2,23,13,19,54,69,59,49,39,1,43,12,73,85,189,217,7,17,24,15,7,58,58,58,58,58,14,63,80,138,198,82,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CPB,2.0,20.0,31.0,311.0,3114.0,30.0,3020.0,978.0,250.0,7,9,8,11,7,46,36,26,60,50,40,84,133,44,93,3,27,15,4,2,12,33,33,49,52,45,14,68,78,101,50,25,25,25,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CPRT,5.0,50.0,42.0,425.0,4251.0,20.0,2020.0,976.0,175.0,9,0,0,17,0,49,17,4,11,1,30,10,64,92,5,106,214,123,6,5,23,23,27,27,60,60,60,60,60,60,60,60,60,60,60,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
CSCO,3.0,35.0,33.0,334.0,3342.0,45.0,4520.0,940.0,187.0,2,8,16,16,34,27,1,8,28,18,8,60,52,32,149,128,133,133,5,11,11,11,41,4,4,4,4,11,11,11,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSX,4.0,40.0,48.0,482.0,4821.0,20.0,2030.0,600.0,610.0,9,3,15,28,17,15,46,54,22,39,61,41,102,82,62,41,21,1,0,0,2,7,49,42,69,39,79,10,52,126,147,105,126,126,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CTAS,7.0,72.0,81.0,812.0,8123.0,20.0,2020.0,976.0,175.0,26,0,0,17,0,49,3,44,56,78,98,63,42,159,139,118,181,234,1,19,29,19,19,19,64,64,73,64,64,64,64,64,19,19,221,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTSH,7.0,73.0,54.0,541.0,5415.0,45.0,4510.0,940.0,185.0,25,0,7,10,29,16,58,48,38,28,18,14,27,151,114,13,138,193,5,11,11,11,41,4,4,4,4,11,11,11,11,11,11,11,11,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
CTXS,7.0,73.0,51.0,511.0,5112.0,45.0,4510.0,940.0,185.0,2,8,16,16,34,27,1,38,48,38,28,8,18,36,56,29,99,64,7,4,21,0,47,39,59,56,53,73,108,108,108,108,108,108,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CVC,4.0,48.0,51.0,515.0,5152.0,50.0,5020.0,978.0,150.0,8,8,9,22,12,2,34,10,20,7,29,20,26,16,46,35,15,11,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CVG,7.0,73.0,56.0,561.0,5614.0,45.0,4510.0,976.0,175.0,2,8,16,16,1,36,29,19,9,4,85,80,127,107,80,77,185,225,1,1,1,13,13,13,13,13,42,82,117,82,117,117,117,117,117,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
CVH,6.0,63.0,52.0,524.0,5241.0,35.0,3510.0,905.0,287.0,14,4,19,5,25,23,39,32,12,2,2,9,20,7,38,19,205,185,8,8,28,39,39,22,57,17,52,97,97,127,127,127,127,127,127,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
CVS,5.0,59.0,44.0,446.0,4461.0,35.0,3510.0,978.0,435.0,6,5,11,24,11,12,2,5,8,85,31,102,82,62,42,21,1,103,7,3,5,35,35,35,35,35,35,35,35,35,96,35,35,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
CVX,2.0,29.0,32.0,324.0,3241.0,10.0,1010.0,935.0,390.0,5,7,17,7,31,21,11,1,0,34,66,58,2,1,61,154,203,183,8,8,8,8,8,8,65,74,74,74,65,139,8,8,65,65,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
