,sic_1,sic_2,naics_2,naics_3,naics_4,gsector,ggroup,spcseccd,spcindcd,hp,sp_10,sp_20,sp_30,sp_40,sp_50,sp_60,sp_70,sp_80,sp_90,sp_100,sp_120,sp_140,sp_160,sp_180,sp_200,sp_220,sp_240,st_10,st_20,st_30,st_40,st_50,st_60,st_70,st_80,st_90,st_100,st_120,st_140,st_160,st_180,st_200,st_220,st_240,ismedoid_sp_10,ismedoid_sp_20,ismedoid_sp_30,ismedoid_sp_40,ismedoid_sp_50,ismedoid_sp_60,ismedoid_sp_70,ismedoid_sp_80,ismedoid_sp_90,ismedoid_sp_100,ismedoid_sp_120,ismedoid_sp_140,ismedoid_sp_160,ismedoid_sp_180,ismedoid_sp_200,ismedoid_sp_220,ismedoid_sp_240,ismedoid_st_10,ismedoid_st_20,ismedoid_st_30,ismedoid_st_40,ismedoid_st_50,ismedoid_st_60,ismedoid_st_70,ismedoid_st_80,ismedoid_st_90,ismedoid_st_100,ismedoid_st_120,ismedoid_st_140,ismedoid_st_160,ismedoid_st_180,ismedoid_st_200,ismedoid_st_220,ismedoid_st_240
BLK,6.0,62.0,52.0,523.0,5239.0,40.0,4020.0,800.0,823.0,4,7,13,3,1,22,50,8,43,14,57,80,104,32,99,77,57,37,7,8,22,18,8,49,35,46,56,45,22,118,68,130,107,82,101,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLL,3.0,34.0,33.0,332.0,3324.0,15.0,1510.0,925.0,205.0,11,9,9,23,27,17,7,25,15,3,1,101,79,59,39,19,64,60,3,3,9,9,30,58,44,34,27,52,102,30,146,72,11,129,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BMC,7.0,73.0,51.0,511.0,5112.0,45.0,4510.0,940.0,185.0,2,9,12,2,25,46,18,37,71,24,92,39,100,80,60,197,177,157,3,14,4,37,26,17,3,40,83,80,49,100,79,53,44,182,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
BMET,3.0,38.0,33.0,339.0,3391.0,35.0,3510.0,905.0,300.0,10,5,4,11,32,1,22,9,2,6,2,15,2,10,6,0,2,12,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BMS,2.0,26.0,32.0,326.0,3261.0,15.0,1510.0,970.0,210.0,11,9,9,5,8,49,59,49,39,27,17,30,64,50,108,45,213,193,6,18,8,1,1,55,54,43,31,20,108,126,105,176,153,138,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
BMY,2.0,28.0,32.0,325.0,3254.0,35.0,3520.0,905.0,280.0,10,3,12,2,35,29,51,41,31,19,9,96,123,136,161,141,121,101,9,7,18,33,22,13,53,62,50,39,16,103,95,139,92,189,168,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1
BNI,4.0,40.0,48.0,482.0,4821.0,20.0,2030.0,600.0,610.0,9,2,2,6,2,35,25,15,5,18,8,31,114,94,74,177,157,137,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOL,2.0,28.0,32.0,325.0,3254.0,35.0,3510.0,905.0,300.0,-1,5,4,7,31,32,41,55,60,5,31,113,91,140,120,175,155,135,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR,7.0,73.0,54.0,541.0,5415.0,45.0,4510.0,-1.0,-1.0,4,9,7,18,33,42,27,22,19,86,85,106,84,64,3,95,42,83,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRCM,3.0,36.0,33.0,334.0,3344.0,45.0,4530.0,940.0,247.0,13,4,11,8,34,37,28,11,3,1,91,54,65,123,0,85,53,33,1,11,26,4,25,5,39,18,71,60,17,58,34,34,165,122,209,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
BRL,2.0,28.0,32.0,325.0,3254.0,35.0,3520.0,905.0,283.0,10,7,13,3,1,22,50,12,18,7,3,24,9,9,8,6,1,1,0,7,18,33,22,13,53,72,60,49,111,90,144,169,103,80,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
BRYN,7.0,78.0,51.0,512.0,5121.0,25.0,2540.0,978.0,245.0,-1,5,16,21,30,20,10,0,59,76,54,69,102,3,143,133,169,187,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BSX,3.0,38.0,33.0,334.0,3345.0,35.0,3510.0,905.0,300.0,10,5,4,11,32,1,22,9,2,6,2,15,2,10,6,112,92,72,6,18,15,8,1,55,41,30,18,35,84,63,42,16,171,68,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BWA,3.0,37.0,33.0,336.0,3363.0,25.0,2510.0,976.0,130.0,18,2,8,12,22,48,14,17,54,67,47,77,33,153,118,196,176,156,6,18,8,1,1,55,54,43,31,7,82,61,105,176,153,138,20,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BXP,6.0,67.0,53.0,531.0,5311.0,60.0,6010.0,800.0,850.0,26,8,16,21,30,20,10,0,59,76,72,84,62,42,43,2,3,226,9,10,0,29,17,36,28,48,25,50,37,108,96,96,147,109,226,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,1,1,1,0,1,0,0
C,6.0,61.0,52.0,522.0,5221.0,40.0,4010.0,800.0,850.0,4,0,3,15,5,34,8,43,33,40,21,67,7,92,88,165,145,220,8,0,19,22,11,2,12,37,42,31,8,65,119,93,90,75,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,7.0,73.0,51.0,511.0,5112.0,45.0,4510.0,940.0,185.0,2,3,12,2,35,37,35,37,71,36,92,39,100,80,60,40,20,0,3,14,4,37,26,17,3,24,6,80,60,71,29,148,104,184,213,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0
CAG,2.0,20.0,31.0,311.0,3114.0,30.0,3020.0,978.0,250.0,7,5,4,11,33,11,55,46,1,89,67,86,81,158,138,118,187,167,0,2,28,2,19,40,13,2,20,95,57,36,15,4,133,99,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
CAH,5.0,51.0,42.0,424.0,4242.0,35.0,3510.0,978.0,217.0,14,5,7,18,32,42,27,45,7,45,99,45,83,81,77,31,39,30,2,16,17,20,33,24,45,69,57,46,23,2,46,20,38,98,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAM,3.0,35.0,33.0,333.0,3331.0,10.0,1010.0,935.0,395.0,15,6,15,26,16,6,40,18,8,11,66,32,74,88,32,44,24,4,6,7,15,8,39,48,34,23,11,90,67,119,115,89,50,192,30,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAT,3.0,35.0,33.0,333.0,3331.0,20.0,2010.0,925.0,345.0,18,4,11,13,3,27,42,38,47,69,58,118,29,98,78,58,38,18,5,3,5,12,38,50,36,33,13,2,4,55,121,95,72,57,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CB,6.0,63.0,52.0,524.0,5241.0,40.0,4030.0,800.0,835.0,4,0,3,15,14,4,30,32,13,58,94,74,90,125,133,107,189,127,3,14,29,16,5,45,57,64,52,41,18,132,87,102,169,154,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0
CBE,3.0,36.0,33.0,335.0,3351.0,20.0,2010.0,925.0,220.0,10,9,2,6,2,33,38,48,41,70,60,40,18,129,79,176,153,225,6,18,15,8,39,48,34,23,18,90,67,119,115,89,66,51,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBRE,6.0,65.0,5.0,53.0,531.0,60.0,6010.0,-1.0,-1.0,25,0,3,27,17,7,17,57,63,74,41,79,131,111,128,63,51,31,5,3,29,39,28,58,44,33,88,10,54,34,12,30,179,164,177,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CBSS,6.0,60.0,52.0,522.0,5221.0,40.0,4010.0,800.0,817.0,-1,5,4,11,32,30,22,19,2,6,43,23,1,56,36,94,149,117,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCI,6.0,67.0,53.0,531.0,5311.0,60.0,6010.0,976.0,175.0,8,2,8,20,38,41,31,21,11,61,74,46,135,115,95,75,55,35,2,6,17,7,43,34,20,9,75,64,6,131,5,11,145,203,182,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0
CCL,4.0,44.0,48.0,483.0,4831.0,25.0,2530.0,976.0,310.0,16,8,10,20,20,19,58,68,79,10,25,11,24,51,162,142,122,102,4,8,14,27,47,38,24,13,1,99,76,127,106,80,57,128,107,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CCU,2.0,20.0,31.0,312.0,3121.0,30.0,3020.0,978.0,140.0,-1,2,8,12,22,38,12,28,24,44,88,57,37,154,76,127,36,28,4,1,21,31,37,56,23,12,54,43,20,16,122,175,152,137,116,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1
CDNS,7.0,73.0,51.0,511.0,5112.0,45.0,4510.0,940.0,185.0,13,5,0,0,4,12,53,59,28,16,82,62,117,71,41,10,9,227,7,1,22,18,37,28,14,3,85,81,114,93,67,177,83,205,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CE,2.0,28.0,32.0,325.0,3251.0,15.0,1510.0,-1.0,-1.0,15,6,15,26,16,2,52,20,23,85,97,14,74,88,32,39,139,39,5,15,5,12,38,50,58,47,13,2,1,55,121,95,95,157,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
CEG,4.0,49.0,22.0,221.0,2211.0,55.0,5510.0,700.0,705.0,5,3,19,9,39,29,19,63,53,41,27,92,112,37,30,67,50,124,3,16,9,9,30,21,7,17,79,48,9,39,21,178,155,140,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1
CELG,2.0,28.0,32.0,325.0,3254.0,35.0,3520.0,905.0,285.0,10,4,0,0,4,12,53,59,28,16,82,62,117,79,16,42,106,110,1,12,2,26,15,46,32,21,9,97,85,125,104,157,134,119,98,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CEPH,2.0,28.0,32.0,325.0,3254.0,35.0,3520.0,905.0,147.0,10,5,4,11,33,11,55,46,1,89,13,6,139,5,15,3,98,78,9,6,18,7,49,20,6,45,33,22,53,95,80,149,126,111,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
CERN,7.0,73.0,54.0,541.0,5415.0,35.0,3510.0,976.0,175.0,14,7,6,19,37,22,43,12,69,60,30,72,45,159,139,119,99,221,4,11,23,13,2,47,69,63,55,63,40,14,69,145,189,174,37,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CF,2.0,28.0,32.0,325.0,3253.0,15.0,1510.0,-1.0,-1.0,5,1,1,13,3,2,52,20,23,85,97,14,54,40,29,22,34,208,4,8,14,27,47,43,29,70,58,47,24,3,129,166,143,128,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHD,2.0,28.0,32.0,325.0,3256.0,30.0,3030.0,978.0,320.0,20,5,4,11,33,11,55,46,1,89,67,86,81,158,138,118,187,167,0,7,18,23,12,48,16,71,46,76,113,92,108,118,130,187,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
CHRW,4.0,42.0,48.0,484.0,4841.0,20.0,2030.0,600.0,615.0,9,4,2,6,2,47,20,27,72,81,50,117,32,14,156,12,180,160,4,1,21,34,23,16,49,38,26,15,44,23,2,144,121,106,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
CI,6.0,63.0,52.0,524.0,5241.0,35.0,3510.0,905.0,287.0,14,9,9,17,0,26,6,33,62,35,86,66,44,24,123,103,83,63,5,15,5,12,38,50,58,47,80,24,1,69,155,150,127,112,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0
CIEN,3.0,36.0,33.0,334.0,3342.0,45.0,4520.0,940.0,180.0,2,2,5,25,11,3,1,6,63,83,81,112,68,33,130,195,31,2,2,2,28,20,33,24,10,29,84,73,2,124,103,70,34,39,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CINF,6.0,63.0,52.0,524.0,5241.0,40.0,4030.0,800.0,835.0,4,0,3,15,14,4,30,32,13,68,38,71,71,130,110,90,70,50,9,10,0,36,34,25,11,0,61,6,34,53,98,18,141,185,164,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0
CL,2.0,28.0,32.0,325.0,3256.0,30.0,3030.0,978.0,320.0,20,5,7,18,32,42,27,22,12,48,36,110,88,68,48,179,186,166,3,14,29,16,5,45,57,64,52,41,18,132,87,102,120,105,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
CLF,1.0,10.0,21.0,212.0,2122.0,15.0,1510.0,970.0,460.0,5,1,1,16,6,31,24,31,30,12,5,29,22,144,124,104,84,64,6,18,15,8,39,48,34,23,11,90,67,119,115,89,66,51,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CLX,2.0,28.0,32.0,325.0,3256.0,30.0,3030.0,978.0,320.0,7,5,7,18,33,42,27,22,12,48,36,110,88,68,48,179,186,166,5,15,7,28,14,19,60,49,37,26,115,87,66,40,17,2,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
CMA,6.0,60.0,52.0,522.0,5221.0,40.0,4010.0,800.0,817.0,4,0,3,15,5,34,8,43,33,47,37,17,7,92,67,52,44,154,8,0,19,22,11,2,12,37,78,67,12,106,137,172,90,75,54,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
CMCSA,4.0,48.0,51.0,515.0,5152.0,50.0,5020.0,978.0,150.0,-1,7,0,1,15,16,21,40,56,62,51,70,46,16,14,9,208,188,2,6,17,7,49,20,6,45,33,22,53,95,80,149,126,111,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CMCSK,4.0,48.0,51.0,515.0,5152.0,50.0,5020.0,978.0,150.0,8,7,0,1,15,16,21,40,56,62,51,70,46,16,14,9,208,188,,,,,,,,,,,,,,,,,,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CME,6.0,62.0,52.0,523.0,5232.0,40.0,4020.0,800.0,822.0,2,7,10,28,36,27,18,42,57,24,79,103,10,137,117,97,206,209,7,9,11,38,27,18,4,59,0,87,93,45,31,129,15,117,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1
CMG,5.0,58.0,72.0,722.0,7225.0,25.0,2530.0,-1.0,-1.0,7,6,17,13,3,48,14,17,54,67,47,77,43,53,178,163,143,123,1,11,26,13,48,39,25,14,2,9,90,8,83,86,49,81,234,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CMI,3.0,35.0,33.0,333.0,3336.0,20.0,2010.0,925.0,135.0,18,1,0,13,3,33,42,38,47,69,58,118,29,98,78,58,38,18,0,4,24,21,10,1,5,10,69,58,95,134,113,87,64,49,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CMS,4.0,49.0,22.0,221.0,2211.0,55.0,5510.0,700.0,705.0,5,3,19,9,39,29,19,63,53,41,27,92,112,37,30,67,50,124,5,3,5,12,38,50,36,25,35,14,103,42,44,73,193,161,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
CNC,6.0,63.0,52.0,524.0,5241.0,35.0,3510.0,905.0,287.0,14,9,9,23,27,17,7,25,15,3,1,101,79,59,39,19,64,60,2,2,28,30,19,10,56,73,72,61,38,17,128,146,123,108,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
CNP,4.0,49.0,22.0,221.0,2211.0,55.0,5510.0,700.0,705.0,5,3,12,2,35,43,35,7,52,52,40,20,119,128,17,164,144,238,5,15,7,28,14,19,58,47,37,24,1,69,155,150,127,112,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNX,1.0,13.0,21.0,211.0,2111.0,10.0,1010.0,970.0,360.0,5,1,1,16,6,31,24,31,30,11,66,102,80,60,40,20,0,40,3,3,29,39,28,58,44,34,27,52,102,34,13,3,11,129,152,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
COF,6.0,61.0,52.0,522.0,5222.0,40.0,4020.0,800.0,845.0,4,0,3,15,5,34,8,43,33,47,37,17,7,92,67,52,44,154,8,0,19,22,9,0,38,27,15,4,116,97,75,54,42,28,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,1.0,13.0,21.0,211.0,2111.0,10.0,1010.0,935.0,380.0,5,6,15,29,19,9,56,65,55,43,33,13,92,150,168,148,128,108,7,9,13,3,16,53,2,11,4,27,35,60,43,162,197,142,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COL,3.0,37.0,33.0,336.0,3364.0,20.0,2010.0,925.0,110.0,13,7,14,22,9,15,5,34,67,55,45,25,113,93,73,53,33,13,9,7,18,33,22,13,53,62,50,39,16,103,82,79,115,18,228,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
COO,3.0,38.0,33.0,339.0,3391.0,35.0,3510.0,905.0,300.0,10,5,7,18,32,42,27,22,12,48,36,110,88,68,48,179,186,166,4,1,21,31,0,56,23,12,54,43,20,115,122,68,45,30,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1
COP,1.0,13.0,21.0,211.0,2111.0,10.0,1010.0,935.0,385.0,5,6,15,26,16,6,40,18,8,11,66,32,35,15,42,188,168,148,6,18,8,1,1,55,54,43,31,20,108,126,157,131,108,41,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
COST,5.0,53.0,45.0,452.0,4523.0,30.0,3010.0,976.0,445.0,6,7,13,5,12,25,23,66,21,75,75,91,134,114,10,99,112,190,0,4,24,21,10,1,5,10,69,58,95,134,113,87,144,210,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
COV,3.0,38.0,33.0,334.0,3345.0,35.0,3510.0,-1.0,-1.0,10,9,7,18,0,42,27,16,6,33,98,110,88,24,4,161,141,121,9,6,25,7,22,20,6,45,33,22,53,95,80,149,126,111,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CPB,2.0,20.0,31.0,311.0,3114.0,30.0,3020.0,978.0,250.0,7,5,12,2,35,30,35,19,52,52,43,23,1,56,36,94,149,117,5,3,29,39,28,58,44,33,88,10,54,110,12,30,179,164,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CPRT,5.0,50.0,42.0,425.0,4251.0,20.0,2020.0,976.0,175.0,9,5,4,11,32,1,22,9,2,6,2,15,50,148,64,131,87,48,1,12,2,17,6,6,62,22,70,59,36,15,111,81,36,27,232,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CRM,7.0,73.0,51.0,511.0,5112.0,45.0,4510.0,-1.0,-1.0,2,4,0,4,23,36,9,56,34,29,19,27,121,101,12,108,136,91,0,4,24,21,10,1,13,2,87,92,86,59,38,12,160,145,124,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSCO,3.0,35.0,33.0,334.0,3342.0,45.0,4520.0,940.0,187.0,2,4,11,8,34,36,9,56,34,0,32,5,17,122,121,47,37,23,7,8,14,27,47,43,29,70,58,47,24,3,129,166,143,62,235,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSX,4.0,40.0,48.0,482.0,4821.0,20.0,2030.0,600.0,610.0,9,1,2,6,2,35,25,15,5,18,8,31,114,94,74,177,157,137,9,6,4,7,34,20,3,24,6,1,56,26,64,82,59,44,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTAS,7.0,72.0,81.0,812.0,8123.0,20.0,2020.0,976.0,175.0,19,5,4,11,33,11,55,46,1,89,67,86,81,158,138,118,187,215,4,1,21,24,13,4,27,28,77,66,43,22,1,111,172,91,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTSH,7.0,73.0,54.0,541.0,5415.0,45.0,4510.0,940.0,185.0,25,8,10,28,10,0,47,52,9,36,83,109,127,118,23,23,118,114,1,12,2,15,40,59,17,6,76,65,42,75,54,28,5,73,137,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
CTXS,7.0,73.0,51.0,511.0,5112.0,45.0,4510.0,940.0,185.0,2,1,18,8,34,37,28,69,48,46,61,21,133,113,93,73,53,33,1,11,23,13,48,39,25,14,2,9,90,104,135,109,86,71,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0
CVC,4.0,48.0,51.0,515.0,5152.0,50.0,5020.0,978.0,150.0,8,5,4,1,15,16,21,40,56,62,51,70,46,16,14,9,208,188,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CVG,7.0,73.0,56.0,561.0,5614.0,45.0,4510.0,976.0,175.0,25,9,9,23,27,17,7,25,15,3,1,101,79,59,39,19,64,60,4,1,21,34,23,16,49,38,26,15,55,12,138,112,89,74,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
CVH,6.0,63.0,52.0,524.0,5241.0,35.0,3510.0,905.0,287.0,14,9,9,17,0,26,6,33,62,35,86,66,44,24,123,103,83,63,6,18,15,21,39,48,41,30,18,74,83,111,90,64,41,26,239,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CVS,5.0,59.0,44.0,446.0,4461.0,35.0,3510.0,978.0,435.0,14,5,4,11,32,28,49,39,29,17,7,7,136,116,96,76,56,36,4,1,21,34,23,16,49,38,26,15,44,23,2,144,121,106,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1
CVX,2.0,29.0,32.0,324.0,3241.0,10.0,1010.0,935.0,390.0,5,6,15,26,16,6,40,18,8,11,66,32,35,15,42,188,168,148,6,1,8,1,0,11,54,43,41,30,65,73,157,131,108,93,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CXO,1.0,13.0,21.0,211.0,2111.0,10.0,1010.0,-1.0,-1.0,5,5,4,11,33,11,55,46,1,89,67,86,81,158,138,118,187,167,7,9,13,3,16,53,2,76,64,53,98,77,36,10,7,65,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
D,4.0,49.0,22.0,221.0,2211.0,55.0,5510.0,700.0,705.0,5,3,19,9,21,43,33,23,75,63,53,33,11,85,65,138,25,5,3,14,29,16,5,45,51,64,52,71,48,27,6,9,120,105,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
