,sic_1,sic_2,naics_2,naics_3,naics_4,gsector,ggroup,spcseccd,spcindcd,hp,sp_10,sp_20,sp_30,sp_40,sp_50,sp_60,sp_70,sp_80,sp_90,sp_100,sp_120,sp_140,sp_160,sp_180,sp_200,sp_220,sp_240,st_10,st_20,st_30,st_40,st_50,st_60,st_70,st_80,st_90,st_100,st_120,st_140,st_160,st_180,st_200,st_220,st_240
2010,"(4667.069800518613, 5140.9826883901005)","(3504.630584300212, 5140.9826883901005)","(4015.2974234068074, 5140.9826883901005)","(3332.345809849095, 5140.9826883901005)","(2893.580916084335, 5140.9826883901005)","(4257.6946012530025, 5140.9826883901005)","(3732.8337626517005, 5140.9826883901005)","(4756.926577909534, 5433.445752602767)","(3251.5685211981677, 5433.445752602767)","(4210.688984843684, 5234.964176089288)","(4684.914527569609, 5237.065272594863)","(3814.5984511054553, 5237.065272594863)","(3383.0124253721137, 5237.065272594863)","(3103.41626863179, 5237.065272594863)","(2996.8001010401913, 5237.065272594863)","(2937.60088324756, 5237.065272594863)","(2868.6083683594125, 5237.065272594863)","(2803.4032426763633, 5237.065272594863)","(2723.632847830716, 5237.065272594863)","(2529.9609941143776, 5237.065272594863)","(2427.756190231452, 5237.065272594863)","(2362.141878376554, 5237.065272594863)","(2192.5734966514287, 5237.065272594863)","(2085.860030989604, 5237.065272594863)","(2061.4989921128554, 5237.065272594863)","(1953.5649995172043, 5237.065272594863)","(1814.642898274715, 5237.065272594863)","(3961.9470515623098, 5161.139466382359)","(4018.5110698129483, 5161.13946638236)","(3858.5384750424814, 5161.139466382359)","(3741.4325524441774, 5161.139466382359)","(3603.6345256269046, 5161.139466382359)","(3481.4024204344228, 5161.139466382359)","(3443.4886317274477, 5161.139466382359)","(3289.4706763285935, 5161.139466382359)","(3209.1224027024723, 5161.139466382359)","(3100.6095088416478, 5161.139466382359)","(2979.8081960281916, 5161.139466382359)","(2925.6315287856214, 5161.139466382359)","(2820.2830641841765, 5161.139466382359)","(2687.108250676649, 5161.139466382359)","(2604.0746195694906, 5161.139466382359)","(2406.8891413400574, 5161.139466382359)","(2343.804885529136, 5161.139466382359)"
2011,"(5347.667636104663, 5853.03870883929)","(3881.605517220852, 5853.03870883929)","(4637.267042065209, 5853.03870883929)","(3744.444441717037, 5853.03870883929)","(3246.3730972309786, 5853.03870883929)","(4780.093018466074, 5853.03870883929)","(4176.312641533876, 5853.03870883929)","(5353.980206488938, 6209.82525244798)","(3527.7837365869395, 6209.82525244798)","(4735.140891087759, 5942.960761098822)","(4789.037249301306, 5945.101076193666)","(4270.359981752083, 5945.101076193666)","(3844.551972939503, 5945.101076193667)","(3680.4875839915844, 5945.101076193667)","(3636.481249816613, 5945.101076193667)","(3538.6795453567065, 5945.101076193666)","(3563.002350126802, 5945.101076193667)","(3533.3569959483066, 5945.101076193667)","(3469.248534864982, 5945.101076193666)","(3433.3165922374624, 5945.101076193667)","(3204.221082138345, 5945.101076193667)","(3258.678644670012, 5945.101076193667)","(3121.082638140857, 5945.101076193667)","(2954.9372344113594, 5945.101076193668)","(2315.8170049281275, 5945.101076193668)","(2268.967935142374, 5945.101076193667)","(2195.2455724784018, 5945.101076193667)","(4713.612785161189, 5876.551169470758)","(4411.853890837787, 5876.551169470759)","(4258.465716019354, 5876.551169470758)","(4147.296246023796, 5876.551169470758)","(4068.6702101161227, 5876.551169470758)","(3977.62453664428, 5876.551169470758)","(3782.387337660392, 5876.551169470758)","(3596.1087993925025, 5876.551169470758)","(3539.401375920009, 5876.551169470758)","(3504.9104074388515, 5876.551169470758)","(3437.779142602886, 5876.551169470758)","(3207.897574132734, 5876.551169470758)","(3082.665589092907, 5876.551169470758)","(3025.387653250893, 5876.551169470758)","(2924.497057256579, 5876.551169470758)","(2893.5414864330105, 5876.551169470758)","(2761.742568364869, 5876.551169470758)"
2012,"(5344.485517006814, 5713.979811686423)","(3863.102588880128, 5713.979811686423)","(4685.821701803175, 5713.979811686422)","(3798.577033459413, 5713.979811686422)","(3179.1202220680407, 5713.979811686423)","(4745.984278473016, 5713.979811686423)","(4154.917904626196, 5713.979811686422)","(5326.340286882406, 6085.570009376562)","(3601.411031938974, 6085.570009376562)","(4738.15902138455, 5804.818126523182)","(5029.210855606554, 5808.454560502764)","(4635.4584572242, 5808.454560502764)","(4506.192161667671, 5808.454560502764)","(4149.615376151331, 5808.454560502764)","(4344.004852784944, 5808.454560502764)","(4209.297979718753, 5808.454560502764)","(3970.9874036250912, 5808.454560502764)","(3885.599467600131, 5808.454560502764)","(3858.4833673102053, 5808.454560502764)","(3581.4656629590568, 5808.454560502764)","(2970.4871053430797, 5808.454560502764)","(2900.991377677468, 5808.454560502764)","(3321.640418957523, 5808.454560502764)","(3213.3743675270307, 5808.454560502764)","(3128.6041485695946, 5808.454560502764)","(3068.578051459623, 5808.454560502764)","(2970.7737395900467, 5808.454560502764)","(4806.691016223329, 5731.547164204796)","(4521.056976936767, 5731.547164204795)","(4325.385670712901, 5731.547164204795)","(4068.6447478312944, 5731.547164204796)","(3955.2214184081804, 5731.547164204796)","(3751.252135676907, 5731.547164204795)","(3640.7531973306723, 5731.547164204795)","(3633.6030541689993, 5731.547164204795)","(3526.838126502268, 5731.547164204795)","(3466.371093965547, 5731.547164204796)","(3363.6115070847154, 5731.547164204796)","(3241.578290274093, 5731.547164204796)","(3071.0457075881645, 5731.547164204796)","(2946.211798981634, 5731.547164204795)","(2809.824124745941, 5731.547164204796)","(2804.0110275658576, 5731.547164204796)","(2622.4057469626155, 5731.547164204796)"
2013,"(5561.401471112513, 5930.7553015465)","(4008.8493514609077, 5930.755301546501)","(4835.27516116241, 5930.755301546501)","(3935.379723300182, 5930.755301546501)","(3289.037863325222, 5930.7553015465)","(4866.044782900736, 5930.7553015465)","(4174.1705218219, 5930.7553015465)","(5465.282529670097, 6340.861917315869)","(3712.278360755298, 6340.861917315869)","(4777.77184873835, 6009.513197266422)","(5602.109552368862, 5999.762401499592)","(5313.654594407027, 5999.762401499594)","(4153.954953262181, 5999.762401499593)","(4060.5126267573337, 5999.762401499592)","(3735.3793361124367, 5999.762401499592)","(3491.590464272879, 5999.762401499592)","(3262.561645054321, 5999.762401499592)","(3245.2264010459776, 5999.762401499592)","(3168.8518558774813, 5999.762401499592)","(3122.0034735788913, 5999.762401499592)","(3052.412203659529, 5999.762401499593)","(2661.635283390279, 5999.762401499593)","(2490.4408982170366, 5999.762401499592)","(2143.5445167353405, 5999.762401499593)","(2171.951422980922, 5999.762401499592)","(2074.9290744526975, 5999.762401499593)","(1768.003329226707, 5999.762401499593)","(4925.1774539804355, 5939.998796695222)","(4631.825394212726, 5939.998796695222)","(4466.586703701704, 5939.998796695222)","(4359.495557509239, 5939.998796695222)","(4186.126979324769, 5939.998796695222)","(4089.4443043835813, 5939.998796695222)","(3982.5103918145423, 5939.998796695222)","(3978.6249887304143, 5939.998796695222)","(3855.480219741156, 5939.998796695222)","(3707.0569951629986, 5939.998796695222)","(3648.1097762296195, 5939.998796695222)","(3580.3648383030536, 5939.998796695222)","(3327.1388283697925, 5939.998796695222)","(3357.598755782709, 5939.998796695222)","(3156.7214788071497, 5939.998796695222)","(3070.0645244580455, 5939.998796695222)","(2961.3501217773282, 5939.998796695222)"
2014,"(5313.481255616276, 5701.174979202368)","(3945.277798209294, 5701.174979202368)","(4668.2655716797435, 5701.1749792023675)","(3924.7420708486, 5701.174979202368)","(3287.7764314464853, 5701.1749792023675)","(4759.454831451869, 5701.174979202368)","(4169.743874024834, 5701.1749792023675)","(5410.3864451755435, 6094.2395615801115)","(3784.4676721010583, 6094.2395615801115)","(4605.162492178251, 5753.082805083093)","(4799.627385425688, 5740.4312458440745)","(4215.99029023505, 5740.4312458440745)","(4212.108952141544, 5740.4312458440745)","(3733.121224724644, 5740.4312458440745)","(3603.236758412842, 5740.4312458440745)","(3476.7124789573913, 5740.4312458440745)","(3403.304720798738, 5740.4312458440745)","(3355.742441529096, 5740.4312458440745)","(3001.802883935091, 5740.4312458440745)","(2941.522726937757, 5740.4312458440745)","(2803.588420960549, 5740.4312458440745)","(2727.3015065997793, 5740.4312458440745)","(2665.115274877964, 5740.4312458440745)","(2355.7284053717, 5740.4312458440745)","(2325.2348085928047, 5740.431245844075)","(2272.182439149716, 5740.431245844075)","(2136.0880340593208, 5740.4312458440745)","(4758.074542980194, 5706.44842869804)","(4618.289712948536, 5706.44842869804)","(4449.841461163899, 5706.44842869804)","(4271.80258203945, 5706.44842869804)","(4224.927912353659, 5706.44842869804)","(4098.179402720305, 5706.44842869804)","(4051.9806264971753, 5706.448428698039)","(3865.884544310443, 5706.44842869804)","(3829.4397518174774, 5706.44842869804)","(3751.35545480245, 5706.448428698039)","(3425.553422131305, 5706.44842869804)","(3332.521509384229, 5706.448428698039)","(3175.1541658391498, 5706.44842869804)","(3033.4331076195704, 5706.448428698039)","(2913.093939323997, 5706.448428698039)","(2952.80553549242, 5706.44842869804)","(2912.9290973456027, 5706.44842869804)"
2015,"(5724.172744615371, 6095.36320595841)","(4208.143170304103, 6095.36320595841)","(5070.979331326936, 6095.36320595841)","(4213.1527420182465, 6095.36320595841)","(3428.535794686589, 6095.36320595841)","(5052.75988930351, 6095.36320595841)","(4303.8605208910285, 6095.36320595841)","(5651.013075250796, 6549.47854055729)","(3872.874931014263, 6549.47854055729)","(4924.788874160592, 6140.085634141003)","(5077.725497546884, 6141.178754036167)","(4724.790482952602, 6141.178754036167)","(4542.742920121961, 6141.178754036167)","(4384.233512373128, 6141.178754036168)","(4183.039778973925, 6141.178754036167)","(4061.2427452803026, 6141.178754036167)","(4017.033630504106, 6141.178754036168)","(3890.834174029608, 6141.178754036167)","(3787.463976666377, 6141.178754036168)","(3787.2869145381765, 6141.178754036168)","(3672.9726520149234, 6141.178754036168)","(3554.090349635629, 6141.178754036168)","(3518.7914337619195, 6141.178754036168)","(3469.9470424199085, 6141.178754036167)","(3245.452360860599, 6141.178754036168)","(3191.7708018376434, 6141.178754036168)","(3049.0766494079, 6141.178754036168)","(4891.872567196516, 6170.799490478995)","(4450.707256327377, 6170.799490478995)","(4398.325605475912, 6170.799490478995)","(4268.182819542873, 6170.799490478995)","(4128.02638869418, 6170.799490478994)","(4065.8357149463463, 6170.799490478995)","(3949.548338021486, 6170.799490478995)","(3907.570544188291, 6170.799490478995)","(3800.7982188600577, 6170.799490478995)","(3608.945896356775, 6170.799490478995)","(3615.8139226625103, 6170.799490478995)","(3227.4908102119525, 6170.799490478995)","(3083.48462875607, 6170.799490478995)","(2957.640522509318, 6170.799490478995)","(2926.2050586730625, 6170.799490478995)","(2880.682632476781, 6170.799490478994)","(2812.908175633682, 6170.799490478995)"
2016,"(5253.94863107054, 5675.5463672559545)","(3863.841605069768, 5675.5463672559545)","(4638.405081583764, 5675.5463672559545)","(3840.0485029103606, 5675.5463672559545)","(3135.8143104745295, 5675.546367255954)","(4610.104324699597, 5675.5463672559545)","(3898.0582179113912, 5675.5463672559545)","(5171.753483340821, 6047.602132381386)","(3579.551041138627, 6047.602132381386)","(4422.195287331956, 5734.913226544999)","(4563.076936939184, 5706.381030212703)","(4433.394600128701, 5706.381030212704)","(4239.295612402136, 5706.381030212704)","(4152.868888264669, 5706.381030212703)","(4047.5891955897987, 5706.381030212704)","(3935.684873458351, 5706.381030212703)","(3845.131001090205, 5706.381030212703)","(3779.621366113887, 5706.381030212704)","(3734.9353849196, 5706.381030212703)","(3665.780225711613, 5706.381030212703)","(3609.9873220814334, 5706.381030212704)","(3524.133922963205, 5706.381030212704)","(3454.892377120184, 5706.381030212704)","(3419.595436167149, 5706.381030212704)","(3000.69627000206, 5706.381030212703)","(2294.7831696751477, 5706.381030212704)","(2191.420840167369, 5706.381030212704)","(4315.9244714453225, 5702.484297165472)","(4093.4785736065232, 5702.484297165472)","(4081.2052440912603, 5702.484297165472)","(3932.6900080462924, 5702.484297165472)","(3910.980153806604, 5702.4842971654725)","(3879.7848797594675, 5702.484297165472)","(3734.3133586953622, 5702.484297165472)","(3761.713935881756, 5702.484297165472)","(3662.6285010221295, 5702.484297165472)","(3633.3491351908574, 5702.484297165472)","(3296.8665742151634, 5702.484297165472)","(3220.8126702999903, 5702.4842971654725)","(3110.97388286248, 5702.484297165472)","(2976.146121201534, 5702.484297165472)","(2942.9799128384343, 5702.484297165473)","(2834.6968134626372, 5702.484297165472)","(2758.0201770041867, 5702.484297165472)"
2017,"(5543.097249501644, 5986.979057300341)","(4133.4795813155115, 5986.979057300341)","(4898.770966434567, 5986.979057300341)","(4128.761990656253, 5986.979057300341)","(3407.336617605313, 5986.979057300341)","(4868.523175374167, 5986.979057300341)","(4180.29523456602, 5986.979057300341)","(5449.77686543123, 6343.479410104898)","(3808.448217541629, 6343.479410104898)","(4903.057244857275, 6048.29072811699)","(4838.026262817252, 6013.939941433321)","(4803.517989356272, 6013.939941433321)","(4322.834111144812, 6013.939941433321)","(4648.862054007363, 6013.939941433321)","(4601.924095657684, 6013.939941433321)","(4585.24725729234, 6013.939941433321)","(4496.135317222753, 6013.939941433321)","(4433.898823970141, 6013.939941433321)","(4413.016188682209, 6013.939941433321)","(4390.007805006181, 6013.939941433322)","(4328.874830050302, 6013.939941433321)","(4249.269155394846, 6013.939941433321)","(4209.41029910174, 6013.939941433321)","(4140.240539482162, 6013.939941433321)","(4059.9347801465924, 6013.939941433322)","(3937.975138626615, 6013.939941433321)","(3881.3639188481375, 6013.939941433321)","(4630.9839975004015, 6010.317643544066)","(4521.266942774411, 6010.317643544066)","(4186.999569247262, 6010.317643544066)","(4179.448070693419, 6010.317643544066)","(4106.934190143557, 6010.317643544066)","(4037.9882776190952, 6010.317643544066)","(3932.8578554413984, 6010.317643544066)","(3855.504483624514, 6010.317643544066)","(3772.343099678532, 6010.317643544066)","(3624.1287330826844, 6010.317643544066)","(3580.444116355639, 6010.317643544066)","(3534.3213226766325, 6010.317643544066)","(3444.124033038583, 6010.317643544066)","(3333.0440988673818, 6010.317643544066)","(3187.208704132455, 6010.317643544066)","(3117.9493118961036, 6010.317643544066)","(2987.354680749702, 6010.317643544066)"
2018,"(6324.116654473328, 6758.320055498519)","(4673.04756985387, 6758.320055498519)","(5536.879568254312, 6758.320055498518)","(4690.2467776698495, 6758.320055498519)","(3865.7017245713228, 6758.320055498519)","(5500.6012041186705, 6758.320055498519)","(4800.8525658392155, 6758.320055498519)","(6176.2784676594365, 7176.145593171264)","(4272.925182556608, 7176.145593171265)","(5428.276841942365, 6874.459546882699)","(5553.444680871694, 6801.6171234674775)","(5182.112105461386, 6801.617123467478)","(5028.3356762988915, 6801.6171234674775)","(4902.8668815993415, 6801.6171234674775)","(4160.143720107894, 6801.6171234674775)","(4158.736742547712, 6801.6171234674775)","(3730.2452932760893, 6801.6171234674775)","(3513.950615574876, 6801.6171234674775)","(3323.7687351030545, 6801.6171234674775)","(3240.607691734441, 6801.6171234674775)","(2998.1139329135976, 6801.617123467478)","(2885.8098975069156, 6801.617123467478)","(2858.6923921741122, 6801.6171234674775)","(2763.240044887836, 6801.617123467478)","(2678.0498999245324, 6801.6171234674775)","(2631.734345576548, 6801.6171234674775)","(2626.3546078567383, 6801.617123467478)","(5747.49821396692, 6792.7851546603615)","(5581.165852985388, 6792.785154660361)","(5094.928795681915, 6792.7851546603615)","(4755.28364492326, 6792.7851546603615)","(4779.327341614567, 6792.7851546603615)","(4510.722901311993, 6792.7851546603615)","(4411.494209373115, 6792.7851546603615)","(4180.4014632948765, 6792.7851546603615)","(4154.338859036583, 6792.785154660361)","(4096.191507844935, 6792.785154660361)","(3939.002824841071, 6792.785154660361)","(3776.4328543880515, 6792.785154660361)","(3744.8629342126274, 6792.785154660361)","(3431.6837768708747, 6792.7851546603615)","(3337.80587406131, 6792.7851546603615)","(3261.9256939129655, 6792.7851546603615)","(3119.678513533564, 6792.7851546603615)"
2019,"(6347.002651484553, 6842.731865031841)","(4753.760985107589, 6842.731865031842)","(5500.612124202017, 6842.731865031842)","(4702.792073532944, 6842.731865031841)","(3863.86391319945, 6842.731865031841)","(5433.152648318018, 6842.731865031841)","(4777.152391363011, 6842.731865031842)","(6073.6668482157065, 7202.5049289570115)","(4300.56650844541, 7202.5049289570115)","(5380.086687219392, 6939.276870053908)","(5679.664129820537, 6870.608771976793)","(5334.880347435294, 6870.608771976793)","(5060.589521856616, 6870.608771976793)","(4844.548988036521, 6870.608771976792)","(4712.17543979387, 6870.608771976792)","(4732.475183366315, 6870.608771976793)","(4539.7288172296485, 6870.608771976792)","(4420.4207083116835, 6870.608771976793)","(4300.694801601864, 6870.608771976793)","(3409.6091845947885, 6870.608771976793)","(3231.8860638530373, 6870.608771976793)","(3196.1114867196625, 6870.608771976793)","(2974.1464022578516, 6870.608771976791)","(2898.4054760868644, 6870.608771976792)","(2696.2301353264716, 6870.608771976793)","(2638.5623325013294, 6870.608771976792)","(2487.949244412428, 6870.608771976793)","(5799.667900653124, 6866.279150799832)","(5168.150379047703, 6866.279150799831)","(5050.821895850886, 6866.279150799832)","(4924.739981839287, 6866.279150799831)","(4621.588415626277, 6866.279150799831)","(4616.5734032016035, 6866.279150799832)","(4534.026165299513, 6866.279150799832)","(4389.972890318191, 6866.279150799831)","(4340.683042864866, 6866.279150799832)","(3954.3401479323047, 6866.279150799831)","(3717.137388006975, 6866.279150799832)","(3732.338902859424, 6866.279150799831)","(3634.567895543186, 6866.279150799832)","(3514.7124083649196, 6866.279150799832)","(3363.0549834984627, 6866.279150799831)","(3283.62314871634, 6866.279150799832)","(3097.5074577339647, 6866.279150799831)"
2020,"(6300.17235181765, 6569.997018119382)","(4496.010692430248, 6569.997018119382)","(5456.918036891467, 6569.997018119382)","(4497.119512848404, 6569.997018119382)","(3628.722006743411, 6569.997018119382)","(5283.490416815713, 6569.997018119382)","(4711.5424863099415, 6569.997018119382)","(5646.930790997732, 6723.883138852437)","(3730.867583744809, 6723.883138852437)","(nan, nan)","(5271.18840904283, 6569.997018119382)","(4686.599008797754, 6569.997018119382)","(4575.751562003915, 6569.997018119382)","(4493.251209052561, 6569.997018119382)","(4460.598695086237, 6569.997018119382)","(4311.846209450944, 6569.997018119383)","(4166.811695390526, 6569.997018119382)","(4145.459699754757, 6569.997018119382)","(4042.24044983859, 6569.997018119382)","(4011.1338161180392, 6569.997018119383)","(3887.4279643939353, 6569.997018119382)","(3705.4931315922295, 6569.997018119382)","(3478.050476207936, 6569.997018119382)","(3329.948407927396, 6569.997018119382)","(3143.079277509808, 6569.997018119382)","(2922.6698091226785, 6569.997018119382)","(2480.0127822003537, 6569.997018119382)","(5275.1955597620345, 6781.086927389518)","(5120.503549074935, 6781.086927389518)","(4629.475505155625, 6781.086927389518)","(4224.800729459175, 6781.086927389518)","(4188.714170175175, 6781.086927389518)","(3938.888890597781, 6781.086927389518)","(3854.508885041706, 6781.086927389518)","(3730.052695395029, 6781.086927389518)","(3687.7906734375283, 6781.086927389518)","(3426.0334799507814, 6781.086927389518)","(3135.5473234552273, 6781.086927389518)","(3012.128145689324, 6781.086927389518)","(2782.813749670914, 6781.086927389518)","(2708.380857482587, 6781.086927389518)","(2657.843825334629, 6781.086927389518)","(2445.35951673339, 6781.086927389518)","(2281.6754208138505, 6781.086927389518)"
