,sic_1,sic_2,naics_2,naics_3,naics_4,gsector,ggroup,spcseccd,spcindcd,hp,sp_10,sp_20,sp_30,sp_40,sp_50,sp_60,sp_70,sp_80,sp_90,sp_100,sp_120,sp_140,sp_160,sp_180,sp_200,sp_220,sp_240,st_10,st_20,st_30,st_40,st_50,st_60,st_70,st_80,st_90,st_100,st_120,st_140,st_160,st_180,st_200,st_220,st_240,ismedoid_sp_10,ismedoid_sp_20,ismedoid_sp_30,ismedoid_sp_40,ismedoid_sp_50,ismedoid_sp_60,ismedoid_sp_70,ismedoid_sp_80,ismedoid_sp_90,ismedoid_sp_100,ismedoid_sp_120,ismedoid_sp_140,ismedoid_sp_160,ismedoid_sp_180,ismedoid_sp_200,ismedoid_sp_220,ismedoid_sp_240,ismedoid_st_10,ismedoid_st_20,ismedoid_st_30,ismedoid_st_40,ismedoid_st_50,ismedoid_st_60,ismedoid_st_70,ismedoid_st_80,ismedoid_st_90,ismedoid_st_100,ismedoid_st_120,ismedoid_st_140,ismedoid_st_160,ismedoid_st_180,ismedoid_st_200,ismedoid_st_220,ismedoid_st_240
AYI,3.0,36.0,33.0,335.0,3351.0,20.0,2010.0,925.0,220.0,13,0,11,25,10,20,57,15,44,21,32,107,68,125,83,41,181,133,3,15,19,12,3,24,56,79,59,34,83,38,2,53,13,190,152,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AZO,5.0,55.0,44.0,441.0,4413.0,25.0,2550.0,976.0,449.0,6,1,9,8,0,42,19,7,30,17,26,67,84,40,74,32,39,204,8,5,14,34,11,35,23,14,7,64,37,137,101,59,19,106,193,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BA,3.0,37.0,33.0,336.0,3364.0,20.0,2010.0,925.0,110.0,11,8,10,18,2,23,56,67,58,53,49,8,1,114,77,0,188,155,8,4,11,29,37,18,66,77,57,32,40,62,63,84,11,3,231,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BAC,6.0,60.0,52.0,522.0,5221.0,40.0,4010.0,800.0,810.0,4,8,12,13,16,15,54,49,59,36,16,91,48,120,117,75,153,20,6,17,3,3,35,47,22,7,60,99,95,120,84,42,2,132,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAX,2.0,28.0,32.0,325.0,3254.0,35.0,3510.0,905.0,300.0,10,7,14,9,29,1,43,34,70,47,27,46,111,67,25,166,208,163,3,9,19,16,28,54,37,22,2,55,104,59,23,18,172,170,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BBBY,5.0,57.0,44.0,442.0,4422.0,25.0,2550.0,976.0,449.0,6,4,0,5,3,3,11,13,25,38,13,44,133,106,78,118,76,31,5,11,16,11,41,22,35,20,0,89,53,8,111,36,35,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
BBY,5.0,57.0,44.0,443.0,4431.0,25.0,2550.0,976.0,426.0,24,4,0,5,3,3,11,13,15,8,12,62,19,0,137,95,53,8,5,11,18,26,25,6,44,34,45,94,58,13,19,70,143,103,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
BC,3.0,35.0,33.0,333.0,3336.0,25.0,2520.0,976.0,475.0,15,0,11,17,31,10,35,26,31,57,79,38,62,113,28,135,136,208,5,9,26,19,14,29,20,5,89,69,33,97,61,19,158,129,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BCR,3.0,38.0,33.0,339.0,3391.0,35.0,3510.0,905.0,300.0,10,4,0,9,29,1,43,34,70,47,27,46,111,67,25,166,208,163,7,7,23,9,34,59,10,73,53,41,5,100,64,16,115,174,136,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
BDX,3.0,38.0,33.0,339.0,3391.0,35.0,3510.0,905.0,300.0,15,5,1,9,29,1,43,34,70,47,27,46,111,67,25,166,208,163,4,14,15,39,36,17,12,9,75,15,69,24,80,140,139,148,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
BEN,6.0,62.0,52.0,523.0,5239.0,40.0,4020.0,800.0,823.0,25,0,11,17,31,10,35,26,31,57,79,38,62,113,28,135,136,208,2,6,7,1,39,20,31,30,83,96,60,50,50,154,197,157,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
BHI,1.0,13.0,21.0,213.0,2131.0,10.0,1010.0,935.0,395.0,5,9,16,10,17,5,47,40,47,64,48,14,118,74,32,45,3,184,1,3,4,0,2,43,36,32,3,12,89,7,8,83,58,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BIG,5.0,53.0,45.0,452.0,4523.0,25.0,2550.0,976.0,432.0,6,1,9,15,4,13,46,37,37,37,63,108,139,53,100,55,124,84,5,11,21,10,10,52,27,12,56,77,41,37,62,173,133,93,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BIIB,2.0,28.0,32.0,325.0,3254.0,35.0,3520.0,905.0,147.0,10,0,6,3,13,26,3,53,11,24,61,15,53,134,92,50,8,30,2,13,12,23,48,39,4,3,51,18,72,78,42,0,28,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
BIO,3.0,38.0,33.0,334.0,3345.0,35.0,3520.0,940.0,230.0,10,1,9,8,21,31,38,35,20,10,14,9,5,16,147,105,63,188,3,15,1,18,40,23,45,57,67,82,46,1,66,22,191,207,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
BK,6.0,60.0,52.0,522.0,5221.0,40.0,4020.0,800.0,815.0,4,8,12,13,16,15,54,49,59,36,16,91,48,120,117,75,33,94,6,17,3,3,46,12,2,0,62,37,1,51,137,177,137,97,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BKNG,7.0,73.0,51.0,519.0,5191.0,25.0,2550.0,940.0,185.0,2,2,7,21,12,16,39,44,66,69,23,109,66,22,47,163,139,114,2,13,12,23,48,39,14,71,65,40,4,123,87,45,5,123,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
BLK,6.0,62.0,52.0,523.0,5239.0,40.0,4020.0,800.0,823.0,4,0,11,17,31,10,35,26,31,57,79,38,62,113,28,135,136,208,6,17,3,3,35,47,22,7,60,99,95,120,84,42,2,132,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLL,3.0,34.0,33.0,332.0,3324.0,15.0,1510.0,925.0,205.0,15,5,7,21,33,34,1,51,22,34,56,3,7,15,124,82,40,0,0,2,13,20,26,34,6,56,36,11,59,101,65,23,22,213,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BMS,2.0,26.0,32.0,326.0,3261.0,15.0,1510.0,970.0,210.0,11,4,0,5,3,3,11,13,15,8,12,62,19,0,137,95,53,8,4,11,25,5,24,49,29,65,10,20,35,134,98,56,16,83,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BMY,2.0,28.0,32.0,325.0,3254.0,35.0,3520.0,905.0,280.0,10,3,6,3,13,26,3,53,11,24,61,15,53,134,92,42,176,128,2,8,20,25,16,15,7,38,15,16,19,52,136,132,151,111,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
BR,7.0,73.0,54.0,541.0,5415.0,45.0,4510.0,-1.0,-1.0,2,5,7,21,33,34,1,51,22,34,56,3,7,15,124,82,40,0,4,1,29,35,15,38,13,29,9,43,79,65,106,170,130,90,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BRCM,3.0,36.0,33.0,334.0,3344.0,45.0,4530.0,940.0,247.0,-1,1,9,8,21,31,38,35,20,10,14,9,5,16,147,105,63,188,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRYN,7.0,78.0,51.0,512.0,5121.0,25.0,2540.0,978.0,245.0,-1,3,13,7,29,6,59,58,65,26,25,79,36,33,175,133,91,46,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BSX,3.0,38.0,33.0,334.0,3345.0,35.0,3510.0,905.0,300.0,10,5,1,9,29,1,43,34,70,47,27,46,111,67,25,166,208,163,4,1,29,35,15,38,13,29,9,43,79,65,106,170,130,90,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUD,2.0,20.0,31.0,312.0,3121.0,30.0,3020.0,978.0,140.0,-1,4,0,5,3,3,11,13,15,8,12,62,19,0,137,95,53,8,7,7,23,9,34,59,10,73,53,41,5,46,10,16,27,194,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
BWA,3.0,37.0,33.0,336.0,3363.0,25.0,2510.0,976.0,130.0,18,0,11,17,31,12,22,61,41,18,88,97,54,10,50,17,24,76,4,11,16,5,41,49,29,8,79,68,32,76,40,14,17,43,56,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BXLT,2.0,28.0,32.0,325.0,3254.0,35.0,3520.0,-1.0,-1.0,-1,7,14,14,14,30,7,14,38,15,82,100,57,13,59,130,88,43,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BXP,6.0,67.0,53.0,531.0,5311.0,60.0,6010.0,800.0,850.0,26,7,14,23,5,36,21,3,42,55,39,11,103,21,148,179,168,37,7,16,5,14,31,10,26,42,22,83,80,35,140,2,153,113,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
C,6.0,61.0,52.0,522.0,5221.0,40.0,4010.0,800.0,850.0,4,8,12,13,8,45,18,11,21,88,76,42,134,100,120,78,153,20,6,17,3,38,35,42,17,2,66,19,99,109,73,172,132,92,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,7.0,73.0,51.0,511.0,5112.0,45.0,4510.0,940.0,185.0,2,1,19,8,21,31,58,28,76,78,71,113,47,81,106,88,162,110,2,16,5,14,31,40,26,13,44,95,62,17,121,79,39,167,209,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,1,1,0
CAG,2.0,20.0,31.0,311.0,3114.0,30.0,3020.0,978.0,250.0,7,5,7,21,33,34,1,51,22,34,56,3,7,15,124,82,40,121,4,1,26,6,49,45,59,66,46,21,119,124,157,115,75,35,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
CAH,5.0,51.0,42.0,424.0,4242.0,35.0,3510.0,978.0,217.0,-1,0,6,28,22,14,53,36,69,54,60,92,60,49,14,10,9,13,0,2,8,17,8,36,52,37,17,79,43,86,130,88,149,109,71,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
CAM,3.0,35.0,33.0,333.0,3331.0,10.0,1010.0,935.0,395.0,-1,4,2,29,25,27,32,65,29,22,87,26,130,86,44,2,50,5,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAT,3.0,35.0,33.0,333.0,3331.0,20.0,2010.0,925.0,345.0,18,9,10,12,26,19,13,23,63,40,30,87,67,97,155,173,131,86,0,2,8,20,0,44,19,4,64,39,3,92,132,90,50,10,91,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CB,6.0,63.0,52.0,524.0,5241.0,40.0,4030.0,800.0,835.0,4,4,0,16,1,40,17,5,52,7,18,95,104,60,18,169,217,172,4,14,15,39,36,37,12,9,75,66,69,24,80,140,139,148,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1
CBOE,6.0,62.0,52.0,523.0,5232.0,40.0,4020.0,-1.0,-1.0,2,4,0,5,3,3,11,13,15,8,12,62,19,0,137,95,53,8,2,6,7,1,22,51,28,59,39,14,96,119,5,121,81,41,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
CBRE,6.0,65.0,5.0,53.0,531.0,60.0,6010.0,-1.0,-1.0,15,0,11,17,31,10,35,26,31,57,79,38,62,113,28,135,136,208,0,2,18,32,12,50,46,31,11,46,11,21,151,109,69,29,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
CC,2.0,28.0,32.0,325.0,3251.0,15.0,1510.0,-1.0,-1.0,11,9,10,12,18,7,0,27,14,80,80,39,11,159,142,18,117,100,8,4,11,29,37,18,66,77,57,32,65,91,30,84,11,3,231,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1
CCI,6.0,67.0,53.0,531.0,5311.0,60.0,6010.0,976.0,175.0,8,5,7,21,33,34,1,51,22,34,56,3,7,15,124,82,40,0,7,7,24,4,34,59,10,73,53,41,5,0,29,144,104,208,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
CCL,4.0,44.0,48.0,483.0,4831.0,25.0,2530.0,976.0,310.0,16,2,18,19,12,16,39,44,75,77,86,41,49,56,19,164,122,77,3,15,19,12,3,24,56,79,59,34,83,38,91,49,9,182,165,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
CCU,2.0,20.0,31.0,312.0,3121.0,30.0,3020.0,978.0,140.0,-1,4,0,5,3,3,11,13,15,8,12,62,19,0,137,95,53,8,3,15,27,7,32,13,25,64,86,61,25,66,16,152,112,72,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDNS,7.0,73.0,51.0,511.0,5112.0,45.0,4510.0,940.0,185.0,13,5,7,21,33,39,30,62,64,14,17,73,61,141,99,57,15,89,4,1,29,35,15,38,24,74,9,65,29,65,106,52,141,101,63,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDW,5.0,50.0,42.0,423.0,4234.0,45.0,4520.0,976.0,426.0,24,2,15,11,30,2,26,9,56,61,54,54,74,68,27,183,126,106,0,2,8,20,47,53,65,50,30,5,107,48,12,69,46,195,204,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0
CE,2.0,28.0,32.0,325.0,3251.0,15.0,1510.0,-1.0,-1.0,15,8,12,13,31,7,0,27,9,89,69,28,43,58,123,66,129,129,4,1,29,35,15,38,13,29,9,43,79,65,106,170,130,90,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CELG,2.0,28.0,32.0,325.0,3254.0,35.0,3520.0,905.0,285.0,10,3,6,3,13,26,3,53,11,24,61,15,53,134,92,50,8,30,6,12,17,15,23,0,60,45,25,0,106,105,69,41,1,173,135,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CERN,7.0,73.0,54.0,541.0,5415.0,35.0,3510.0,976.0,175.0,14,5,7,21,33,34,1,9,56,61,54,13,135,142,153,52,92,65,3,15,28,13,29,58,33,18,50,81,75,30,156,128,88,219,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CF,2.0,28.0,32.0,325.0,3253.0,15.0,1510.0,-1.0,-1.0,5,9,10,12,26,19,13,23,14,80,80,39,11,159,103,162,120,75,5,9,26,19,14,29,20,5,76,69,33,97,61,19,158,129,215,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1
CFG,6.0,60.0,52.0,522.0,5221.0,40.0,4010.0,-1.0,-1.0,4,8,12,13,16,15,54,49,59,36,16,91,48,120,117,75,33,94,6,17,3,3,35,47,22,7,60,99,1,51,137,177,137,97,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
CHD,2.0,28.0,32.0,325.0,3256.0,30.0,3030.0,978.0,320.0,20,6,5,1,15,35,12,19,62,1,62,4,39,79,173,189,85,232,2,9,20,25,5,33,8,61,41,30,71,26,55,13,55,91,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHRW,4.0,42.0,48.0,484.0,4841.0,20.0,2030.0,600.0,615.0,9,7,14,14,20,28,5,1,6,31,9,27,23,19,2,153,218,173,5,11,18,26,25,9,51,43,23,71,38,11,116,120,80,40,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CHTR,4.0,48.0,51.0,515.0,5152.0,50.0,5020.0,978.0,150.0,8,1,9,8,21,31,45,6,48,72,90,104,64,107,65,23,46,50,4,11,25,5,24,49,29,65,10,20,105,60,154,112,72,32,81,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0
CI,6.0,63.0,52.0,524.0,5241.0,35.0,3510.0,905.0,287.0,14,1,9,8,14,30,7,14,38,15,82,100,57,13,59,13,12,198,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIEN,3.0,36.0,33.0,334.0,3342.0,45.0,4520.0,940.0,180.0,2,4,15,11,30,2,26,52,16,35,4,66,13,133,163,170,128,83,0,2,18,32,12,50,46,31,11,46,18,98,125,171,131,212,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CINF,6.0,63.0,52.0,524.0,5241.0,40.0,4030.0,800.0,835.0,4,6,5,16,1,40,17,5,52,7,18,95,104,60,18,169,217,172,4,1,29,35,36,38,24,74,9,65,29,130,94,52,141,101,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
CIT,6.0,60.0,52.0,522.0,5221.0,40.0,4010.0,800.0,850.0,4,8,12,13,16,15,54,49,59,36,16,91,48,120,117,75,153,20,6,17,3,38,7,42,17,2,66,19,101,109,73,31,100,74,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
CL,2.0,28.0,32.0,325.0,3256.0,30.0,3030.0,978.0,320.0,20,4,0,5,3,3,11,19,62,1,62,4,39,79,173,131,191,146,8,5,14,22,18,48,47,21,1,91,94,49,13,3,173,121,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CLF,1.0,10.0,21.0,212.0,2122.0,15.0,1510.0,970.0,460.0,5,9,10,12,18,4,49,4,28,5,70,1,28,59,160,53,68,18,8,5,14,34,11,35,23,14,72,23,110,133,97,55,15,122,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
CLX,2.0,28.0,32.0,325.0,3256.0,30.0,3030.0,978.0,320.0,6,4,0,5,3,3,11,13,15,8,12,62,19,0,137,95,53,8,8,5,9,31,38,30,58,78,5,92,14,63,60,166,126,86,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0
CMA,6.0,60.0,52.0,522.0,5221.0,40.0,4010.0,800.0,817.0,4,8,12,13,16,15,54,49,59,36,16,91,48,120,117,75,33,94,6,17,3,3,46,12,22,7,60,37,42,84,48,6,175,135,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CMCSA,4.0,48.0,51.0,515.0,5152.0,50.0,5020.0,978.0,150.0,-1,6,5,16,1,40,45,6,48,72,90,104,45,8,109,63,84,159,7,7,23,9,17,37,5,9,74,66,30,104,68,26,103,133,206,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CME,6.0,62.0,52.0,523.0,5232.0,40.0,4020.0,800.0,822.0,2,4,0,5,3,6,40,41,40,60,55,111,27,115,73,31,195,150,6,12,17,15,23,0,54,39,19,84,48,90,110,51,32,200,198,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CMG,5.0,58.0,72.0,722.0,7225.0,25.0,2530.0,-1.0,-1.0,7,7,14,14,20,28,5,1,6,31,9,27,23,19,2,196,60,127,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CMI,3.0,35.0,33.0,333.0,3336.0,20.0,2010.0,925.0,135.0,18,1,10,12,26,19,13,23,63,40,30,87,67,97,155,173,131,86,5,18,26,19,14,29,48,33,13,25,87,14,26,74,188,60,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0
CMS,4.0,49.0,22.0,221.0,2211.0,55.0,5510.0,700.0,705.0,5,6,5,1,15,35,12,0,72,49,99,58,15,84,42,154,112,67,9,0,6,24,44,25,0,58,61,7,28,58,104,34,74,98,234,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0
CNC,6.0,63.0,52.0,524.0,5241.0,35.0,3510.0,905.0,287.0,14,5,7,21,39,11,20,8,77,75,0,106,128,76,146,104,62,17,5,11,18,26,25,6,44,34,45,94,58,99,33,164,166,20,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNP,4.0,49.0,22.0,221.0,2211.0,55.0,5510.0,700.0,705.0,5,6,5,1,15,35,12,0,72,49,99,58,15,84,42,154,112,67,9,4,9,30,4,31,64,49,29,4,115,70,34,39,92,162,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
CNX,1.0,13.0,21.0,211.0,2111.0,10.0,1010.0,970.0,360.0,5,9,16,10,23,48,29,55,35,63,43,2,33,5,58,28,23,179,1,19,0,37,13,55,69,54,34,9,12,4,131,89,49,34,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
COF,6.0,61.0,52.0,522.0,5222.0,40.0,4020.0,800.0,845.0,4,8,12,13,16,15,54,49,59,36,16,99,24,1,60,167,125,80,9,0,6,31,38,16,39,24,4,35,73,135,123,169,129,89,27,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0
COG,1.0,13.0,21.0,211.0,2111.0,10.0,1010.0,935.0,380.0,5,9,16,10,23,48,29,55,35,63,43,2,33,5,58,28,23,179,1,19,0,2,42,21,42,27,47,10,117,72,36,4,167,127,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COL,3.0,37.0,33.0,336.0,3364.0,20.0,2010.0,925.0,110.0,13,7,14,14,20,28,5,1,6,53,49,8,1,114,1,76,173,141,9,14,15,39,17,37,5,9,12,66,57,12,3,58,34,181,229,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COO,3.0,38.0,33.0,339.0,3391.0,35.0,3510.0,905.0,300.0,10,4,0,5,3,3,11,13,15,8,12,62,19,0,137,95,53,8,3,8,28,12,27,8,56,79,59,33,55,127,78,118,78,38,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1
COP,1.0,13.0,21.0,211.0,2111.0,10.0,1010.0,935.0,385.0,5,9,16,10,17,5,41,29,47,46,34,118,75,31,150,108,66,21,1,19,0,37,13,55,69,54,34,9,12,4,131,89,49,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1
COST,5.0,53.0,45.0,452.0,4523.0,30.0,3010.0,976.0,445.0,-1,4,0,5,3,3,11,13,15,8,12,62,19,0,137,95,53,8,5,11,18,10,10,52,27,69,49,24,90,75,39,72,54,186,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COTY,2.0,28.0,32.0,325.0,3256.0,30.0,3030.0,-1.0,-1.0,20,5,7,21,33,34,1,51,22,34,56,3,7,15,124,82,40,0,8,4,9,28,43,1,9,35,80,87,51,115,79,37,123,192,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
