,sic_1,sic_2,naics_2,naics_3,naics_4,gsector,ggroup,spcseccd,spcindcd,hp,sp_10,sp_20,sp_30,sp_40,sp_50,sp_60,sp_70,sp_80,sp_90,sp_100,sp_120,sp_140,sp_160,sp_180,sp_200,sp_220,sp_240,st_10,st_20,st_30,st_40,st_50,st_60,st_70,st_80,st_90,st_100,st_120,st_140,st_160,st_180,st_200,st_220,st_240,ismedoid_sp_10,ismedoid_sp_20,ismedoid_sp_30,ismedoid_sp_40,ismedoid_sp_50,ismedoid_sp_60,ismedoid_sp_70,ismedoid_sp_80,ismedoid_sp_90,ismedoid_sp_100,ismedoid_sp_120,ismedoid_sp_140,ismedoid_sp_160,ismedoid_sp_180,ismedoid_sp_200,ismedoid_sp_220,ismedoid_sp_240,ismedoid_st_10,ismedoid_st_20,ismedoid_st_30,ismedoid_st_40,ismedoid_st_50,ismedoid_st_60,ismedoid_st_70,ismedoid_st_80,ismedoid_st_90,ismedoid_st_100,ismedoid_st_120,ismedoid_st_140,ismedoid_st_160,ismedoid_st_180,ismedoid_st_200,ismedoid_st_220,ismedoid_st_240
BAX,2.0,28.0,32.0,325.0,3254.0,35.0,3510.0,905.0,300.0,10,5,19,14,4,3,46,36,30,18,85,54,1,57,177,99,163,208,0,16,3,29,32,4,14,3,73,23,78,51,23,173,185,164,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BBBY,5.0,57.0,44.0,442.0,4422.0,25.0,2550.0,976.0,449.0,6,9,2,19,9,48,38,62,52,42,32,12,57,85,140,71,189,169,2,13,27,21,21,7,0,79,60,91,69,125,76,55,35,14,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
BBY,5.0,57.0,44.0,443.0,4431.0,25.0,2550.0,976.0,426.0,6,9,4,23,26,30,20,10,0,21,11,118,98,78,58,38,18,10,4,15,19,9,38,24,17,6,58,10,76,9,89,165,180,159,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
BC,3.0,35.0,33.0,333.0,3336.0,25.0,2520.0,976.0,475.0,15,7,13,3,10,1,22,9,2,9,4,19,6,19,0,1,5,5,8,8,21,34,23,9,2,1,80,69,47,26,4,26,155,183,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
BCR,3.0,38.0,33.0,339.0,3391.0,35.0,3510.0,905.0,300.0,10,5,11,4,34,24,14,4,19,12,98,78,135,115,95,75,134,114,2,0,25,8,36,43,36,25,13,2,98,97,75,54,34,13,180,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BDK,3.0,35.0,33.0,333.0,3339.0,25.0,2520.0,976.0,270.0,15,0,5,10,17,40,37,58,41,74,64,44,24,4,7,19,211,219,5,6,12,36,40,26,58,47,35,24,2,57,88,159,139,118,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
BDX,3.0,38.0,33.0,339.0,3391.0,35.0,3510.0,905.0,300.0,10,5,11,4,34,24,14,4,19,12,98,78,135,115,95,75,134,114,9,14,2,24,37,23,16,5,55,44,90,133,121,141,121,100,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEN,6.0,62.0,52.0,523.0,5239.0,40.0,4020.0,800.0,823.0,4,2,14,20,13,16,29,27,67,57,22,80,129,109,62,0,49,2,2,0,25,15,36,15,31,75,63,62,40,19,43,63,20,22,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
BHI,1.0,13.0,21.0,213.0,2131.0,10.0,1010.0,935.0,395.0,11,7,13,18,25,43,5,50,45,30,74,108,104,84,64,44,24,4,9,17,5,11,47,21,35,26,9,3,49,119,40,34,5,173,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
BIG,5.0,53.0,45.0,452.0,4523.0,25.0,2550.0,976.0,432.0,6,9,2,19,9,48,38,62,52,42,32,12,57,80,165,187,167,147,9,17,5,11,47,33,35,24,9,3,27,50,15,97,77,180,160,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1
BIIB,2.0,28.0,32.0,325.0,3254.0,35.0,3520.0,905.0,147.0,10,5,11,4,34,24,14,4,19,12,98,78,135,115,95,75,163,208,2,0,25,8,36,43,36,25,13,2,98,130,108,149,129,46,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
BIO,3.0,38.0,33.0,334.0,3345.0,35.0,3520.0,940.0,230.0,10,6,11,4,34,24,14,4,64,6,16,1,114,20,67,114,94,59,3,7,16,20,9,2,8,70,72,65,92,71,49,143,123,214,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BK,6.0,60.0,52.0,522.0,5221.0,40.0,4020.0,800.0,815.0,4,7,13,3,10,1,22,9,2,9,4,19,6,19,0,1,5,5,6,1,29,19,26,12,60,49,37,26,4,63,12,175,170,149,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
BKNG,7.0,73.0,51.0,519.0,5191.0,25.0,2550.0,940.0,185.0,2,3,1,24,14,4,50,12,18,8,5,26,13,92,175,123,181,161,2,13,1,8,25,11,4,21,79,68,46,25,3,89,55,33,47,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0
BLK,6.0,62.0,52.0,523.0,5239.0,40.0,4020.0,800.0,823.0,4,7,13,3,10,1,22,9,2,9,4,19,6,19,0,1,5,5,1,2,24,33,22,8,1,18,21,51,15,105,83,43,23,2,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
BLL,3.0,34.0,33.0,332.0,3324.0,15.0,1510.0,925.0,205.0,15,6,0,17,3,29,40,30,20,10,0,68,103,146,139,113,178,17,5,6,12,36,40,26,58,47,35,24,2,91,69,153,133,112,92,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BMC,7.0,73.0,51.0,511.0,5112.0,45.0,4510.0,940.0,185.0,2,6,11,4,34,24,14,4,19,12,98,78,135,115,95,145,125,105,7,5,15,5,15,22,62,51,39,28,6,68,46,161,141,120,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BMS,2.0,26.0,32.0,326.0,3261.0,15.0,1510.0,970.0,210.0,11,6,18,11,1,0,4,11,65,55,2,101,74,140,131,2,185,48,3,7,23,13,2,44,25,20,24,85,39,20,86,12,112,203,183,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BMY,2.0,28.0,32.0,325.0,3254.0,35.0,3520.0,905.0,280.0,10,3,1,24,14,4,50,12,18,8,85,26,1,57,177,99,163,208,3,16,8,18,35,54,47,59,67,56,34,45,64,156,136,115,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
BNI,4.0,40.0,48.0,482.0,4821.0,20.0,2030.0,600.0,610.0,9,3,7,9,22,17,7,52,71,20,87,87,67,47,27,7,15,16,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR,7.0,73.0,54.0,541.0,5415.0,45.0,4510.0,-1.0,-1.0,4,4,18,11,1,0,52,42,32,22,12,33,33,30,21,25,215,119,7,5,20,10,13,48,19,77,65,54,32,11,155,134,114,93,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BRCM,3.0,36.0,33.0,334.0,3344.0,45.0,4530.0,940.0,247.0,13,7,8,8,39,13,49,17,29,19,42,119,99,79,59,39,19,90,2,19,27,17,21,7,0,79,30,19,101,80,58,37,17,67,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRYN,7.0,78.0,51.0,512.0,5121.0,25.0,2540.0,978.0,245.0,-1,6,10,12,7,10,54,0,17,79,62,112,18,124,87,68,70,65,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BSC,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,3,1,24,14,4,50,12,18,8,5,26,68,156,136,116,96,76,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BSX,3.0,38.0,33.0,334.0,3345.0,35.0,3510.0,905.0,300.0,10,5,11,4,34,24,14,1,16,43,45,89,77,65,163,143,180,160,3,7,16,18,7,2,39,70,74,63,41,99,144,28,8,78,86,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0
BUD,2.0,20.0,31.0,312.0,3121.0,30.0,3020.0,978.0,140.0,-1,9,2,27,18,46,44,14,72,62,3,86,66,46,26,6,42,184,5,12,0,10,13,25,29,28,83,39,117,96,74,53,33,12,181,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0
BWA,3.0,37.0,33.0,336.0,3363.0,25.0,2510.0,976.0,130.0,18,7,13,3,10,1,22,9,2,9,4,19,6,19,0,1,5,5,3,7,23,13,2,44,25,20,24,85,38,76,152,135,115,94,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BXP,6.0,67.0,53.0,531.0,5311.0,60.0,6010.0,800.0,850.0,26,2,14,20,13,16,55,45,35,25,15,79,59,21,106,86,66,46,0,16,3,28,32,36,22,8,31,27,115,86,137,178,116,217,234,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
C,6.0,61.0,52.0,522.0,5221.0,40.0,4010.0,800.0,850.0,4,7,13,3,10,1,22,9,2,9,4,19,6,19,0,1,5,5,8,8,29,19,26,35,28,69,57,86,64,43,21,0,144,201,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,7.0,73.0,51.0,511.0,5112.0,45.0,4510.0,940.0,185.0,2,4,4,23,26,22,6,28,24,14,7,17,11,13,1,4,13,11,0,16,3,28,32,41,34,23,11,88,58,67,78,169,149,128,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG,2.0,20.0,31.0,311.0,3114.0,30.0,3020.0,978.0,250.0,7,5,19,27,18,46,44,40,74,83,90,60,92,141,121,193,173,205,4,4,22,23,30,18,68,57,45,92,12,81,123,86,47,137,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
CAH,5.0,51.0,42.0,424.0,4242.0,35.0,3510.0,978.0,217.0,14,5,12,14,19,21,43,66,54,13,24,104,84,64,44,24,4,0,7,9,28,31,27,50,43,58,59,48,26,5,56,166,146,195,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAM,3.0,35.0,33.0,333.0,3331.0,10.0,1010.0,935.0,395.0,15,1,17,18,25,43,5,50,45,30,74,108,104,84,64,44,24,4,3,7,16,20,7,2,8,70,77,20,106,6,30,142,122,101,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
CAT,3.0,35.0,33.0,333.0,3331.0,20.0,2010.0,925.0,345.0,18,8,6,25,29,15,11,41,44,52,6,107,87,67,47,27,7,61,6,1,29,19,26,12,60,49,37,26,4,63,20,57,131,106,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CB,6.0,63.0,52.0,524.0,5241.0,40.0,4030.0,800.0,835.0,4,7,10,7,8,37,41,34,26,65,20,99,61,32,176,156,136,116,5,12,0,22,45,31,45,38,26,15,25,4,115,94,103,113,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBE,3.0,36.0,33.0,335.0,3351.0,20.0,2010.0,925.0,220.0,10,8,6,25,29,15,11,41,44,52,6,107,87,67,47,27,7,61,3,7,16,20,9,2,8,70,72,65,92,71,49,143,123,214,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CBRE,6.0,65.0,5.0,53.0,531.0,60.0,6010.0,-1.0,-1.0,25,7,13,3,10,1,22,9,2,9,4,19,6,19,0,1,5,5,6,1,29,1,3,53,56,45,33,22,104,101,135,144,124,103,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCI,6.0,67.0,53.0,531.0,5311.0,60.0,6010.0,976.0,175.0,8,7,16,13,21,14,2,61,51,41,31,11,50,53,166,146,126,106,5,12,15,10,13,25,29,28,83,39,117,96,74,53,33,12,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
CCL,4.0,44.0,48.0,483.0,4831.0,25.0,2530.0,976.0,310.0,16,7,16,6,15,2,39,55,66,77,91,105,107,116,83,52,79,19,9,17,17,7,46,45,59,27,15,4,91,70,48,27,7,16,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCU,2.0,20.0,31.0,312.0,3121.0,30.0,3020.0,978.0,140.0,-1,5,19,12,7,12,56,39,22,51,25,72,52,66,33,35,41,13,3,7,16,20,7,2,8,70,77,20,106,6,30,142,122,101,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDNS,7.0,73.0,51.0,511.0,5112.0,45.0,4510.0,940.0,185.0,13,7,13,3,10,1,22,9,2,9,4,19,6,19,0,1,129,56,8,8,21,34,23,9,2,1,80,69,47,26,4,26,155,183,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
CE,2.0,28.0,32.0,325.0,3251.0,15.0,1510.0,-1.0,-1.0,15,1,3,29,35,38,28,18,8,56,39,75,58,108,146,126,213,193,8,8,29,19,26,35,28,69,57,86,64,43,21,0,69,48,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CEG,4.0,49.0,22.0,221.0,2211.0,55.0,5510.0,700.0,705.0,5,6,0,17,30,27,31,14,72,62,3,31,106,52,32,12,133,113,4,15,19,9,38,24,17,6,58,10,76,9,89,165,180,159,217,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CELG,2.0,28.0,32.0,325.0,3254.0,35.0,3520.0,905.0,285.0,10,4,4,23,26,22,6,28,24,14,7,17,11,13,80,112,160,85,2,0,25,15,36,15,31,75,63,62,40,19,43,63,20,22,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
CEPH,2.0,28.0,32.0,325.0,3254.0,35.0,3520.0,905.0,147.0,10,5,19,14,4,3,46,36,30,18,85,54,1,57,177,99,163,208,9,14,14,7,37,23,16,5,55,73,84,128,106,85,65,44,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CERN,7.0,73.0,54.0,541.0,5415.0,35.0,3510.0,976.0,175.0,10,5,19,14,3,29,40,30,20,10,0,68,137,9,132,74,218,212,2,13,1,32,25,11,4,21,79,68,46,25,3,89,55,82,228,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CF,2.0,28.0,32.0,325.0,3253.0,15.0,1510.0,-1.0,-1.0,5,1,17,5,5,20,59,47,42,16,58,91,115,37,75,55,106,232,2,13,1,8,48,43,36,25,13,2,98,130,108,149,129,45,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CFN,3.0,38.0,33.0,339.0,3391.0,35.0,3510.0,-1.0,-1.0,-1,4,4,23,26,22,6,28,24,14,7,17,11,13,1,4,13,11,9,13,7,21,0,21,32,26,14,95,73,52,159,138,118,97,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
CHD,2.0,28.0,32.0,325.0,3256.0,30.0,3030.0,978.0,320.0,20,5,19,14,4,3,46,36,30,18,90,54,92,141,174,154,134,114,3,7,16,18,7,2,8,70,77,20,106,6,30,142,122,101,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
CHRW,4.0,42.0,48.0,484.0,4841.0,20.0,2030.0,600.0,615.0,9,8,7,28,28,18,8,31,70,68,80,38,116,38,12,13,21,23,9,17,5,11,47,33,35,24,85,84,27,50,15,97,77,180,160,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CHTR,4.0,48.0,51.0,515.0,5152.0,50.0,5020.0,978.0,150.0,8,3,1,24,14,4,50,12,18,8,5,26,13,14,10,10,6,1,6,2,29,19,26,51,53,74,62,98,87,66,44,23,3,139,208,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
CI,6.0,63.0,52.0,524.0,5241.0,35.0,3510.0,905.0,287.0,14,7,9,15,10,1,22,9,2,9,4,19,6,19,0,1,5,5,6,1,29,19,26,51,44,53,88,42,20,34,12,175,177,156,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CIEN,3.0,36.0,33.0,334.0,3342.0,45.0,4520.0,940.0,180.0,2,4,4,23,26,22,6,28,24,14,7,17,11,13,1,4,13,11,7,9,26,26,44,57,23,39,27,16,114,135,71,50,30,148,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CINF,6.0,63.0,52.0,524.0,5241.0,40.0,4030.0,800.0,835.0,4,2,10,7,8,37,41,34,26,65,20,99,61,32,176,156,136,116,7,5,20,10,13,48,19,77,65,54,32,11,155,134,114,93,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
CIT,6.0,60.0,52.0,522.0,5221.0,40.0,4010.0,800.0,850.0,4,4,4,23,26,22,6,28,24,14,7,17,11,13,1,4,13,11,8,3,21,34,23,9,2,46,78,83,61,103,81,112,40,19,78,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
CL,2.0,28.0,32.0,325.0,3256.0,30.0,3030.0,978.0,320.0,19,5,19,27,18,46,44,40,74,83,90,60,92,141,121,193,173,205,5,12,0,10,13,25,29,28,83,39,117,96,74,53,33,12,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLF,1.0,10.0,21.0,212.0,2122.0,15.0,1510.0,970.0,460.0,5,1,3,29,35,38,28,18,8,56,39,75,58,108,71,61,213,193,9,18,6,35,24,10,3,2,71,47,102,120,59,49,29,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
CLX,2.0,28.0,32.0,325.0,3256.0,30.0,3030.0,978.0,320.0,20,5,19,27,18,46,44,40,74,83,90,60,92,141,121,193,173,205,1,2,9,39,28,14,65,54,82,90,66,123,101,80,60,39,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CMA,6.0,60.0,52.0,522.0,5221.0,40.0,4010.0,800.0,817.0,4,4,4,23,26,22,6,28,24,14,7,17,11,13,1,4,13,11,6,1,29,19,26,51,44,53,88,42,20,34,12,175,177,156,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CMCSA,4.0,48.0,51.0,515.0,5152.0,50.0,5020.0,978.0,150.0,-1,3,1,24,14,4,50,12,18,8,5,26,64,18,143,138,27,182,0,15,13,3,4,6,12,62,81,70,48,27,5,17,197,176,156,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1
CMCSK,4.0,48.0,51.0,515.0,5152.0,50.0,5020.0,978.0,150.0,8,3,1,24,14,4,50,12,18,8,5,26,64,18,143,138,27,182,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CME,6.0,62.0,52.0,523.0,5232.0,40.0,4020.0,800.0,822.0,2,7,13,3,10,1,22,9,2,9,4,19,6,19,0,17,3,73,0,14,14,27,41,49,64,68,53,80,89,106,139,92,94,138,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
CMG,5.0,58.0,72.0,722.0,7225.0,25.0,2530.0,-1.0,-1.0,7,9,2,19,9,48,38,62,52,42,32,12,57,24,85,141,110,159,2,19,27,32,21,7,0,79,60,91,69,125,103,82,62,41,21,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CMI,3.0,35.0,33.0,333.0,3336.0,20.0,2010.0,925.0,135.0,18,1,16,6,15,2,11,41,44,52,6,107,87,67,47,27,7,61,3,4,23,13,2,44,25,20,24,85,38,76,152,131,111,90,70,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CMS,4.0,49.0,22.0,221.0,2211.0,55.0,5510.0,700.0,705.0,5,6,0,17,30,5,12,38,28,15,8,31,106,86,66,161,141,121,6,1,11,37,33,39,26,67,38,36,62,132,153,31,11,212,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1
CNC,6.0,63.0,52.0,524.0,5241.0,35.0,3510.0,905.0,287.0,14,0,9,15,36,26,16,6,40,61,96,76,56,36,16,14,152,171,7,9,19,9,38,24,17,6,59,48,26,5,56,166,146,195,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNP,4.0,49.0,22.0,221.0,2211.0,55.0,5510.0,700.0,705.0,5,6,0,17,30,5,12,38,28,15,8,31,106,86,66,161,141,121,6,1,29,19,26,51,60,49,37,26,20,63,12,175,170,149,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNX,1.0,13.0,21.0,211.0,2111.0,10.0,1010.0,970.0,360.0,5,1,17,18,25,43,5,21,55,73,61,114,65,94,146,126,0,194,5,12,0,2,45,31,24,13,1,81,59,137,16,164,78,207,224,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
COF,6.0,61.0,52.0,522.0,5222.0,40.0,4020.0,800.0,845.0,4,2,14,22,38,28,18,8,50,40,50,10,130,110,145,167,147,211,6,1,11,19,33,12,60,49,37,26,4,63,20,57,131,106,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,1.0,13.0,21.0,211.0,2111.0,10.0,1010.0,935.0,380.0,5,1,17,5,5,36,26,16,6,60,94,74,54,132,14,190,170,150,3,14,2,24,29,20,57,44,70,89,14,134,112,91,71,174,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
COL,3.0,37.0,33.0,336.0,3364.0,20.0,2010.0,925.0,110.0,13,3,12,2,20,45,53,43,33,23,13,65,79,23,30,165,145,125,5,12,0,2,45,47,41,64,86,75,53,32,10,42,75,189,169,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COO,3.0,38.0,33.0,339.0,3391.0,35.0,3510.0,905.0,300.0,10,6,11,4,24,21,43,66,11,26,71,90,127,59,99,176,122,179,9,17,17,7,46,45,38,27,15,4,91,70,48,27,7,16,202,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0
COP,1.0,13.0,21.0,211.0,2111.0,10.0,1010.0,935.0,385.0,5,1,17,18,31,43,5,21,55,73,61,41,21,1,164,155,135,115,4,4,22,23,30,18,68,57,45,92,70,49,27,6,50,155,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
COST,5.0,53.0,45.0,452.0,4523.0,30.0,3010.0,976.0,445.0,6,4,4,23,26,22,6,28,24,14,7,17,11,13,1,4,13,11,3,4,23,13,2,44,25,20,24,85,38,76,152,135,115,94,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
