,sic_1,sic_2,naics_2,naics_3,naics_4,gsector,ggroup,spcseccd,spcindcd,hp,sp_10,sp_20,sp_30,sp_40,sp_50,sp_60,sp_70,sp_80,sp_90,sp_100,sp_120,sp_140,sp_160,sp_180,sp_200,sp_220,sp_240,st_10,st_20,st_30,st_40,st_50,st_60,st_70,st_80,st_90,st_100,st_120,st_140,st_160,st_180,st_200,st_220,st_240,ismedoid_sp_10,ismedoid_sp_20,ismedoid_sp_30,ismedoid_sp_40,ismedoid_sp_50,ismedoid_sp_60,ismedoid_sp_70,ismedoid_sp_80,ismedoid_sp_90,ismedoid_sp_100,ismedoid_sp_120,ismedoid_sp_140,ismedoid_sp_160,ismedoid_sp_180,ismedoid_sp_200,ismedoid_sp_220,ismedoid_sp_240,ismedoid_st_10,ismedoid_st_20,ismedoid_st_30,ismedoid_st_40,ismedoid_st_50,ismedoid_st_60,ismedoid_st_70,ismedoid_st_80,ismedoid_st_90,ismedoid_st_100,ismedoid_st_120,ismedoid_st_140,ismedoid_st_160,ismedoid_st_180,ismedoid_st_200,ismedoid_st_220,ismedoid_st_240
AMGN,2.0,28.0,32.0,325.0,3254.0,35.0,3520.0,905.0,147.0,10,7,7,14,16,17,27,32,6,35,20,2,121,78,7,14,7,159,3,10,1,7,11,51,13,62,1,48,78,131,30,112,47,27,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
AMP,6.0,62.0,52.0,523.0,5231.0,40.0,4020.0,-1.0,-1.0,4,8,11,18,30,11,7,20,64,19,0,25,106,40,35,1,180,16,1,5,16,37,34,53,38,25,18,56,13,5,13,83,84,119,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
AMT,6.0,67.0,53.0,531.0,5311.0,60.0,6010.0,974.0,463.0,8,4,2,10,25,45,28,55,22,58,27,51,97,87,60,42,139,237,8,10,3,15,6,54,57,32,81,25,96,45,24,19,11,182,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
AMZN,5.0,59.0,45.0,454.0,4541.0,25.0,2550.0,976.0,447.0,19,0,2,29,34,47,55,48,56,66,35,21,50,103,8,141,194,164,0,0,10,26,35,24,15,75,67,57,32,10,155,139,119,99,79,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
AN,5.0,55.0,44.0,441.0,4411.0,25.0,2550.0,976.0,449.0,18,6,2,6,31,22,55,48,56,65,24,94,114,48,135,175,131,66,0,2,10,26,35,24,15,75,67,57,32,10,155,139,119,99,79,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDV,2.0,29.0,32.0,324.0,3241.0,10.0,1010.0,935.0,390.0,5,2,12,8,12,35,9,40,7,81,50,101,59,126,55,33,150,85,9,2,15,19,9,4,29,79,71,61,72,106,122,106,123,121,101,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ANF,5.0,56.0,44.0,448.0,4481.0,25.0,2550.0,976.0,452.0,22,8,19,7,21,42,31,0,77,44,13,37,53,148,170,59,72,62,4,16,19,9,49,38,64,51,43,33,8,101,6,173,44,24,4,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANSS,7.0,73.0,51.0,511.0,5112.0,45.0,4510.0,940.0,185.0,2,9,10,12,9,12,24,37,4,23,4,90,27,1,3,6,1,8,6,18,2,24,44,33,8,11,3,9,29,31,127,111,168,148,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
ANTM,6.0,63.0,52.0,524.0,5241.0,35.0,3510.0,905.0,287.0,14,0,8,15,7,26,20,28,17,59,28,36,5,55,20,17,40,22,9,11,27,35,24,13,4,63,12,62,20,109,139,123,181,32,12,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AON,6.0,64.0,52.0,524.0,5242.0,40.0,4030.0,800.0,330.0,4,7,7,14,16,17,27,32,6,35,20,2,121,78,7,14,7,159,5,14,14,4,48,58,49,36,28,18,48,26,43,44,193,169,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1
AOS,3.0,36.0,33.0,335.0,3352.0,20.0,2010.0,925.0,220.0,15,9,10,12,32,48,8,63,30,15,80,31,78,46,98,112,48,119,9,11,27,35,24,13,4,63,12,22,24,109,81,94,74,54,34,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1
APA,1.0,13.0,21.0,211.0,2111.0,10.0,1010.0,935.0,380.0,17,2,3,21,36,3,15,61,28,21,95,33,79,51,108,159,130,65,3,12,28,18,7,35,22,77,69,26,71,90,35,31,24,4,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
APC,1.0,13.0,21.0,211.0,2111.0,10.0,1010.0,935.0,380.0,5,2,3,21,36,3,15,61,28,21,95,33,79,51,108,159,130,65,9,1,21,14,46,30,16,49,0,31,112,49,151,169,149,129,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APD,2.0,28.0,32.0,325.0,3251.0,15.0,1510.0,970.0,160.0,15,5,9,26,15,28,42,49,58,26,86,71,8,136,160,92,22,186,9,1,25,31,20,36,14,14,6,3,75,53,118,102,82,62,42,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APH,3.0,36.0,33.0,334.0,3344.0,45.0,4520.0,925.0,220.0,13,1,11,18,14,33,35,63,30,15,80,18,78,153,82,158,175,110,7,9,4,23,39,15,52,39,31,21,116,99,99,72,124,96,233,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1
APOL,8.0,82.0,61.0,611.0,6113.0,25.0,2530.0,976.0,175.0,14,9,10,12,9,12,24,37,4,23,57,84,131,72,70,115,45,106,5,10,17,1,27,16,7,2,27,71,27,93,91,33,62,46,43,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APTV,3.0,37.0,33.0,336.0,3363.0,25.0,2510.0,976.0,130.0,18,7,7,10,25,41,10,41,78,75,44,5,36,99,28,165,208,143,0,19,9,13,43,59,21,9,24,52,119,97,76,60,40,20,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ARE,6.0,67.0,53.0,531.0,5311.0,60.0,6010.0,800.0,850.0,26,6,13,9,35,2,44,13,44,25,76,14,128,62,32,18,56,24,3,12,24,29,42,50,41,28,20,10,98,136,115,39,134,114,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
ARG,5.0,50.0,42.0,423.0,4238.0,15.0,1510.0,970.0,160.0,19,3,4,2,33,0,34,7,60,86,40,41,17,31,14,19,21,4,0,2,18,8,47,55,46,33,25,93,67,110,89,73,53,33,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASH,2.0,28.0,32.0,325.0,3252.0,15.0,1510.0,935.0,382.0,15,1,12,4,30,15,7,24,25,79,22,66,64,149,112,7,60,141,0,0,10,26,35,24,15,75,67,57,32,10,155,139,119,99,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT,4.0,49.0,22.0,221.0,2211.0,55.0,5510.0,-1.0,-1.0,5,3,4,2,33,0,34,7,60,86,40,41,17,31,14,19,21,4,0,2,18,8,46,30,16,13,85,93,67,110,89,73,53,33,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATI,3.0,33.0,33.0,331.0,3314.0,15.0,1510.0,970.0,460.0,11,1,17,20,22,16,33,69,36,3,94,104,41,43,19,24,10,9,9,1,27,35,21,10,50,37,29,19,18,105,96,176,156,136,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0
ATO,4.0,49.0,22.0,221.0,2212.0,55.0,5510.0,700.0,710.0,5,9,10,12,9,12,24,37,4,23,4,90,27,1,3,6,1,8,0,2,18,8,47,29,23,8,88,93,53,111,90,74,54,34,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ATVI,7.0,73.0,51.0,511.0,5112.0,50.0,5020.0,-1.0,-1.0,3,0,6,23,24,27,19,47,11,77,46,6,2,28,16,195,125,60,6,13,8,39,23,12,3,56,36,59,39,51,124,38,88,68,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
AVB,6.0,67.0,53.0,531.0,5311.0,60.0,6010.0,800.0,850.0,26,6,13,9,35,2,30,9,21,27,32,16,38,157,86,57,179,114,3,12,24,29,42,56,47,38,30,20,19,61,19,39,134,114,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AVGO,3.0,36.0,33.0,334.0,3344.0,45.0,4530.0,-1.0,-1.0,13,9,10,12,9,12,24,37,4,23,4,90,27,1,3,6,1,8,6,13,20,10,37,46,43,30,22,82,109,87,66,50,28,213,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
AVP,2.0,28.0,32.0,325.0,3256.0,30.0,3030.0,978.0,215.0,20,4,5,17,21,42,5,2,43,10,26,115,52,141,120,52,117,220,2,19,9,22,31,20,11,48,24,52,5,60,39,23,132,112,92,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVY,2.0,26.0,32.0,322.0,3222.0,15.0,1510.0,925.0,357.0,11,1,11,18,14,10,2,1,74,30,3,46,80,14,119,37,213,148,0,2,18,21,18,42,6,29,55,40,101,79,120,104,165,145,125,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AWK,4.0,49.0,22.0,221.0,2213.0,55.0,5510.0,-1.0,-1.0,5,4,14,16,10,43,41,10,47,60,29,106,25,158,99,151,81,100,5,10,5,25,14,26,69,65,57,47,95,73,52,36,172,152,212,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AXP,6.0,61.0,52.0,522.0,5222.0,40.0,4020.0,800.0,850.0,4,9,0,19,0,39,53,16,57,40,70,0,122,56,97,88,99,34,1,3,12,27,36,5,34,21,13,84,59,37,16,0,97,202,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1
AYE,4.0,49.0,22.0,221.0,2211.0,55.0,5510.0,700.0,705.0,-1,3,4,22,11,36,56,65,62,12,84,77,51,34,100,53,92,155,,,,,,,,,,,,,,,,,,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AYI,3.0,36.0,33.0,335.0,3351.0,20.0,2010.0,925.0,220.0,11,9,10,12,9,12,24,37,4,23,4,90,27,1,3,6,1,8,9,11,27,35,24,13,1,69,58,63,86,64,133,178,158,138,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
AZO,5.0,55.0,44.0,441.0,4413.0,25.0,2550.0,976.0,449.0,6,7,7,14,16,17,27,32,6,35,20,2,121,78,7,14,7,159,1,5,16,37,34,53,38,25,18,56,13,115,78,115,131,188,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
BA,3.0,37.0,33.0,336.0,3364.0,20.0,2010.0,925.0,110.0,11,7,7,14,16,17,27,32,6,35,20,2,121,78,7,14,7,159,2,8,13,30,19,8,63,50,60,50,25,3,92,154,198,5,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1
