,sic_1,sic_2,naics_2,naics_3,naics_4,gsector,ggroup,spcseccd,spcindcd,hp,sp_10,sp_20,sp_30,sp_40,sp_50,sp_60,sp_70,sp_80,sp_90,sp_100,sp_120,sp_140,sp_160,sp_180,sp_200,sp_220,sp_240,st_10,st_20,st_30,st_40,st_50,st_60,st_70,st_80,st_90,st_100,st_120,st_140,st_160,st_180,st_200,st_220,st_240,ismedoid_sp_10,ismedoid_sp_20,ismedoid_sp_30,ismedoid_sp_40,ismedoid_sp_50,ismedoid_sp_60,ismedoid_sp_70,ismedoid_sp_80,ismedoid_sp_90,ismedoid_sp_100,ismedoid_sp_120,ismedoid_sp_140,ismedoid_sp_160,ismedoid_sp_180,ismedoid_sp_200,ismedoid_sp_220,ismedoid_sp_240,ismedoid_st_10,ismedoid_st_20,ismedoid_st_30,ismedoid_st_40,ismedoid_st_50,ismedoid_st_60,ismedoid_st_70,ismedoid_st_80,ismedoid_st_90,ismedoid_st_100,ismedoid_st_120,ismedoid_st_140,ismedoid_st_160,ismedoid_st_180,ismedoid_st_200,ismedoid_st_220,ismedoid_st_240
AZO,5.0,55.0,44.0,441.0,4413.0,25.0,2550.0,976.0,449.0,6,9,6,1,35,26,52,6,71,57,27,83,73,15,26,23,8,201,5,11,25,15,43,16,59,49,70,45,92,33,25,153,102,36,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BA,3.0,37.0,33.0,336.0,3364.0,20.0,2010.0,925.0,110.0,11,1,18,3,21,49,10,3,49,19,76,119,119,88,143,170,213,154,5,11,10,35,7,33,57,2,41,68,12,125,68,10,171,150,96,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
BAC,6.0,60.0,52.0,522.0,5221.0,40.0,4010.0,800.0,810.0,4,6,13,5,18,3,23,60,30,0,91,31,123,147,90,179,120,61,3,13,15,12,20,19,58,41,12,33,89,79,22,171,120,54,211,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAX,2.0,28.0,32.0,325.0,3254.0,35.0,3510.0,905.0,300.0,10,5,2,29,3,29,44,22,37,73,45,74,36,100,3,135,167,80,4,10,17,3,48,21,36,64,51,73,52,45,89,81,67,35,77,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
BBBY,5.0,57.0,44.0,442.0,4422.0,25.0,2550.0,976.0,449.0,6,0,14,17,27,45,15,51,28,58,28,51,108,29,34,159,100,138,2,16,8,21,4,17,44,72,2,15,50,90,33,37,45,115,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1
BBY,5.0,57.0,44.0,443.0,4431.0,25.0,2550.0,976.0,426.0,24,0,14,17,27,45,15,51,28,26,28,51,47,104,47,159,100,69,2,16,8,21,30,17,44,72,2,15,50,31,104,22,44,142,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0
BC,3.0,35.0,33.0,333.0,3336.0,25.0,2520.0,976.0,475.0,18,1,18,3,21,46,22,50,65,35,98,38,94,36,98,79,186,195,0,18,18,11,44,42,65,31,54,27,72,13,97,177,114,182,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
BDX,3.0,38.0,33.0,339.0,3391.0,35.0,3510.0,905.0,300.0,15,5,2,29,3,15,56,42,12,52,5,22,93,22,42,17,167,80,4,15,24,24,16,44,9,62,53,81,56,93,36,109,138,72,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEN,6.0,62.0,52.0,523.0,5239.0,40.0,4020.0,800.0,823.0,4,6,0,2,15,14,54,43,13,60,87,53,105,47,33,155,151,92,1,2,5,5,46,57,30,50,83,16,5,23,61,78,165,99,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BHF,6.0,63.0,52.0,524.0,5241.0,40.0,4030.0,-1.0,-1.0,4,6,0,2,15,14,54,43,13,60,87,53,105,47,33,144,85,26,3,6,13,8,39,18,52,68,31,77,90,108,51,141,30,156,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BIG,5.0,53.0,45.0,452.0,4523.0,25.0,2550.0,976.0,432.0,6,0,14,5,34,46,15,51,28,58,28,51,87,29,71,14,12,175,2,12,16,31,25,7,35,67,38,11,53,63,87,73,133,67,140,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
BIIB,2.0,28.0,32.0,325.0,3254.0,35.0,3520.0,905.0,147.0,10,4,8,23,9,40,1,5,50,20,4,52,101,43,10,0,98,133,9,5,19,19,26,30,64,75,46,19,62,78,142,3,49,212,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
BIO,3.0,38.0,33.0,334.0,3345.0,35.0,3520.0,940.0,230.0,10,5,1,17,27,30,26,36,6,71,77,82,44,137,80,20,204,145,1,2,23,20,33,31,62,28,71,65,9,92,35,157,82,202,148,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0
BK,6.0,60.0,52.0,522.0,5221.0,40.0,4020.0,800.0,815.0,4,6,13,5,18,3,23,60,30,0,91,31,123,147,90,179,120,61,3,13,15,12,20,19,58,41,12,33,89,79,22,171,120,54,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
BKNG,7.0,73.0,51.0,519.0,5191.0,25.0,2550.0,940.0,185.0,2,2,3,26,17,0,46,1,4,56,30,64,88,30,31,35,13,4,6,12,14,27,47,1,20,16,43,36,87,72,18,112,61,71,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BKR,1.0,13.0,21.0,213.0,2131.0,10.0,1010.0,-1.0,-1.0,11,1,19,18,5,35,5,33,3,25,88,111,75,84,27,141,173,218,1,0,11,39,9,51,18,79,50,23,103,44,131,135,84,166,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLK,6.0,62.0,52.0,523.0,5239.0,40.0,4020.0,800.0,823.0,4,1,0,2,15,14,54,43,13,60,87,53,105,47,33,144,85,26,8,4,12,32,29,2,6,43,14,47,43,129,147,164,113,47,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
BLL,3.0,34.0,33.0,332.0,3324.0,15.0,1510.0,925.0,205.0,15,3,7,13,12,23,25,15,11,83,73,66,6,123,66,6,77,230,8,19,9,9,18,59,49,27,44,79,23,109,153,95,196,130,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
BMS,2.0,26.0,32.0,326.0,3261.0,15.0,1510.0,970.0,210.0,-1,9,6,1,13,31,41,57,27,22,89,29,11,67,60,197,164,237,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BMY,2.0,28.0,32.0,325.0,3254.0,35.0,3520.0,905.0,280.0,10,5,2,10,29,29,44,22,37,73,45,108,67,56,43,133,82,127,4,15,24,24,16,44,9,76,82,55,93,34,88,30,167,101,222,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR,7.0,73.0,54.0,541.0,5415.0,45.0,4510.0,-1.0,-1.0,2,4,8,23,9,40,1,5,50,20,4,52,101,43,10,0,0,236,6,3,21,29,38,39,22,0,4,32,99,119,116,123,182,190,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRYN,7.0,78.0,51.0,512.0,5121.0,25.0,2540.0,978.0,245.0,-1,8,6,16,37,8,21,67,41,11,43,101,129,48,137,181,102,105,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BSX,3.0,38.0,33.0,334.0,3345.0,35.0,3510.0,905.0,300.0,10,5,2,29,3,15,56,42,12,52,5,22,93,22,42,17,208,177,4,9,7,33,10,36,2,24,69,89,30,115,96,0,22,69,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTU,1.0,12.0,21.0,212.0,2121.0,10.0,1010.0,970.0,360.0,9,4,8,23,9,40,1,5,50,20,4,58,106,92,131,191,194,48,4,15,24,24,16,4,68,62,53,81,56,93,36,109,138,72,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
BUD,2.0,20.0,31.0,312.0,3121.0,30.0,3020.0,978.0,140.0,-1,4,8,16,37,8,21,67,1,42,90,101,39,113,173,113,54,231,0,18,4,34,12,15,15,13,87,8,25,76,19,173,122,56,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
BWA,3.0,37.0,33.0,336.0,3363.0,25.0,2510.0,976.0,130.0,18,4,10,25,24,27,36,58,16,72,42,10,16,20,12,13,203,161,9,5,19,19,26,28,61,42,13,37,107,69,12,158,107,41,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
BXP,6.0,67.0,53.0,531.0,5311.0,60.0,6010.0,800.0,850.0,26,9,11,15,7,13,37,7,31,80,7,113,53,39,38,102,43,208,0,18,18,7,23,6,41,7,24,6,63,4,49,139,88,22,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C,6.0,61.0,52.0,522.0,5221.0,40.0,4010.0,800.0,850.0,4,6,0,2,15,14,54,43,13,60,91,31,123,147,90,179,120,61,3,13,15,12,40,32,38,4,32,5,117,8,2,64,142,76,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CAG,2.0,20.0,31.0,311.0,3114.0,30.0,3020.0,978.0,250.0,7,3,7,16,37,8,21,67,41,11,43,101,72,14,54,93,180,5,0,18,4,34,12,15,15,13,87,8,25,76,19,173,122,56,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
CAH,5.0,51.0,42.0,424.0,4242.0,35.0,3510.0,978.0,217.0,-1,8,12,24,2,20,40,10,55,15,62,70,131,73,16,15,1,1,8,19,9,26,5,13,53,57,28,75,19,64,7,44,50,27,171,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
CAT,3.0,35.0,33.0,333.0,3331.0,20.0,2010.0,925.0,345.0,18,1,18,3,21,49,10,3,49,19,26,36,84,26,111,51,210,151,8,4,12,37,27,0,66,54,80,69,49,95,106,48,147,102,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
CB,6.0,63.0,52.0,524.0,5241.0,40.0,4030.0,800.0,835.0,4,3,7,6,36,17,30,30,0,59,80,26,25,119,62,2,153,94,6,3,27,25,49,34,50,56,27,0,98,39,6,124,73,7,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBH,6.0,67.0,52.0,525.0,5259.0,-1.0,-1.0,-1.0,-1.0,-1,9,6,1,13,31,41,57,27,22,89,29,11,67,60,197,164,237,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBOE,6.0,62.0,52.0,523.0,5232.0,40.0,4020.0,-1.0,-1.0,8,3,6,1,8,2,14,0,48,18,67,7,37,130,78,83,166,107,1,0,11,39,9,51,47,73,35,1,45,25,48,21,89,65,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CBRE,6.0,65.0,5.0,53.0,531.0,60.0,6010.0,-1.0,-1.0,26,2,3,0,16,32,2,61,67,1,78,19,26,118,61,75,192,53,0,15,24,18,2,41,8,53,86,53,112,53,8,102,51,151,97,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC,2.0,28.0,32.0,325.0,3251.0,15.0,1510.0,-1.0,-1.0,11,4,10,25,24,27,36,58,16,72,42,10,16,20,12,13,203,161,3,13,15,12,40,32,38,65,36,9,117,134,1,168,117,163,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCI,6.0,67.0,53.0,531.0,5311.0,60.0,6010.0,976.0,175.0,8,9,11,15,7,13,37,7,31,88,58,48,121,63,6,81,135,167,6,12,14,27,47,1,69,35,6,87,31,122,157,160,109,43,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCL,4.0,44.0,48.0,483.0,4831.0,25.0,2530.0,976.0,310.0,16,4,9,10,19,19,18,16,60,30,0,59,70,12,36,36,20,162,7,1,28,1,15,3,67,45,16,26,109,117,110,52,1,6,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCU,2.0,20.0,31.0,312.0,3121.0,30.0,3020.0,978.0,140.0,-1,3,6,1,13,31,41,57,27,22,89,29,11,67,60,96,145,237,7,1,3,13,34,53,27,78,49,22,57,127,70,12,47,174,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDNS,7.0,73.0,51.0,511.0,5112.0,45.0,4510.0,940.0,185.0,13,7,17,11,38,25,31,11,39,82,44,114,126,68,11,85,55,47,7,0,11,39,9,26,11,37,8,90,34,30,114,56,199,133,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
CDW,5.0,50.0,42.0,423.0,4234.0,45.0,4520.0,976.0,426.0,24,2,12,24,2,20,29,59,29,81,60,30,135,77,20,163,139,129,3,7,15,14,42,24,32,55,60,95,39,66,94,36,24,148,94,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CE,2.0,28.0,32.0,325.0,3251.0,15.0,1510.0,-1.0,-1.0,5,1,10,25,24,27,36,58,16,72,42,10,16,20,12,13,203,161,6,3,27,28,22,45,12,23,0,59,113,139,82,24,184,201,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CELG,2.0,28.0,32.0,325.0,3254.0,35.0,3520.0,905.0,285.0,-1,4,6,1,13,31,41,23,27,22,89,99,77,155,130,70,11,170,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CERN,7.0,73.0,54.0,541.0,5415.0,35.0,3510.0,976.0,175.0,2,3,16,27,39,11,53,46,21,48,59,102,54,152,74,46,143,144,7,0,11,39,9,26,11,37,8,90,34,30,114,56,199,133,79,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CF,2.0,28.0,32.0,325.0,3253.0,15.0,1510.0,-1.0,-1.0,5,1,10,25,24,27,36,14,78,87,18,45,43,153,178,182,123,64,9,9,1,36,6,36,2,24,69,80,24,41,77,113,69,79,59,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CFG,6.0,60.0,52.0,522.0,5221.0,40.0,4010.0,-1.0,-1.0,4,6,13,5,18,3,23,60,30,0,53,43,96,38,97,118,106,46,3,7,6,14,42,24,28,25,74,39,100,81,155,97,46,108,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHD,2.0,28.0,32.0,325.0,3256.0,30.0,3030.0,978.0,320.0,20,3,7,13,25,24,38,8,42,61,83,23,117,82,25,53,218,159,4,15,24,24,16,44,9,76,82,55,78,114,57,154,126,207,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
CHRW,4.0,42.0,48.0,484.0,4841.0,20.0,2030.0,600.0,615.0,9,6,13,5,33,46,22,50,65,35,98,38,94,36,98,79,186,195,0,18,4,34,12,15,15,13,87,8,25,76,143,111,60,60,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CHTR,4.0,48.0,51.0,515.0,5152.0,50.0,5020.0,978.0,150.0,8,3,4,9,14,38,3,39,68,51,86,78,18,98,113,120,74,222,2,12,16,31,25,7,35,67,38,11,53,74,105,47,145,145,91,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CI,6.0,63.0,52.0,524.0,5241.0,35.0,3510.0,905.0,287.0,14,8,16,27,39,11,53,46,21,2,72,12,79,21,83,134,75,16,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIEN,3.0,36.0,33.0,334.0,3342.0,45.0,4520.0,940.0,180.0,2,2,3,0,16,32,2,69,77,63,93,33,115,18,109,49,9,104,7,8,28,1,15,3,67,45,16,26,109,117,110,52,96,104,164,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
CINF,6.0,63.0,52.0,524.0,5241.0,40.0,4030.0,800.0,835.0,4,3,7,6,36,17,30,30,0,59,80,26,25,119,62,2,153,94,0,15,24,18,2,41,8,53,86,53,85,26,8,102,51,151,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0
CIT,6.0,60.0,52.0,522.0,5221.0,40.0,4010.0,800.0,850.0,4,6,13,5,18,3,23,60,30,0,53,43,96,38,97,118,106,46,3,7,6,14,42,24,10,58,29,2,11,121,159,34,178,112,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
CL,2.0,28.0,32.0,325.0,3256.0,30.0,3030.0,978.0,320.0,20,3,7,13,25,24,38,8,11,83,83,23,117,82,25,53,218,159,5,6,2,6,41,50,17,70,65,38,4,113,117,59,141,75,21,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1
CLF,1.0,10.0,21.0,212.0,2122.0,15.0,1510.0,970.0,460.0,11,2,10,25,24,27,9,66,52,4,25,24,61,3,73,62,44,43,3,13,15,12,40,32,38,4,32,61,67,85,139,40,23,185,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
CLX,2.0,28.0,32.0,325.0,3256.0,30.0,3030.0,978.0,320.0,6,3,7,13,25,24,38,8,11,83,83,23,117,82,25,53,218,159,3,13,15,12,20,19,58,41,12,33,89,79,22,171,120,54,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1
CMA,6.0,60.0,52.0,522.0,5221.0,40.0,4010.0,800.0,817.0,4,6,13,5,18,3,23,60,30,0,53,43,96,38,97,118,106,46,3,13,15,12,40,32,38,4,32,5,67,8,2,64,142,76,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
CMCSA,4.0,48.0,51.0,515.0,5152.0,50.0,5020.0,978.0,150.0,-1,3,6,1,13,42,8,53,58,51,86,78,18,98,113,120,74,222,6,17,20,25,13,22,4,36,7,82,46,103,15,32,189,170,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
CME,6.0,62.0,52.0,523.0,5232.0,40.0,4020.0,800.0,822.0,2,3,7,13,8,2,14,0,48,18,67,7,37,130,78,83,166,107,0,17,4,34,31,9,24,33,89,20,86,27,17,145,90,187,187,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1
CMG,5.0,58.0,72.0,722.0,7225.0,25.0,2530.0,-1.0,-1.0,6,9,11,12,12,23,25,15,63,33,3,66,6,120,63,140,34,232,0,17,20,2,13,10,55,21,73,46,97,131,13,110,59,181,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CMI,3.0,35.0,33.0,333.0,3336.0,20.0,2010.0,925.0,135.0,18,1,18,3,21,46,10,3,49,19,26,36,84,26,111,162,92,33,4,10,17,3,48,21,54,20,42,88,111,52,27,60,26,83,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
CMS,4.0,49.0,22.0,221.0,2211.0,55.0,5510.0,700.0,705.0,5,3,7,13,25,24,38,8,11,83,73,117,57,123,66,6,77,230,8,4,12,37,27,0,66,54,80,69,49,95,106,48,13,167,235,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
CNC,6.0,63.0,52.0,524.0,5241.0,35.0,3510.0,905.0,287.0,14,8,16,27,39,11,53,46,21,2,72,12,79,21,83,134,75,16,6,3,27,25,49,34,50,23,0,59,113,54,93,99,149,161,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
CNP,4.0,49.0,22.0,221.0,2211.0,55.0,5510.0,700.0,705.0,5,3,6,1,25,24,38,8,42,61,37,117,57,85,28,68,5,77,2,16,22,22,4,49,16,39,10,29,60,32,46,146,87,109,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
CNX,1.0,13.0,21.0,211.0,2111.0,10.0,1010.0,970.0,360.0,5,4,19,18,5,35,42,47,17,17,84,92,63,91,51,59,175,116,7,8,28,4,32,5,33,47,18,56,114,133,92,159,108,175,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1
COF,6.0,61.0,52.0,522.0,5222.0,40.0,4020.0,800.0,845.0,4,6,0,2,15,14,54,43,13,60,87,53,105,47,33,144,146,87,8,7,6,26,5,13,53,19,62,35,115,56,119,96,8,186,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,1.0,13.0,21.0,211.0,2111.0,10.0,1010.0,935.0,380.0,5,4,8,23,9,40,42,47,25,6,14,84,24,122,126,164,172,113,9,9,1,36,6,12,5,59,30,7,88,24,86,28,104,38,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
COO,3.0,38.0,33.0,339.0,3391.0,35.0,3510.0,905.0,300.0,10,5,2,29,3,15,56,42,12,48,5,22,93,156,42,17,6,122,7,1,28,1,0,25,34,12,25,40,15,5,113,174,123,198,144,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1
COP,1.0,13.0,21.0,211.0,2111.0,10.0,1010.0,935.0,385.0,5,4,19,18,5,35,5,33,3,25,88,111,75,84,27,141,173,218,9,5,19,19,26,28,61,42,13,37,107,69,12,158,107,41,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COST,5.0,53.0,45.0,452.0,4523.0,30.0,3010.0,976.0,445.0,6,3,7,13,8,2,14,0,48,18,67,50,89,103,46,137,46,174,0,17,20,2,31,9,24,33,89,20,51,99,42,163,92,209,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COTY,2.0,28.0,32.0,325.0,3256.0,30.0,3030.0,-1.0,-1.0,20,0,4,26,23,22,34,4,15,70,65,25,28,55,104,188,136,99,6,3,21,29,38,14,3,34,84,72,16,17,128,70,19,200,190,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,0
CPB,2.0,20.0,31.0,311.0,3114.0,30.0,3020.0,978.0,250.0,7,3,7,16,37,8,21,67,41,11,43,101,72,14,54,171,112,224,3,13,13,8,39,18,63,52,23,83,27,128,24,13,194,157,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
CPRI,2.0,23.0,3.0,31.0,315.0,25.0,2520.0,-1.0,-1.0,22,0,10,25,24,39,49,12,9,55,66,6,99,41,58,185,201,142,6,12,14,27,47,1,69,35,6,87,31,122,157,160,109,43,185,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
CPRT,5.0,50.0,42.0,425.0,4251.0,20.0,2020.0,976.0,175.0,9,3,7,12,12,23,25,15,63,33,3,66,6,60,169,58,188,198,1,2,23,20,33,56,29,66,68,41,61,2,129,71,150,84,17,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
