,dist,conm,busdesc
PRGO,0.0,PERRIGO CO PLC,Perrigo Company plc provides over-the-counter (OTC) health and wellness solutions that enhance individual well-being by empowering consumers to prevent or treat conditions that can be self-managed.
VMC,0.0052,VULCAN MATERIALS CO,"Vulcan Materials Company produces and supplies construction materials primarily in the United States. The company operates through four segments: Aggregates, Asphalt, Concrete, and Calcium."
XRAY,0.009,DENTSPLY SIRONA INC,"DENTSPLY SIRONA Inc. designs, develops, manufactures, and markets various dental products and technologies, and other consumable dental products and equipment primarily for the professional dental market worldwide. The company operates in two segments, Technologies & Equipment; and Consumables."
MU,0.0094,MICRON TECHNOLOGY INC,"Micron Technology, Inc. designs, manufactures, and sells memory and storage products worldwide. The company operates through four segments: Compute and Networking Business Unit, Mobile Business Unit, Storage Business Unit, and Embedded Business Unit."
AOS,0.011,SMITH (A.O.),"A. O. Smith Corporation manufactures and markets residential and commercial gas and electric water heaters, boilers, tanks, and water treatment products in North America, China, Europe, and India. It operates through two segments, North America and Rest of World."
TPR,0.0113,TAPESTRY INC,"Tapestry, Inc. provides luxury accessories and branded lifestyle products in the United States, Japan, China, Hong Kong, Macau, Taiwan, Europe, Canada, South Korea, Malaysia, Singapore, Australia, and New Zealand."
JNPR,0.0124,JUNIPER NETWORKS INC,"Juniper Networks, Inc. designs, develops, and sells network products and services worldwide."
SLB,0.0143,SCHLUMBERGER LTD,"Schlumberger Limited supplies technology for reservoir characterization, drilling, production, and processing to the oil and gas industry worldwide. It operates in four divisions: Digital & Integration, Reservoir Performance, Well Construction, and Production Systems."
TFX,0.0174,TELEFLEX INC,"Teleflex Incorporated designs, develops, manufactures, and supplies single-use medical devices for common diagnostic and therapeutic procedures in critical care and surgical applications worldwide."
ABT,0.0185,ABBOTT LABORATORIES,"Abbott Laboratories discovers, develops, manufactures, and sells health care products worldwide."
NEM,0.0192,NEWMONT CORP,"Newmont Corporation engages in the production and exploration of gold, copper, silver, zinc, and lead. The company has operations and/or assets in the United States, Canada, Mexico, Dominican Republic, Peru, Suriname, Argentina, Chile, Australia, and Ghana."
A,0.0196,AGILENT TECHNOLOGIES INC,"Agilent Technologies, Inc. provides application focused solutions to the life sciences, diagnostics, and applied chemical markets worldwide."
WAB,0.0202,WABTEC CORP,"Wabtec Corporation provides technology-based equipment, systems, and services for the freight rail and passenger transit vehicle industries worldwide. It operates through two segments, Freight and Transit."
MOS,0.0205,MOSAIC CO,"The Mosaic Company, through its subsidiaries, produces and markets concentrated phosphate and potash crop nutrients in North America and internationally. The company operates through three segments: Phosphates, Potash, and Mosaic Fertilizantes."
LRCX,0.0211,LAM RESEARCH CORP,"Lam Research Corporation designs, manufactures, markets, refurbishes, and services semiconductor processing equipment used in the fabrication of integrated circuits worldwide."
