,dist,conm,busdesc
MHK,0.0,MOHAWK INDUSTRIES INC,"Mohawk Industries, Inc. designs, manufactures, sources, distributes, and markets flooring products for remodeling and new constructions of residential and commercial spaces in the United States, Europe, Russia, and internationally."
ODFL,0.0018,OLD DOMINION FREIGHT,"Old Dominion Freight Line, Inc. operates as a less-than-truckload (LTL) motor carrier in the United States and North America. It provides regional, inter-regional, and national LTL services, including expedited transportation."
DELL,0.0025,DELL TECHNOLOGIES INC,"Dell Technologies Inc. designs, develops, manufactures, markets, sells, and support IT hardware, software, and services solutions worldwide. It operates through three segments: Infrastructure Solutions Group (ISG), Client Solutions Group (CSG), and VMware."
AOS,0.0029,SMITH (A.O.),"A. O. Smith Corporation manufactures and markets residential and commercial gas and electric water heaters, boilers, tanks, and water treatment products in North America, China, Europe, and India. It operates through two segments, North America and Rest of World."
IR,0.0031,INGERSOLL RAND INC,"Ingersoll Rand Inc. provides mission-critical flow control and compression equipment; and associated aftermarket parts, consumables, and services in the United States, Europe, the Middle East, Africa, and the Asia Pacific. It operates through three segments: Industrials, Energy, and Medical."
BMS,0.0031,BEMIS CO INC,"Bemis Company, Inc. manufactures and sells packaging products in the United States, Brazil, other Americas, Europe, and the Asia-Pacific. It operates through three segments: U.S. Packaging, Latin America Packaging, and Rest of World Packaging."
HPQ,0.0032,HP INC,"HP Inc., together with its subsidiaries, provides personal computing and other access devices, imaging and printing products, and related technologies, solutions, and services in the United States and internationally."
GPS,0.0034,GAP INC,"The Gap, Inc. operates as an apparel retail company worldwide. The company offers apparel, accessories, and personal care products for men, women, and children under the Old Navy, Gap, Banana Republic, Athleta, Intermix, Janie and Jack, and Hill City brands."
ROK,0.0036,ROCKWELL AUTOMATION,"Rockwell Automation, Inc. provides industrial automation and digital transformation solutions. The company operates in two segments, Architecture & Software, and Control Products & Solutions."
ENDP,0.0037,ENDO INTERNATIONAL PLC,Endo International plc manufactures and sells generic and branded pharmaceuticals in the United States and internationally.
KMB,0.0049,KIMBERLY-CLARK CORP,"Kimberly-Clark Corporation, together with its subsidiaries, manufactures and markets personal care and consumer tissue products worldwide. It operates through three segments: Personal Care, Consumer Tissue, and K-C Professional."
TJX,0.0054,TJX COS INC (THE),"The TJX Companies, Inc. operates as an off-price apparel and home fashions retailer. It operates through four segments: Marmaxx, HomeGoods, TJX Canada, and TJX International."
WMT,0.0056,WALMART INC,"Walmart Inc. engages in the retail and wholesale operations in various formats worldwide. The company operates in three segments: Walmart U.S., Walmart International, and Sam's Club."
HAR,0.0081,HARMAN INTERNATIONAL INDS,"Harman International Industries, Incorporated designs and engineers connected products and solutions for automakers, consumers, and enterprises worldwide. The company operates through four segments: Connected Car, Lifestyle Audio, Professional Solutions, and Connected Services."
ZBH,0.0089,ZIMMER BIOMET HOLDINGS INC,"Zimmer Biomet Holdings, Inc., together with its subsidiaries, designs, manufactures, and markets musculoskeletal healthcare products and solutions in the Americas, Europe, the Middle East, Africa, and the Asia Pacific."
ACS,0.009,AFFILIATED COMPUTER SERVICES,"Conduent Business Services, LLC provides digital platforms and services for Fortune 100 companies and government entities worldwide."
EMR,0.0091,EMERSON ELECTRIC CO,"Emerson Electric Co. designs and manufactures technology and engineering products for industrial, commercial, and consumer markets worldwide. It operates through Automation Solutions and Commercial & Residential Solutions segments."
SNA,0.0096,SNAP-ON INC,"Snap-on Incorporated manufactures and markets tools, equipment, diagnostics, and repair information and systems solutions for professional users worldwide."
CLX,0.0097,CLOROX CO/DE,"The Clorox Company manufactures and markets consumer and professional products worldwide. It operates through four segments: Health and Wellness, Household, Lifestyle, and International."
TYC,0.0106,TYCO INTERNATIONAL PLC,"As of September 2, 2016, Tyco International plc was acquired by Johnson Controls International plc. Tyco International plc provides security products and services, fire detection and suppression products and services, and life safety products worldwide."
PHM,0.012,PULTEGROUP INC,"PulteGroup, Inc., through its subsidiaries, primarily engages in the homebuilding business in the United States. The company acquires and develops land primarily for residential purposes; and constructs housing on such land."
COL,0.0123,ROCKWELL COLLINS,"Collins Aerospace designs, produces and supports communication and aviation systems worldwide."
LLY,0.0137,LILLY (ELI) & CO,"Eli Lilly and Company discovers, develops, manufactures, and markets pharmaceutical products worldwide. It offers endocrinology products for diabetes; osteoporosis in postmenopausal women and men; and human growth hormone deficiency and paediatric growth conditions."
APC,0.0139,ANADARKO PETROLEUM CORP,"Anadarko Petroleum Corporation engages in the exploration, development, production, and marketing of oil and gas properties. It operates through three segments: Exploration and Production, WES Midstream, and Other Midstream."
ANDV,0.014,ANDEAVOR,"Andeavor, through its subsidiaries, operates as an independent petroleum refining, logistics, and marketing company in the United States. The company operates in three segments: Marketing, Logistics, and Refining."
NOC,0.0142,NORTHROP GRUMMAN CORP,Northrop Grumman Corporation operates as a security company.
