,tic,cluster_label
0,RTX,11
1,GR,11
2,TXT,18
3,TFX,19
4,HON,11
5,CA,2
6,NOVL,2
7,EMC,2
8,MSFT,2
9,ORCL,2
10,BMC,2
11,MFE,2
12,CTXS,2
13,RHT,2
14,INTU,2
15,CME,2
16,JKHY,2
17,ANSS,2
18,ADI,13
19,TXN,13
20,AME,15
21,DOV,11
22,PNW,5
23,AYE,5
24,AEP,5
25,CEG,5
26,ED,5
27,CMS,5
28,DTV,5
29,D,5
30,DUK,5
31,EP,5
32,ATO,5
33,NEE,5
34,CNP,5
35,KMI,5
36,EVRG,5
37,KSE,5
38,ETR,5
39,ES,5
40,NI,5
41,XEL,5
42,FE,5
43,OKE,5
44,PCG,5
45,SRE,5
46,PPL,5
47,POM,5
48,PEG,5
49,SCG,5
50,EIX,5
51,TE,5
52,TXU,5
53,AEE,5
54,WEC,5
55,TEG,5
56,AES,5
57,NRG,5
58,GAS,8
59,BTU,5
60,VFC,22
61,EA,3
62,TTWO,3
63,AMD,13
64,MU,13
65,TER,13
66,MXIM,13
67,XLNX,13
68,MCHP,13
69,SNDK,13
70,QRVO,13
71,A,13
72,LLTC,13
73,CDNS,13
74,SNPS,13
75,AMAT,13
76,KLAC,13
77,LRCX,13
78,VZ,8
79,LUMN,8
80,T,8
81,S,8
82,LVLT,8
83,LLL,8
84,CBSS,4
85,JPM,4
86,CMA,4
87,C,4
88,RF,4
89,FHN,4
90,HBAN,4
91,BAC,4
92,NCC,4
93,NTRS,4
94,WFC,4
95,PNC,4
96,KEY,4
97,STT,4
98,SNV,4
99,SIVB,4
100,SOV,4
101,COF,4
102,HCBK,4
103,MTB,4
104,TFC,4
105,JBHT,9
106,R,9
107,ODFL,9
108,UPS,9
109,CHRW,9
110,AAL,9
111,ALK,9
112,DAL,9
113,LUV,9
114,UAL,9
115,FDX,9
116,AMGN,10
117,WST,10
118,GENZ,10
119,CELG,10
120,REGN,10
121,CEPH,10
122,MEDI,10
123,VRTX,10
124,BIIB,10
125,GILD,10
126,INCY,10
127,NKTR,10
128,ALXN,10
129,DG,6
130,WFM,6
131,KR,6
132,CVS,6
133,SVU,6
134,COST,6
135,FRT,26
136,DRE,26
137,KIM,26
138,REG,26
139,PLD,26
140,SLG,26
141,PSA,26
142,UDR,26
143,VNO,26
144,EQR,26
145,SPG,26
146,MAA,26
147,AVB,26
148,ESS,26
149,AIV,26
150,LSI,26
151,ARE,26
152,BXP,26
153,TLAB,8
154,MSI,13
155,CIEN,2
156,QCOM,8
157,SWKS,13
158,PWR,8
159,GRMN,13
160,LHX,8
161,SLR,13
162,SANM,13
163,JBL,13
164,PNR,11
165,KSS,6
166,BBBY,6
167,AAP,6
168,MWV,15
169,AZO,6
170,WMT,6
171,FDO,6
172,JWN,6
173,TJX,6
174,FAST,6
175,WM,5
176,AW,5
177,RSG,5
178,SRCL,11
179,EFX,19
180,CVG,2
181,THC,14
182,UHS,14
183,LH,14
184,HCA,14
185,ESRX,14
186,DVA,14
187,DGX,14
188,EVHC,14
189,CNC,14
190,ECL,7
191,ROST,6
192,BIG,6
193,PETM,6
194,URBN,6
195,DLTR,6
196,GPS,22
197,SPLS,6
198,RHI,25
199,APA,5
200,RRC,5
201,NBL,5
202,STR,5
203,SWN,5
204,WMB,5
205,PXD,5
206,EOG,5
207,COG,5
208,XEC,5
209,APC,17
210,DVN,17
211,NFX,17
212,EQT,5
213,CVX,5
214,HES,5
215,CNX,5
216,ADM,7
217,F,18
218,CMI,18
219,CAT,18
220,BWA,18
221,SNA,18
222,GT,15
223,SHW,15
224,BAX,10
225,BC,15
226,DE,15
227,GE,15
228,IPG,15
229,MOLX,15
230,WHR,15
231,WLTW,15
232,NKE,22
233,OI,15
234,KMB,15
235,TIF,22
236,EXPD,9
237,SEE,11
238,BMS,11
239,PTV,11
240,WRK,11
241,XRX,2
242,ZBRA,2
243,NEM,17
244,FCX,17
245,JEF,4
246,ADP,25
247,AVP,20
248,EL,20
249,TIN,11
250,PKG,11
251,OMX,11
252,IP,15
253,SPGI,21
254,RRD,3
255,LEG,11
256,WEN,6
257,DRI,6
258,YUM,6
259,MCD,7
260,CAH,14
261,ABC,14
262,MGM,16
263,WYNN,16
264,HAS,22
265,MAT,22
266,BK,4
267,HRB,4
268,BEN,4
269,LM,4
270,MMC,4
271,MER,4
272,RJF,4
273,MS,4
274,TROW,4
275,SCHW,4
276,ETFC,4
277,AMG,4
278,GS,4
279,BLK,4
280,JNS,4
281,DNB,4
282,MCO,4
283,KSU,9
284,UNP,9
285,BNI,9
286,WAB,18
287,CSX,5
288,CPB,7
289,HRL,7
290,TSN,7
291,CAG,7
292,STZ,7
293,DIS,3
294,TT,11
295,NUE,11
296,X,11
297,AKS,11
298,IR,11
299,BDK,19
300,ITW,19
301,PH,11
302,ATI,11
303,PCP,11
304,TIE,11
305,VAR,10
306,HOLX,10
307,CHD,20
308,PG,20
309,CL,20
310,XTO,17
311,MNST,7
312,PBG,7
313,KO,7
314,BLL,7
315,EMR,11
316,APH,13
317,IFF,15
318,GPN,2
319,TSS,4
320,ADS,4
321,FDC,8
322,TAP,7
323,CERN,14
324,MCK,14
325,TYL,2
326,ITT,11
327,FISV,25
328,CDW,24
329,JCI,11
330,TYC,11
331,BIO,15
332,IDXX,10
333,ILMN,10
334,BDX,15
335,SIAL,15
336,PKI,13
337,APOL,14
338,WAT,13
339,MTD,13
340,NSC,26
341,HSY,7
342,GIS,7
343,K,7
344,PEP,7
345,SJM,7
346,MDLZ,7
347,VMC,11
348,MLM,11
349,OXY,15
350,FMC,15
351,KHC,7
352,MKC,7
353,NVDA,2
354,ADSK,2
355,AAPL,2
356,ADBE,2
357,ACAS,4
358,MHK,22
359,LEN,12
360,PHM,12
361,NVR,12
362,KBH,12
363,DHI,12
364,AOS,11
365,NFLX,3
366,EBAY,2
367,EXPE,3
368,MWW,25
369,OMC,3
370,AXP,4
371,HD,6
372,SWK,21
373,PVH,22
374,JNY,22
375,FOSL,22
376,RL,22
377,TPR,22
378,O,26
379,ALB,15
380,CIT,4
381,NAVI,4
382,CLX,7
383,ROL,7
384,BOL,10
385,CBE,10
386,COO,10
387,GLW,13
388,ROP,13
389,VIAC,3
390,TWX,3
391,CMCSK,8
392,GHC,8
393,CVC,8
394,DISH,8
395,CHTR,8
396,SSP,3
397,AYI,11
398,CTSH,25
399,ACN,25
400,ACS,25
401,DJ,3
402,MDP,3
403,NYT,3
404,TRB,3
405,MAR,16
406,HLT,16
407,HOT,26
408,HST,26
409,XOM,5
410,MUR,5
411,AE,5
412,HFC,5
413,MRO,5
414,COP,5
415,ANDV,5
416,VLO,5
417,ASH,15
418,PCL,11
419,WY,21
420,DXC,25
421,BMET,10
422,SYK,10
423,ZBH,10
424,IT,25
425,PBI,15
426,ODP,6
427,LLY,10
428,BRL,10
429,AGN,10
430,WYE,10
431,PPG,15
432,ROH,11
433,APD,15
434,DD,15
435,HPC,11
436,EMN,11
437,MMM,11
438,AVY,15
439,PCAR,18
440,ROK,15
441,FLIR,13
442,RIG,5
443,RDC,5
444,NBR,5
445,HP,17
446,MO,7
447,RAI,16
448,MON,5
449,HAR,23
450,BBY,6
451,L,6
452,LOW,6
453,TSCO,6
454,KMX,6
455,SYY,7
456,WWY,15
457,SWY,21
458,WBA,6
459,WELL,14
460,PEAK,14
461,VTR,14
462,ETN,18
463,TMO,11
464,PFG,4
465,AFL,4
466,UNM,4
467,MTG,4
468,PRU,4
469,CI,14
470,GL,4
471,LNC,4
472,MTW,11
473,TEX,18
474,GMCR,7
475,SBUX,7
476,BHI,5
477,HAL,5
478,SLB,17
479,NOV,5
480,CAM,15
481,INTC,13
482,DELL,2
483,JAVA,2
484,UIS,2
485,NTAP,2
486,QLGC,2
487,HPQ,2
488,WDC,13
489,PRGO,20
490,STJ,10
491,ABMD,10
492,RMD,10
493,MDT,10
494,BSX,10
495,EW,10
496,ISRG,10
497,ALGN,14
498,BCR,10
499,GM,18
500,APTV,18
501,HOG,15
502,IRM,25
503,MAC,26
504,MAS,15
505,STE,10
506,FLR,5
507,POOL,7
508,FFIV,2
509,JNPR,2
510,PMCS,13
511,BRCM,13
512,CSCO,2
513,EQIX,2
514,AMT,8
515,CCI,8
516,SBAC,8
517,MEE,5
518,JOY,11
519,NLOK,2
520,NCR,2
521,CPRT,9
522,RX,10
523,ABT,10
524,JNJ,10
525,PFE,10
526,ENDP,10
527,KG,10
528,BMY,10
529,FRX,10
530,MRK,10
531,SGP,10
532,AIG,4
533,PGR,4
534,MBI,4
535,WRB,4
536,CINF,4
537,CB,4
538,ALL,4
539,RE,4
540,HIG,4
541,TRV,4
542,MET,4
543,LO,20
544,AON,25
545,AJG,4
546,NWL,22
547,LB,22
548,FL,22
549,ANF,22
550,M,22
551,TGT,22
552,CTAS,19
553,LXK,2
554,XRAY,15
555,PDCO,24
556,IEX,15
557,LIN,15
558,ARG,11
559,FLS,15
560,GWW,24
561,AET,14
562,UNH,14
563,CVH,14
564,HUM,14
565,ANTM,14
566,PAYX,25
567,COL,13
568,HSIC,24
569,TGNA,3
570,FITB,4
571,USB,4
572,ZION,4
573,GPC,18
574,ORLY,6
575,AKAM,2
576,AMZN,2
577,BKNG,8
578,VRSN,2
579,IBM,2
580,BA,9
581,RTN,13
582,LMT,13
583,NOC,13
584,TDY,13
585,GD,19
586,J,11
587,CLF,11
588,DDS,19
589,AN,18
590,URI,11
591,DHR,11
