,tic,cluster_label
244,XRX,2
245,LXK,2
246,ZBRA,2
247,FCX,17
248,NEM,17
249,ADP,25
250,AVP,20
251,EL,20
252,PKG,11
253,MWV,21
254,TIN,11
255,RRD,3
256,LEG,18
257,WEN,6
258,DRI,6
259,YUM,6
260,MCD,21
261,WFM,7
262,CVS,20
263,WBA,6
264,CAH,14
265,MCK,14
266,ABC,14
267,MGM,16
268,WYNN,16
269,LVS,16
270,SLB,17
271,HAS,22
272,MAT,22
273,BK,4
274,DNB,4
275,BEN,4
276,LM,4
277,MMC,4
278,MER,4
279,RJF,4
280,MS,4
281,TROW,4
282,SCHW,4
283,ETFC,4
284,AMG,4
285,GS,4
286,BLK,4
287,JNS,4
288,MCO,4
289,KSU,9
290,UNP,9
291,BNI,9
292,WAB,18
293,CPB,7
294,HRL,7
295,TSN,7
296,STZ,7
297,DIS,3
298,CLF,11
299,NUE,11
300,X,11
301,AKS,11
302,SWK,21
303,PNR,11
304,AME,15
305,ATI,15
306,PCP,11
307,TIE,11
308,VAR,10
309,HOLX,13
310,CHD,20
311,CLX,7
312,CL,20
313,XTO,17
314,MNST,7
315,PBG,7
316,KO,7
317,BLL,7
318,GE,11
319,APH,13
320,EMR,11
321,IFF,20
322,WST,11
323,ACS,25
324,ADS,4
325,FDC,8
326,GPN,8
327,TSS,25
328,JKHY,2
329,TAP,7
330,CERN,14
331,RX,10
332,TYL,2
333,COL,13
334,ITT,13
335,PG,20
336,FISV,25
337,CDW,24
338,JCI,15
339,TYC,15
340,DHR,11
341,RCL,16
342,BIO,10
343,IDXX,10
344,ILMN,10
345,SIAL,15
346,BDX,10
347,TMO,10
348,PKI,13
349,HES,19
350,APOL,14
351,MTD,13
352,WAT,10
353,GLW,13
354,HSY,7
355,GIS,7
356,K,7
357,SJM,7
358,PEP,7
359,CAG,7
360,MO,7
361,MDLZ,7
362,MLM,5
363,VMC,11
364,MEE,5
365,MKC,7
366,KHC,7
367,SNDK,13
368,NVDA,13
369,INTC,13
370,GRMN,13
371,AAPL,2
372,ACAS,4
373,MHK,22
374,LEN,12
375,PHM,12
376,NVR,12
377,KBH,12
378,DHI,12
379,AOS,18
380,IRM,25
381,OMC,25
382,NFLX,3
383,EBAY,2
384,GOOGL,2
385,MWW,3
386,AXP,4
387,SPGI,19
388,L,6
389,HD,6
390,CTAS,26
391,GPS,22
392,PVH,22
393,VFC,22
394,JNY,22
395,FOSL,22
396,RL,22
397,TPR,22
398,O,26
399,ALB,15
400,CIT,4
401,HRB,4
402,NAVI,25
403,BOL,10
404,CBE,10
405,COO,10
406,MDP,3
407,IPG,25
408,VIAC,3
409,SSP,3
410,TWX,3
411,CMCSK,8
412,GHC,8
413,CVC,8
414,DISH,8
415,CHTR,8
416,TRB,3
417,AYI,11
418,CTSH,25
419,ACN,25
420,DJ,3
421,NYT,3
422,HLT,16
423,HST,26
424,HOT,26
425,MAR,16
426,XOM,5
427,HFC,5
428,MRO,5
429,COP,5
430,ANDV,5
431,VLO,5
432,ASH,15
433,PCL,11
434,WY,5
435,BMET,10
436,SYK,10
437,ZBH,10
438,IT,25
439,PH,11
440,PRGO,20
441,SPLS,6
442,ODP,24
443,PBI,24
444,LLY,10
445,AGN,10
446,WYE,10
447,MRK,10
448,VTRS,10
449,SGP,10
450,PPG,15
451,ROH,11
452,APD,15
453,DD,11
454,HPC,11
455,EMN,11
456,OXY,5
457,MMM,11
458,PCAR,18
459,ROK,15
460,DOV,11
461,FLIR,13
462,RIG,5
463,HP,17
464,RDC,11
465,LO,5
466,NBR,5
467,NOV,5
468,RAI,16
469,MON,7
470,NSC,9
471,HAR,23
472,LOW,6
473,BBY,6
474,KMX,24
475,SYY,7
476,WWY,15
477,SWY,21
478,VTR,14
479,AFL,4
480,GL,4
481,MTG,4
482,AIZ,4
483,GNW,4
484,UNM,4
485,LNC,4
486,PRU,4
487,PFG,25
488,TEX,18
489,MTW,11
490,SBUX,7
491,GMCR,7
492,BHI,5
493,HAL,5
494,CAM,11
495,FMC,15
496,STX,13
497,DELL,2
498,NTAP,2
499,QLGC,2
500,HPQ,2
501,WDC,13
502,STJ,10
503,ABMD,10
504,RMD,10
505,BSX,10
506,EW,10
507,ISRG,10
508,HSP,10
509,ALGN,10
510,BCR,10
511,MDT,10
512,IR,11
513,GM,18
514,HOG,15
515,MAC,26
516,MAS,15
517,STE,10
518,PWR,8
519,J,11
520,FLR,11
521,POOL,24
522,PMCS,13
523,BRCM,13
524,FFIV,2
525,CSCO,2
526,JNPR,2
527,EQIX,2
528,S,8
529,AMT,8
530,SBAC,8
531,CCI,8
532,BTU,17
533,JOY,11
534,NOVL,2
535,EMC,2
536,JAVA,2
537,DXC,25
538,UIS,2
539,NCR,24
540,CPRT,9
541,ABT,10
542,FRX,10
543,JNJ,10
544,PFE,10
545,BRL,10
546,ENDP,10
547,AIG,4
548,PGR,4
549,MBI,4
550,WRB,4
551,CINF,4
552,CB,4
553,ALL,4
554,RE,4
555,HIG,4
556,TRV,4
557,MET,4
558,AON,4
559,AJG,4
560,NWL,22
561,LB,22
562,ANF,22
563,FL,19
564,JWN,19
565,M,22
566,OMX,21
567,XRAY,15
568,PDCO,24
569,IEX,15
570,ARG,7
571,LIN,15
572,FLS,15
573,KMB,15
574,GWW,24
575,CI,14
576,UNH,14
577,WCG,14
578,AET,14
579,CVH,14
580,HUM,14
581,ANTM,14
582,PAYX,25
583,HSIC,24
584,TGNA,3
585,FITB,4
586,USB,4
587,NCC,4
588,GPC,18
589,ORLY,6
590,LKQ,18
591,VRSN,2
592,BKNG,8
593,AMZN,22
594,RTN,13
595,BA,9
596,GD,13
597,LMT,13
598,NOC,13
599,TDY,13
600,DDS,19
601,AN,18
602,URI,9
