,tic,cluster_label
0,HON,11
1,TXT,18
2,GR,11
3,RTX,11
4,TDG,11
5,TFX,18
6,BA,11
7,GE,18
8,ADSK,2
9,CA,2
10,NOVL,2
11,MSFT,2
12,ORCL,2
13,BMC,2
14,NLOK,2
15,CTXS,2
16,RHT,2
17,CRM,2
18,INFO,2
19,IBM,2
20,IRM,25
21,INTU,2
22,MKTX,2
23,ADBE,2
24,ANSS,2
25,CME,2
26,AME,13
27,ITT,5
28,AYE,5
29,AEP,5
30,CEG,5
31,ED,5
32,CMS,5
33,DTV,5
34,D,5
35,EP,5
36,ATO,5
37,EQT,5
38,CNP,5
39,EVRG,5
40,KSE,5
41,ETR,5
42,ES,5
43,NI,5
44,XEL,5
45,FE,5
46,OKE,5
47,PCG,5
48,SRE,5
49,PPL,5
50,EXC,5
51,POM,5
52,PEG,5
53,STR,5
54,EIX,5
55,SO,5
56,TE,5
57,TXU,5
58,AEE,5
59,WEC,5
60,LNT,5
61,TEG,5
62,AES,5
63,NRG,5
64,DUK,5
65,EA,3
66,TTWO,3
67,ADI,13
68,MU,13
69,MOLX,13
70,TER,13
71,TXN,13
72,MXIM,13
73,XLNX,13
74,MCHP,13
75,AMD,2
76,LLTC,13
77,CDNS,13
78,SNPS,13
79,AMAT,13
80,KLAC,13
81,LRCX,13
82,A,13
83,VZ,8
84,LUMN,8
85,T,8
86,LVLT,8
87,LLL,8
88,ROL,5
89,CBSS,4
90,JPM,4
91,CMA,4
92,FITB,4
93,RF,4
94,MTB,4
95,USB,4
96,FHN,4
97,HBAN,4
98,BAC,4
99,NTRS,4
100,WFC,4
101,PNC,4
102,KEY,4
103,STT,4
104,STI,4
105,TFC,4
106,SNV,4
107,PBCT,4
108,SIVB,4
109,SOV,4
110,COF,4
111,HCBK,4
112,C,4
113,ZION,4
114,JBHT,9
115,R,9
116,ODFL,9
117,UPS,9
118,CHRW,9
119,AAL,9
120,ALK,9
121,FDX,9
122,LUV,9
123,UAL,9
124,AMGN,10
125,BMY,10
126,FRX,10
127,GENZ,10
128,CELG,10
129,REGN,10
130,CEPH,10
131,MEDI,10
132,VRTX,10
133,BIIB,10
134,GILD,10
135,INCY,10
136,NKTR,10
137,ALXN,10
138,DPZ,10
139,PETM,6
140,PTV,7
141,SWY,7
142,KR,6
143,SVU,6
144,COST,6
145,MKC,7
146,WBA,6
147,DRE,26
148,KIM,26
149,REG,26
150,PLD,26
151,ARE,26
152,SLG,26
153,FRT,26
154,PSA,26
155,EQR,26
156,SPG,26
157,MAA,26
158,AVB,26
159,ESS,26
160,AIV,26
161,LSI,26
162,BXP,26
163,EXR,26
164,DLR,26
165,CBRE,26
166,QCOM,8
167,MSI,8
168,QRVO,13
169,LHX,8
170,SLR,13
171,SANM,13
172,JBL,13
173,KSS,6
174,O,26
175,TJX,6
176,GME,6
177,AAP,6
178,WMT,6
179,BIG,6
180,FAST,6
181,AZO,6
182,WM,5
183,AW,5
184,RSG,5
185,SRCL,15
186,EFX,19
187,VRSN,2
188,CVG,25
189,MHS,14
190,THC,14
191,UHS,14
192,LH,14
193,HCA,14
