,tic,cluster_label
194,ESRX,14
195,DVA,14
196,DGX,14
197,EVHC,14
198,CNC,14
199,WCG,14
200,ABC,14
201,SWKS,13
202,ECL,7
203,DG,6
204,FDO,6
205,ROST,6
206,BBBY,6
207,URBN,6
208,TSCO,6
209,DLTR,6
210,DDS,6
211,GPS,22
212,ANF,22
213,JWN,22
214,ODP,6
215,SPLS,6
216,RHI,25
217,PAYX,25
218,RRC,5
219,NBL,5
220,SWN,5
221,WMB,5
222,PXD,5
223,DVN,5
224,EOG,5
225,COG,5
226,XEC,5
227,APA,17
228,XOM,17
229,APC,17
230,NFX,17
231,CVX,5
232,MUR,5
233,ADM,7
234,F,18
235,CAT,18
236,CMI,18
237,SNA,18
238,BWA,18
239,GM,18
240,TT,18
241,GT,18
242,BAX,10
243,BC,15
244,OI,15
245,SHW,15
246,WLTW,15
247,HLT,16
248,NKE,22
249,TIF,6
250,DE,18
251,EXPD,9
252,BMS,11
253,SEE,11
254,XRX,2
255,LXK,2
256,ZBRA,2
257,JEF,17
258,FCX,17
259,NEM,17
260,CNX,5
261,ADP,15
262,AVP,20
263,EL,20
264,WRK,11
265,MWV,21
266,IP,19
267,PKG,11
268,RRD,3
269,WEN,6
270,WFM,6
271,DRI,6
272,YUM,6
273,CMG,7
274,MCD,6
275,CVS,20
276,CAH,14
277,MGM,16
278,WYNN,16
279,LVS,16
280,HOT,16
281,SLB,17
282,HAS,22
283,MAT,22
284,MER,4
285,NDAQ,2
286,BK,4
287,HRB,4
288,DNB,4
289,BEN,4
290,LM,4
291,MMC,4
292,RJF,4
293,MS,4
294,TROW,4
295,SCHW,4
296,ETFC,4
297,GS,4
298,BLK,4
299,JNS,4
300,MCO,4
301,AMP,4
302,AMG,25
303,CSX,9
304,UNP,9
305,BNI,9
306,KSU,9
307,WAB,18
308,CAG,7
309,HRL,7
310,TSN,7
311,STZ,7
312,VIAB,3
313,DIS,3
314,LEG,11
315,IR,11
316,NUE,11
317,X,11
318,AKS,11
319,BDK,11
320,SWK,11
321,CLF,17
322,EMR,11
323,PNR,11
324,ETN,18
325,PCP,11
326,ATI,11
327,TIE,11
328,VAR,10
329,HOLX,13
330,KMB,20
331,CHD,20
332,CLX,7
333,CL,7
334,XTO,17
335,BLL,11
336,MNST,7
337,PBG,7
338,KO,15
339,APH,13
340,IFF,20
341,WST,15
342,JKHY,2
343,GPN,2
344,TSS,4
345,FIS,4
346,AXP,8
347,FDC,8
348,MA,8
349,ADS,25
350,WU,8
351,TAP,7
352,CERN,2
353,RX,10
354,MCK,14
355,TYL,2
356,GRMN,13
357,COL,13
358,PG,20
359,FISV,25
360,CDW,24
361,JCI,15
362,TYC,15
363,CCL,16
364,RCL,16
365,TMO,10
366,ILMN,10
367,BIO,10
368,SIAL,15
369,IDXX,10
370,BDX,10
371,PKI,10
372,APOL,25
373,WAT,10
374,MTD,13
375,GLW,19
376,HSY,7
377,CPB,7
378,GIS,7
379,K,7
380,PEP,7
381,MO,7
382,SJM,7
383,MDLZ,7
384,TIN,11
385,VMC,5
386,MLM,5
387,CF,5
388,MOS,17
389,KHC,7
390,ITW,19
391,SNDK,13
392,NVDA,2
393,AAPL,2
394,DISCK,3
395,ACAS,4
396,MHK,22
397,LEN,12
398,PHM,12
399,NVR,12
400,KBH,12
401,DHI,12
402,AOS,18
403,OMC,19
404,AKAM,2
405,NFLX,3
406,AMZN,2
407,EBAY,2
408,GOOGL,2
409,MWW,3
410,BKNG,16
411,SPGI,19
412,MAS,15
413,L,6
414,LOW,6
415,HD,6
416,CTAS,19
417,PVH,22
418,VFC,22
419,JNY,22
420,FOSL,22
421,RL,22
422,TPR,22
423,UAA,22
424,WHR,4
425,CIT,4
426,GAS,18
427,NAVI,4
428,BOL,10
429,FSLR,13
430,IPGP,13
431,MDP,3
432,VIAC,3
433,SSP,3
434,TWX,3
435,CMCSK,8
436,GHC,8
437,CVC,8
438,DISH,8
439,CHTR,8
440,TRB,3
441,PWR,8
442,AYI,11
443,IPG,25
444,ACN,25
445,CTSH,25
446,DJ,3
447,NYT,3
448,EXPE,16
449,HST,26
450,MAR,16
451,AE,5
452,HFC,5
453,KMI,5
454,MRO,5
455,COP,5
456,ANDV,5
457,VLO,5
458,WY,21
459,PCL,5
460,DXC,25
461,BMET,10
462,SYK,10
463,ZBH,10
464,IT,25
465,PH,11
466,PBI,24
467,ABT,10
468,LLY,10
469,BRL,10
470,WYE,10
471,VTRS,10
472,AGN,10
473,OXY,15
474,PPG,15
475,APD,15
476,ASH,15
477,DD,15
478,ALB,15
479,CE,15
480,ROH,11
481,HPC,15
482,EMN,11
483,MMM,11
484,PCAR,18
485,ROK,15
486,FLIR,13
487,DHR,11
488,RIG,5
489,RDC,11
490,NBR,5
491,HP,17
492,RAI,20
493,MON,7
494,NSC,9
495,HAR,23
496,BBY,6
497,KMX,6
498,SYY,7
499,WWY,7
500,WELL,14
501,PEAK,14
502,VTR,14
503,HES,19
504,AFL,4
505,GL,4
506,UNM,4
507,MTG,4
508,PRU,4
509,AIZ,4
510,GNW,4
511,LNC,4
512,PFG,4
513,TEX,18
514,MTW,11
515,SBUX,7
516,GMCR,7
517,BHI,11
518,HAL,5
519,CAM,11
520,NOV,11
521,FMC,15
522,INTC,13
523,JAVA,2
524,HPQ,2
525,DELL,2
526,NTAP,2
527,QLGC,2
528,WDC,13
529,STX,13
530,PRGO,20
531,STJ,10
532,DXCM,10
533,RMD,10
534,BCR,10
535,CBE,10
536,COO,10
537,ABMD,10
538,BSX,10
539,ISRG,10
540,ALGN,10
541,MDT,10
542,EW,10
543,LKQ,18
544,HOG,15
545,VNO,26
546,MAC,26
547,STE,10
548,FLR,11
549,J,11
550,POOL,6
551,FFIV,2
552,TLAB,8
553,CIEN,8
554,CSCO,2
555,JNPR,2
556,EQIX,2
557,PMCS,13
558,BRCM,13
559,AVY,15
560,S,8
561,AMT,8
562,CCI,8
563,SBAC,8
564,JOY,11
565,BTU,5
566,MEE,5
567,EMC,2
568,ACS,25
569,UIS,2
570,NCR,24
571,CPRT,9
572,JNJ,10
573,MRK,10
574,PFE,10
575,SGP,10
576,ENDP,10
577,KG,10
578,HSP,10
579,PGR,4
580,MBI,4
581,WRB,4
582,CINF,4
583,CB,4
584,ALL,4
585,RE,4
586,HIG,4
587,TRV,4
588,MET,4
589,AIG,4
590,LO,5
591,AON,4
592,AJG,4
593,NWL,22
594,LB,22
595,TGT,22
596,M,22
597,FL,19
598,OMX,22
599,UDR,26
600,XRAY,15
601,PDCO,24
602,IEX,15
603,LIN,15
604,FLS,15
605,DOV,11
606,LYV,16
607,GWW,24
608,CI,14
609,AET,14
610,UNH,14
611,CVH,14
612,HUM,14
613,ANTM,14
614,HSIC,10
615,TGNA,3
616,NCC,4
617,GPC,18
618,ORLY,6
619,ICE,2
620,GD,13
621,LMT,13
622,NOC,13
623,RTN,13
624,TDY,13
625,AN,18
626,URI,24
627,ROP,13
