,dist,conm,busdesc
AAP,0.0,ADVANCE AUTO PARTS INC,"Advance Auto Parts, Inc. provides automotive replacement parts, accessories, batteries, and maintenance items for domestic and imported cars, vans, sport utility vehicles, and light and heavy duty trucks."
CLF,0.2824,CLEVELAND-CLIFFS INC,"Cleveland-Cliffs Inc. operates as an independent iron ore mining company in the United States, Canada, and internationally. It operates in two segments, Mining and Pelletizing, and Metallics."
PTV,0.4002,PACTIV CORP,"Pactiv LLC manufactures and distributes food packaging and foodservice products. Its product lines include custom and stock foam, plastic, aluminum, pressed-paperboard, PE coated board, and molded-fiber packaging."
MLM,0.412,MARTIN MARIETTA MATERIALS,"Martin Marietta Materials, Inc., a natural resource-based building materials company, supplies aggregates and heavy building materials to the construction industry in the United States and internationally."
CSX,0.4547,CSX CORP,"CSX Corporation, together with its subsidiaries, provides rail-based freight transportation services."
DIS,0.4956,DISNEY (WALT) CO,"The Walt Disney Company, together with its subsidiaries, operates as an entertainment company worldwide."
AZO,0.5031,AUTOZONE INC,"AutoZone, Inc. retails and distributes automotive replacement parts and accessories. The company offers various products for cars, sport utility vehicles, vans, and light trucks, including new and remanufactured automotive hard parts, maintenance items, accessories, and non-automotive products."
OMC,0.52,OMNICOM GROUP,"Omnicom Group Inc., together with its subsidiaries, provides advertising, marketing, and corporate communications services. It provides a range of services in the areas of advertising, customer relationship management, public relations, and healthcare."
FL,0.5284,FOOT LOCKER INC,"Foot Locker, Inc., through its subsidiaries, operates as an athletic footwear and apparel retailer."
IVZ,0.535,INVESCO LTD,Invesco Ltd. is a publicly owned investment manager.
AKS,0.5366,AK STEEL HOLDING CORP,"AK Steel Holding Corporation, through its subsidiary, AK Steel Corporation, produces flat-rolled carbon, and stainless and electrical steel products in the United States and internationally."
X,0.5395,UNITED STATES STEEL CORP,"United States Steel Corporation produces and sells flat-rolled and tubular steel products primarily in North America and Europe. It operates through three segments: North American Flat-Rolled (Flat-Rolled), U. S. Steel Europe (USSE), and Tubular Products (Tubular)."
ALGN,0.5626,ALIGN TECHNOLOGY INC,"Align Technology, Inc., a medical device company, designs, manufactures, and markets Invisalign clear aligners and iTero intraoral scanners and services for orthodontists and general practitioner dentists, and restorative and aesthetic dentistry."
MAT,0.5751,MATTEL INC,"Mattel, Inc., a children's entertainment company, designs and produces toys and consumer products worldwide. The company operates through North America, International, and American Girl segments."
MTD,0.5843,METTLER-TOLEDO INTL INC,"Mettler-Toledo International Inc. manufactures and supplies precision instruments and services worldwide. It operates in five segments: U.S. Operations, Swiss Operations, Western European Operations, Chinese Operations, and Other."
GPS,0.5844,GAP INC,"The Gap, Inc. operates as an apparel retail company worldwide. The company offers apparel, accessories, and personal care products for men, women, and children under the Old Navy, Gap, Banana Republic, Athleta, Intermix, Janie and Jack, and Hill City brands."
