,dist,conm,busdesc
OMX,0.0,OFFICEMAX INC,"OfficeMax Incorporated, together with its subsidiaries, distributes business-to-business and retail office products."
TIN,0.2186,TEMPLE-INLAND INC,"Temple-Inland LLC went out of business. Temple-Inland LLC, through its subsidiaries, manufactures and sells corrugated packaging and building products in the United States and Mexico."
WY,0.2807,WEYERHAEUSER CO,"Weyerhaeuser Company, one of the world's largest private owners of timberlands, began operations in 1900. We own or control approximately 11 million acres of timberlands in the U.S. and manage additional timberlands under long-term licenses in Canada."
PPG,0.3998,PPG INDUSTRIES INC,"PPG Industries, Inc. manufactures and distributes paints, coatings, and specialty materials worldwide."
IP,0.4215,INTL PAPER CO,"International Paper Company operates as a paper and packaging company primarily in United States, the Middle East, Europe, Africa, Pacific Rim, Asia, and the Americas. It operates through three segments: Industrial Packaging, Global Cellulose Fibers, and Printing Papers."
TT,0.4795,TRANE TECHNOLOGIES PLC,"Trane Technologies plc provides climate control solutions for buildings, homes, and transportation."
ROH,0.492,ROHM AND HAAS CO,Rohm and Haas Company manufactures and markets chemicals.
ETN,0.5117,EATON CORP PLC,Eaton Corporation plc operates as a power management company worldwide.
DD,0.558,DUPONT DE NEMOURS INC,"DuPont de Nemours, Inc. provides technology-based materials, ingredients, and solutions in the United States, Canada, the Asia Pacific, Latin America, Europe, the Middle East, and Africa."
APD,0.5628,AIR PRODUCTS & CHEMICALS INC,"Air Products and Chemicals, Inc. provides atmospheric gases, process and specialty gases, equipment, and services worldwide."
EMN,0.5631,EASTMAN CHEMICAL CO,Eastman Chemical Company operates as an advanced materials and specialty additives company worldwide.
LEG,0.5694,LEGGETT & PLATT INC,"Leggett & Platt, Incorporated designs and produces various engineered components and products worldwide. It operates through three segments: Bedding Products; Furniture, Flooring & Textile Products; and Specialized Products."
TXT,0.5733,TEXTRON INC,"Textron Inc. operates in the aircraft, defense, industrial, and finance businesses worldwide."
BWA,0.5778,BORGWARNER INC,"BorgWarner Inc. provides solutions for combustion, hybrid, and electric vehicles worldwide."
CMI,0.5801,CUMMINS INC,"Cummins Inc. designs, manufactures, distributes, and services diesel and natural gas engines, products worldwide. It operates through five segments: Engine, Distribution, Components, Power Systems, and New Power."
LIN,0.6009,LINDE PLC,"Linde plc operates as an industrial gas company in North and South America, Europe, the Middle East, Africa, and the Asia Pacific. The company offers oxygen, nitrogen, argon, rare gases, carbon monoxide, carbon dioxide, helium, hydrogen, electronic gases, specialty gases, and acetylene."
PTV,0.6296,PACTIV CORP,"Pactiv LLC manufactures and distributes food packaging and foodservice products. Its product lines include custom and stock foam, plastic, aluminum, pressed-paperboard, PE coated board, and molded-fiber packaging."
GWW,0.6376,GRAINGER (W W) INC,"W.W. Grainger, Inc. distributes maintenance, repair, and operating (MRO) products and services in the United States, Canada, and internationally."
RTX,0.6377,RAYTHEON TECHNOLOGIES CORP,"Raytheon Technologies Corporation, an aerospace and defense company, provides advanced systems and services for commercial, military, and government customers worldwide."
CAT,0.6477,CATERPILLAR INC,"Caterpillar Inc. manufactures and sells construction and mining equipment, diesel and natural gas engines, and industrial gas turbines."
PH,0.6501,PARKER-HANNIFIN CORP,"Parker-Hannifin Corporation manufactures and sells motion and control technologies and systems for various mobile, industrial, and aerospace markets worldwide. The company operates through two segments, Diversified Industrial and Aerospace Systems."
ITW,0.651,ILLINOIS TOOL WORKS,Illinois Tool Works Inc. manufactures and sells industrial products and equipment worldwide. It operates through seven segments: Automotive OEM; Food Equipment; Test & Measurement and Electronics; Welding; Polymers & Fluids; Construction Products; and Specialty Products.
PCAR,0.6617,PACCAR INC,"PACCAR Inc designs, manufactures, and distributes light, medium, and heavy-duty commercial trucks in the United States, Europe, and internationally. The company operates in three segments: Truck, Parts, and Financial Services."
ALB,0.6653,ALBEMARLE CORP,"Albemarle Corporation develops, manufactures, and markets engineered specialty chemicals worldwide. The company operates in three segments: Lithium, Bromine Specialties, and Catalysts."
F,0.6674,FORD MOTOR CO,"Ford Motor Company designs, manufactures, markets, and services a range of Ford cars, trucks, sport utility vehicles, electrified vehicles, and Lincoln luxury vehicles worldwide. It operates through three segments: Automotive, Mobility, and Ford Credit."
RHI,0.6802,ROBERT HALF INTL INC,"Robert Half International Inc. provides staffing and risk consulting services in North America, South America, Europe, Asia, and Australia."
AVY,0.6816,AVERY DENNISON CORP,Avery Dennison Corporation produces and sells pressure-sensitive materials worldwide.
HIG,0.6893,HARTFORD FINANCIAL SERVICES,"The Hartford Financial Services Group, Inc. provides insurance and financial services to individual and business customers in the United States and internationally."
ATI,0.6909,ALLEGHENY TECHNOLOGIES INC,"Allegheny Technologies Incorporated manufactures and sells specialty materials and components worldwide. The company operates in two segments, High Performance Materials & Components and Advanced Alloys & Solutions."
BLL,0.7014,BALL CORP,"Ball Corporation supplies aluminum packaging products to the beverage, personal care, automotive, paint, healthcare, and household products industries."
SNA,0.7233,SNAP-ON INC,"Snap-on Incorporated manufactures and markets tools, equipment, diagnostics, and repair information and systems solutions for professional users worldwide."
X,0.726,UNITED STATES STEEL CORP,"United States Steel Corporation produces and sells flat-rolled and tubular steel products primarily in North America and Europe. It operates through three segments: North American Flat-Rolled (Flat-Rolled), U. S. Steel Europe (USSE), and Tubular Products (Tubular)."
DE,0.7276,DEERE & CO,"Deere & Company, together with its subsidiaries, manufactures and distributes various equipment worldwide. The company operates through three segments: Agriculture and Turf, Construction and Forestry, and Financial Services."
TRV,0.7356,TRAVELERS COS INC,"The Travelers Companies, Inc., through its subsidiaries, provides a range of commercial and personal property, and casualty insurance products and services to businesses, government units, associations, and individuals in the United states and internationally."
PNR,0.7372,PENTAIR PLC,"Pentair plc provides various smart water solutions worldwide. It operates through three segments: Aquatic Systems, Filtration Solutions, and Flow Technologies."
SEE,0.7398,SEALED AIR CORP,"Sealed Air Corporation provides food safety and security, and product protection solutions and equipment in North America, South America, Europe, the Middle East, Africa, and the Asia Pacific. It operates in two segments, Food Care and Product Care."
CBE,0.7427,COOPER INDUSTRIES PLC,"Cooper Industries plc manufactures and sells electrical components and tools in the United States and internationally. It operates in two segments, Energy and Safety Solutions, and Electrical Products Group."
ARG,0.75,AIRGAS INC,"Airgas, Inc. supplies industrial, medical, and specialty gases; and welding equipment and related products. The company operates through two segments, Distribution and All Other Operations."
HPC,0.7532,HERCULES INC,"Hercules Incorporated manufactures and markets chemical specialties used in making products for home, office, and industrial markets. It operates in two segments, Paper Technologies and Ventures (PTV), and Aqualon Group (Aqualon)."
PCP,0.7623,PRECISION CASTPARTS CORP,"Precision Castparts Corp. manufactures and sells metal components and products to the aerospace, power, and general industrial and other markets worldwide. The company operates through three segments: Investment Cast Products, Forged Products, and Airframe Products."
IEX,0.7714,IDEX CORP,"IDEX Corporation, together with its subsidiaries, operates as an applied solutions company worldwide. The company operates through three segments: Fluid & Metering Technologies (FMT), Health & Science Technologies (HST), and Fire & Safety/Diversified Products (FSDP)."
IVZ,0.7722,INVESCO LTD,Invesco Ltd. is a publicly owned investment manager.
