,dist,conm,busdesc
JNY,0.0,JONES GROUP INC,"Premier Brands Group Holdings LLC designs, markets, and wholesales apparel, footwear, jeanswear, jewelry, and handbags in the United States and internationally."
SEE,0.0024,SEALED AIR CORP,"Sealed Air Corporation provides food safety and security, and product protection solutions and equipment in North America, South America, Europe, the Middle East, Africa, and the Asia Pacific. It operates in two segments, Food Care and Product Care."
RL,0.0056,RALPH LAUREN CORP,"Ralph Lauren Corporation designs, markets, and distributes lifestyle products in North America, Europe, Asia, and internationally."
CTAS,0.0057,CINTAS CORP,"Cintas Corporation provides corporate identity uniforms and related business services primarily in North America, Latin America, Europe, and Asia. It operates through Uniform Rental and Facility Services and First Aid and Safety Services segments."
LH,0.0062,LABORATORY CP OF AMER HLDGS,"Laboratory Corporation of America Holdings operates as an independent clinical laboratory company worldwide. It operates in two segments, LabCorp Diagnostics (LCD) and Covance Drug Development."
KSS,0.0072,KOHL'S CORP,"Kohl's Corporation operates as a retail company in the United States. Its stores and Website offer apparel, footwear, accessories, beauty, and home products. The company provides its products primarily under the brand names of Apt."
MWW,0.0074,MONSTER WORLDWIDE INC,"Monster Worldwide, Inc., together with its subsidiaries, provides online and mobile employment and recruitment solutions worldwide. The company operates in three segments: Careers-North America, Careers-International, and Internet Advertising & Fees."
FLIR,0.0078,FLIR SYSTEMS INC,"FLIR Systems, Inc. designs, develops, markets, and distributes thermal imaging systems, visible-light imaging systems, locater systems, measurement and diagnostic systems, and threat-detection solutions worldwide."
RDC,0.0087,ROWAN COMPANIES LTD,"Rowan Companies Limited provides offshore contract drilling services to the oil and gas industry. It operates through three segments: Deepwater, Jack-ups, and ARO. The Deepwater segment operates 4 ultra-deepwater drillships. The Jack-ups segment operates 15 self-elevating jack-up rigs."
TPR,0.0101,TAPESTRY INC,"Tapestry, Inc. provides luxury accessories and branded lifestyle products in the United States, Japan, China, Hong Kong, Macau, Taiwan, Europe, Canada, South Korea, Malaysia, Singapore, Australia, and New Zealand."
SIAL,0.0107,SIGMA-ALDRICH CORP,"Sigma-Aldrich Corporation, a life science and high technology company, develops, manufactures, purchases, and distributes various chemicals, biochemicals, and equipment products worldwide."
CERN,0.0114,CERNER CORP,"Cerner Corporation, together with its subsidiaries, provides health care information technology solutions and tech-enabled services in the United States and internationally."
HOG,0.0125,HARLEY-DAVIDSON INC,"Harley-Davidson, Inc. manufactures and sells custom, cruiser, and touring motorcycles. The company operates in two segments, Motorcycles and Related Products and Financial Services."
SIG,0.0152,SIGNET JEWELERS LTD,"Signet Jewelers Limited engages in the retail sale of diamond jewelry, watches, and other products. As of February 02, 2019, it operated 3,334 stores and kiosks. The company operates through three segments: North America, International, and Other."
GPC,0.0153,GENUINE PARTS CO,"Genuine Parts Company distributes automotive replacement parts, industrial parts and materials, and business products in the United States, Canada, Mexico, Australasia, France, the United Kingdom, Germany, Poland, the Netherlands, and Belgium."
STE,0.0169,STERIS PLC,"STERIS plc provides infection prevention and other procedural products and services worldwide. It operates in four segments: Healthcare Products, Healthcare Specialty Services, Life Sciences, and Applied Sterilization Technologies."
JAVA,0.0174,SUN MICROSYSTEMS INC,"Oracle America, Inc. designs, manufactures, and markets network computing infrastructure solutions."
ADSK,0.0176,AUTODESK INC,"Autodesk, Inc. operates as a software design and services company worldwide."
LEG,0.0203,LEGGETT & PLATT INC,"Leggett & Platt, Incorporated designs and produces various engineered components and products worldwide. It operates through three segments: Bedding Products; Furniture, Flooring & Textile Products; and Specialized Products."
ADI,0.0204,ANALOG DEVICES,"Analog Devices, Inc. designs, manufactures, tests, and markets integrated circuits (ICs), software, and subsystems that leverage analog, mixed-signal, and digital signal processing technologies."
NOV,0.0216,NATIONAL OILWELL VARCO INC,"National Oilwell Varco, Inc. designs, constructs, manufactures, and sells systems, components, and products for oil and gas drilling and production worldwide. It operates through three segments: Wellbore Technologies, Completion & Production Solutions, and Rig Technologies."
PWR,0.0226,QUANTA SERVICES INC,"Quanta Services, Inc. provides specialty contracting services in the United States, Canada, Australia, Latin America, and internationally."
TAP,0.0231,MOLSON COORS BEVERAGE CO,"Molson Coors Beverage Company manufactures, markets, and sells beer and other malt beverage products in the United States, Canada, Europe, and internationally."
