,dist,conm,busdesc
ANDV,0.0,ANDEAVOR,"Andeavor, through its subsidiaries, operates as an independent petroleum refining, logistics, and marketing company in the United States. The company operates in three segments: Marketing, Logistics, and Refining."
JCI,0.0022,JOHNSON CONTROLS INTL PLC,"Johnson Controls International plc operates as a diversified technology and multi industrial company worldwide. It operates through Building Solutions North America, Building Solutions EMEA/LA, Building Solutions Asia Pacific, and Global Products segments."
PDCO,0.004,PATTERSON COS INC,"Patterson Companies, Inc. distributes and sells dental and animal health products in the United States, the United Kingdom, and Canada. It operates through three segments; Dental, Animal Health, and Corporate segments."
CVS,0.0082,CVS HEALTH CORP,CVS Health Corporation provides health services and plans in the United States.
BIG,0.0107,BIG LOTS INC,"Big Lots, Inc., through its subsidiaries, operates as a retailer in the United States."
ANTM,0.0117,ANTHEM INC,"Anthem, Inc., through its subsidiaries, operates as a health benefits company in the United States. It operates through three segments: Commercial & Specialty Business, Government Business, and Other."
HPE,0.0136,HEWLETT PACKARD ENTERPRISE,"Hewlett Packard Enterprise Company provides solutions that allow customers to capture, analyze, and act upon data from edge to cloud."
KSS,0.016,KOHL'S CORP,"Kohl's Corporation operates as a retail company in the United States. Its stores and Website offer apparel, footwear, accessories, beauty, and home products. The company provides its products primarily under the brand names of Apt."
WBA,0.0177,WALGREENS BOOTS ALLIANCE INC,"Walgreens Boots Alliance, Inc. operates as a pharmacy-led health and beauty retail company. It operates through three segments: Retail Pharmacy USA, Retail Pharmacy International, and Pharmaceutical Wholesale."
WMT,0.0227,WALMART INC,"Walmart Inc. engages in the retail and wholesale operations in various formats worldwide. The company operates in three segments: Walmart U.S., Walmart International, and Sam's Club."
FTNT,0.0261,FORTINET INC,"Fortinet, Inc. provides broad, integrated, and automated cybersecurity solutions worldwide."
HUM,0.0275,HUMANA INC,"Humana Inc., together with its subsidiaries, operates as a health and well-being company in the United States. It operates through Retail, Group and Specialty, and Healthcare Services segments. The company offers medical and supplemental benefit plans to individuals."
HAR,0.0294,HARMAN INTERNATIONAL INDS,"Harman International Industries, Incorporated designs and engineers connected products and solutions for automakers, consumers, and enterprises worldwide. The company operates through four segments: Connected Car, Lifestyle Audio, Professional Solutions, and Connected Services."
GPS,0.0298,GAP INC,"The Gap, Inc. operates as an apparel retail company worldwide. The company offers apparel, accessories, and personal care products for men, women, and children under the Old Navy, Gap, Banana Republic, Athleta, Intermix, Janie and Jack, and Hill City brands."
TSN,0.033,TYSON FOODS INC  -CL A,"Tyson Foods, Inc., together with its subsidiaries, operates as a food company worldwide. It operates through four segments: Beef, Pork, Chicken, and Prepared Foods."
BBBY,0.0333,BED BATH & BEYOND INC,"Bed Bath & Beyond Inc., together with its subsidiaries, operates a chain of retail stores."
WRK,0.0341,WESTROCK CO,"WestRock Company manufactures and sells paper and packaging solutions in North America, South America, Europe, Asia, and Australia. The company operates through Corrugated Packaging and Consumer Packaging segments."
GPC,0.0345,GENUINE PARTS CO,"Genuine Parts Company distributes automotive replacement parts, industrial parts and materials, and business products in the United States, Canada, Mexico, Australasia, France, the United Kingdom, Germany, Poland, the Netherlands, and Belgium."
EXPE,0.0349,EXPEDIA GROUP INC,"Expedia Group, Inc. operates as an online travel company worldwide. It operates through four segments: Core Online Travel Agencies, Trivago, Vrbo, and Egencia."
NYT,0.035,NEW YORK TIMES CO  -CL A,"The New York Times Company, together with its subsidiaries, provides news and information for readers and viewers across various platforms worldwide."
LKQ,0.0372,LKQ CORP,"LKQ Corporation, together with its subsidiaries, distributes replacement parts, components, and systems used in the repair and maintenance of vehicles. It operates in three segments: North America, Europe, and Specialty."
LLL,0.0374,L3 TECHNOLOGIES INC,"L3 Technologies, Inc. provides aircraft sustainment, simulation and training, night vision and image intensification equipment, and security and detection systems used on military, homeland security, and commercial platforms in the United States and internationally."
TAP,0.0381,MOLSON COORS BEVERAGE CO,"Molson Coors Beverage Company manufactures, markets, and sells beer and other malt beverage products in the United States, Canada, Europe, and internationally."
COST,0.0396,COSTCO WHOLESALE CORP,"Costco Wholesale Corporation, together with its subsidiaries, engages in the operation of membership warehouses in the United States, Puerto Rico, Canada, the United Kingdom, Mexico, Japan, Korea, Australia, Spain, France, Iceland, China, and Taiwan."
DDS,0.0402,DILLARDS INC  -CL A,"Dillard's, Inc. operates retail department stores primarily in the Southeastern, Southwestern, and Midwestern areas of the United States."
JOY,0.0403,JOY GLOBAL INC,"Komatsu Mining Corp. manufactures and services mining equipment for the extraction of coal, copper, iron ore, oil sands, gold, and other minerals worldwide. It operates in two segments, Underground Mining Machinery and Surface Mining Equipment."
TXT,0.0409,TEXTRON INC,"Textron Inc. operates in the aircraft, defense, industrial, and finance businesses worldwide."
DRI,0.0422,DARDEN RESTAURANTS INC,"Darden Restaurants, Inc., through its subsidiaries, owns and operates full-service restaurants in the United States and Canada."
PVH,0.0443,PVH CORP,PVH Corp. operates as an apparel company in the United States and internationally.
SPLS,0.0456,STAPLES INC,"Staples, Inc., together with its subsidiaries, operates office products superstores. It operates in two segments, North American Delivery and North American Retail."
ADM,0.0466,ARCHER-DANIELS-MIDLAND CO,"Archer-Daniels-Midland Company procures, transports, stores, processes, and merchandises agricultural commodities, products, and ingredients in the United States and internationally. The company operates through three segments: Ag Services and Oilseeds, Carbohydrate Solutions, and Nutrition."
VLO,0.0482,VALERO ENERGY CORP,"Valero Energy Corporation manufactures and sells transportation fuels and petrochemical products in the United States, Canada, the United Kingdom, Ireland, and internationally. It operates through three segments: Refining, Ethanol, and Renewable Diesel."
GME,0.0484,GAMESTOP CORP,"GameStop Corp. operates as a multichannel video game, consumer electronics, and collectibles retailer in the United States, Canada, Australia, and Europe."
HAL,0.0486,HALLIBURTON CO,Halliburton Company provides a range of services and products to oil and natural gas companies worldwide.
SANM,0.0493,SANMINA CORP,"Sanmina Corporation provides integrated manufacturing solutions, components, products and repair, logistics, and after-market services worldwide. It operates in two segments, Integrated Manufacturing Solutions; and Components, Products and Services."
FLR,0.051,FLUOR CORP,"Fluor Corporation, through its subsidiaries, provides engineering, procurement, construction, fabrication and modularization, operation, maintenance and asset integrity, and project management services worldwide."
LDOS,0.051,LEIDOS HOLDINGS INC,"Leidos Holdings, Inc. provides services and solutions in the defense, intelligence, civil, and health markets in the United States and internationally. It operates through three segments: Defense Solutions, Civil, and Health."
MAT,0.0511,MATTEL INC,"Mattel, Inc., a children's entertainment company, designs and produces toys and consumer products worldwide. The company operates through North America, International, and American Girl segments."
CHRW,0.0531,C H ROBINSON WORLDWIDE INC,"C.H. Robinson Worldwide, Inc., a third party logistics company, provides freight transportation services and logistics solutions to companies in various industries worldwide. The company operates through North American Surface Transportation and Global Forwarding segments."
AAP,0.0533,ADVANCE AUTO PARTS INC,"Advance Auto Parts, Inc. provides automotive replacement parts, accessories, batteries, and maintenance items for domestic and imported cars, vans, sport utility vehicles, and light and heavy duty trucks."
DLTR,0.0554,DOLLAR TREE INC,"Dollar Tree, Inc. operates discount variety retail stores. It operates through two segments, Dollar Tree and Family Dollar. The Dollar Tree segment offers merchandise at the fixed price of $1.00."
CRM,0.057,SALESFORCE.COM INC,"salesforce.com, inc. develops enterprise cloud computing solutions with a focus on customer relationship management worldwide."
BBY,0.0572,BEST BUY CO INC,"Best Buy Co., Inc. retails technology products in the United States, Canada, and Mexico. The company operates in two segments, Domestic and International."
AA,0.0576,ALCOA CORP,"Alcoa Corporation, together with its subsidiaries, produces and sells bauxite, alumina, and aluminum products in the United States, Spain, Australia, Brazil, Canada, and internationally. The company operates through three segments: Bauxite, Alumina, and Aluminum."
FOSL,0.0595,FOSSIL GROUP INC,"Fossil Group, Inc., together with its subsidiaries, designs, develops, markets, and distributes consumer fashion accessories in the United States, Europe, Asia, and internationally."
BC,0.0605,BRUNSWICK CORP,"Brunswick Corporation designs, manufactures, and markets recreation products worldwide."
KBH,0.0607,KB HOME,"KB Home operates as a homebuilding company in the United States. It operates through four segments: West Coast, Southwest, Central, and Southeast."
ODP,0.0631,ODP CORP,"The ODP Corporation provides business services and supplies, products, and technology solutions for small, medium, and enterprise businesses. The company operates in three divisions: Business Solutions, Retail, and CompuCom."
SIG,0.0653,SIGNET JEWELERS LTD,"Signet Jewelers Limited engages in the retail sale of diamond jewelry, watches, and other products. As of February 02, 2019, it operated 3,334 stores and kiosks. The company operates through three segments: North America, International, and Other."
DG,0.0663,DOLLAR GENERAL CORP,"Dollar General Corporation, a discount retailer, provides various merchandise products in the southern, southwestern, Midwestern, and eastern United States."
UNH,0.0665,UNITEDHEALTH GROUP INC,"UnitedHealth Group Incorporated operates as a diversified health care company in the United States. It operates through four segments: UnitedHealthcare, OptumHealth, OptumInsight, and OptumRx."
IQV,0.0667,IQVIA HOLDINGS INC,"IQVIA Holdings Inc. provides advanced analytics, technology solutions, and contract research services to the life sciences industry in the Americas, Europe, Africa, and the Asia-Pacific."
FDX,0.0692,FEDEX CORP,"FedEx Corporation provides transportation, e-commerce, and business services worldwide. Its FedEx Express segment offers shipping services for delivery of packages and freight."
WCG,0.0706,WELLCARE HEALTH PLANS INC,"WellCare Health Plans, Inc. provides government-sponsored managed care services. The company operates in three segments: Medicaid Health Plans, Medicare Health Plans, and Medicare Prescription Drug Plans (PDPs)."
