,dist,conm,busdesc
AMT,0.0,AMERICAN TOWER CORP,"American Tower, one of the largest global REITs, is a leading independent owner, operator and developer of multitenant communications real estate with a portfolio of approximately 181,000 communications sites."
BAC,0.0101,BANK OF AMERICA CORP,"Bank of America Corporation, through its subsidiaries, provides banking and financial products and services for individual consumers, small- and middle-market businesses, institutional investors, large corporations, and governments worldwide."
FITB,0.0101,FIFTH THIRD BANCORP,Fifth Third Bancorp operates as a diversified financial services company in the United States.
KEY,0.011,KEYCORP,"KeyCorp operates as the holding company for KeyBank National Association that provides various retail and commercial banking services in the United States. It operates in two segments, Consumer Bank and Commercial Bank."
GS,0.0118,GOLDMAN SACHS GROUP INC,"The Goldman Sachs Group, Inc. operates as an investment banking, securities, and investment management company worldwide. It operates in four segments: Investment Banking, Global Markets, Asset Management, and Consumer & Wealth Management."
ABBV,0.013,ABBVIE INC,"AbbVie Inc. discovers, develops, manufactures, and sells pharmaceuticals in the United States, Japan, Germany, Canada, France, Spain, Italy, the Netherlands, the United Kingdom, Brazil, and internationally."
USB,0.0164,U S BANCORP,"U.S. Bancorp, a financial services holding company, provides various financial services in the United States."
MS,0.0167,MORGAN STANLEY,"Morgan Stanley, a financial holding company, provides various financial products and services to corporations, governments, financial institutions, and individuals in the Americas, Europe, the Middle East, Africa, and Asia."
CMA,0.0169,COMERICA INC,"Comerica Incorporated, through its subsidiaries, provides various financial products and services. It operates through three segments: Business Bank, Retail Bank, and Wealth Management."
CFG,0.0175,CITIZENS FINANCIAL GROUP INC,"Citizens Financial Group, Inc. operates as the bank holding company for Citizens Bank, National Association that provides retail and commercial banking products and services in the United States. The company operates in two segments, Consumer Banking and Commercial Banking."
ZION,0.026,ZIONS BANCORPORATION NA,"Zions Bancorporation, National Association provides various banking and related services primarily in Arizona, California, Colorado, Idaho, Nevada, New Mexico, Oregon, Texas, Utah, Washington, and Wyoming."
RF,0.0265,REGIONS FINANCIAL CORP,"Regions Financial Corporation, a financial holding company, provides banking and bank-related services to individual and corporate customers. It operates through three segments: Corporate Bank, Consumer Bank, and Wealth Management."
MTB,0.0266,M & T BANK CORP,"M&T Bank Corporation operates as the holding company for Manufacturers and Traders Trust Company; and Wilmington Trust, National Association that provide banking services."
TFC,0.0281,TRUIST FINANCIAL CORP,"Truist Financial Corporation, a holding company, provides banking and trust services for small and mid-size businesses, public agencies, local governments, corporations, and individuals in the Southeastern and Mid-Atlantic United States."
SCHW,0.0312,SCHWAB (CHARLES) CORP,"The Charles Schwab Corporation, through its subsidiaries, provides wealth management, securities brokerage, banking, asset management, custody, and financial advisory services. The company operates through two segments, Investor Services and Advisor Services."
JPM,0.0322,JPMORGAN CHASE & CO,"JPMorgan Chase & Co. operates as a financial services company worldwide. It operates in four segments: Consumer & Community Banking (CCB), Corporate & Investment Bank (CIB), Commercial Banking (CB), and Asset & Wealth Management (AWM)."
AMGN,0.0343,AMGEN INC,"Amgen Inc. discovers, develops, manufactures, and delivers human therapeutics worldwide. It focuses on inflammation, oncology/hematology, bone health, cardiovascular disease, nephrology and neuroscience areas."
FHN,0.0358,FIRST HORIZON CORP,"First Horizon Corporation operates as the bank holding company for First Horizon Bank that provides various financial services. The company operates through four segments: Regional Banking, Fixed Income, Corporate, and Non-Strategic."
BK,0.0366,BANK OF NEW YORK MELLON CORP,"The Bank of New York Mellon Corporation provides a range of financial products and services to in the United States and internationally. The company operates through two segments, Investment Management and Investment Services."
