gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,conm,curcd,act,at,dltt,dv,ebit,lt,sale,costat
002136,20051231,2005,INDL,C,D,STD,VZ,VERIZON COMMUNICATIONS INC,USD,16448.0000,168130.0000,31869.0000,4427.0000,14548.0000,101696.0000,75112.0000,A
002136,20061231,2006,INDL,C,D,STD,VZ,VERIZON COMMUNICATIONS INC,USD,22538.0000,188804.0000,28646.0000,4719.0000,14214.0000,111932.0000,88144.0000,A
002136,20071231,2007,INDL,C,D,STD,VZ,VERIZON COMMUNICATIONS INC,USD,18698.0000,186959.0000,28203.0000,4773.0000,16712.0000,104090.0000,93469.0000,A
002136,20081231,2008,INDL,C,D,STD,VZ,VERIZON COMMUNICATIONS INC,USD,26075.0000,202352.0000,46959.0000,4994.0000,18111.0000,123447.0000,97354.0000,A
002136,20091231,2009,INDL,C,D,STD,VZ,VERIZON COMMUNICATIONS INC,USD,22608.0000,227251.0000,55051.0000,5271.0000,19480.0000,142884.0000,107808.0000,A
002136,20101231,2010,INDL,C,D,STD,VZ,VERIZON COMMUNICATIONS INC,USD,22348.0000,220005.0000,45252.0000,5412.0000,18616.0000,133093.0000,106800.0000,A
002136,20111231,2011,INDL,C,D,STD,VZ,VERIZON COMMUNICATIONS INC,USD,30939.0000,230461.0000,50303.0000,5555.0000,12880.0000,144553.0000,110875.0000,A
002136,20121231,2012,INDL,C,D,STD,VZ,VERIZON COMMUNICATIONS INC,USD,21235.0000,225222.0000,47618.0000,5230.0000,14139.0000,139689.0000,115846.0000,A
002136,20131231,2013,INDL,C,D,STD,VZ,VERIZON COMMUNICATIONS INC,USD,70994.0000,274098.0000,89658.0000,5936.0000,31968.0000,178682.0000,120550.0000,A
002136,20141231,2014,INDL,C,D,STD,VZ,VERIZON COMMUNICATIONS INC,USD,29623.0000,232708.0000,110536.0000,7803.0000,19599.0000,219032.0000,127079.0000,A
002136,20151231,2015,INDL,C,D,STD,VZ,VERIZON COMMUNICATIONS INC,USD,22280.0000,244640.0000,103705.0000,8538.0000,33060.0000,226798.0000,131620.0000,A
002136,20161231,2016,INDL,C,D,STD,VZ,VERIZON COMMUNICATIONS INC,USD,26395.0000,244180.0000,105433.0000,9262.0000,26052.0000,220148.0000,125980.0000,A
002136,20171231,2017,INDL,C,D,STD,VZ,VERIZON COMMUNICATIONS INC,USD,29913.0000,257143.0000,113642.0000,9472.0000,27206.0000,212456.0000,126034.0000,A
002136,20181231,2018,INDL,C,D,STD,VZ,VERIZON COMMUNICATIONS INC,USD,34636.0000,264829.0000,105873.0000,9772.0000,29791.0000,210119.0000,130863.0000,A
002136,20191231,2019,INDL,C,D,STD,VZ,VERIZON COMMUNICATIONS INC,USD,37473.0000,291727.0000,119105.0000,10016.0000,30303.0000,228892.0000,131868.0000,A
002136,20201231,2020,INDL,C,D,STD,VZ,VERIZON COMMUNICATIONS INC,USD,54594.0000,316481.0000,141173.0000,10232.0000,28798.0000,247209.0000,128292.0000,A
002154,20001231,2000,INDL,C,D,STD,BMS,BEMIS CO INC,USD,639.9590,1888.6430,437.9520,51.1070,244.9690,1088.3160,2164.5830,I
002154,20011231,2001,INDL,C,D,STD,BMS,BEMIS CO INC,USD,586.8970,1922.9740,595.2490,52.8120,260.1910,1034.6980,2293.1040,I
002154,20021231,2002,INDL,C,D,STD,BMS,BEMIS CO INC,USD,721.6550,2256.6500,718.2770,55.0590,282.1520,1293.2360,2369.0380,I
002154,20031231,2003,INDL,C,D,STD,BMS,BEMIS CO INC,USD,751.9060,2292.9320,583.3990,59.4690,263.0380,1148.8020,2635.0180,I
002154,20041231,2004,INDL,C,D,STD,BMS,BEMIS CO INC,USD,873.7670,2486.7430,533.8860,68.4230,290.7710,1175.9040,2834.3940,I
002154,20051231,2005,INDL,C,D,STD,BMS,BEMIS CO INC,USD,987.8100,2964.6000,790.1070,76.6340,321.2150,1587.5530,3473.9500,I
002154,20061231,2006,INDL,C,D,STD,BMS,BEMIS CO INC,USD,1093.7120,3039.0090,722.2110,82.1390,348.1800,1537.8080,3639.3630,I
002154,20071231,2007,INDL,C,D,STD,BMS,BEMIS CO INC,USD,1136.9430,3191.3960,775.4560,89.8090,308.7180,1590.1380,3649.2810,I
002154,20081231,2008,INDL,C,D,STD,BMS,BEMIS CO INC,USD,982.6580,2822.3140,659.9840,90.6950,280.2850,1439.7710,3779.3730,I
002154,20091231,2009,INDL,C,D,STD,BMS,BEMIS CO INC,USD,2005.3480,3928.7050,1227.5140,96.5950,304.9060,2077.0220,3514.5860,I
002154,20101231,2010,INDL,C,D,STD,BMS,BEMIS CO INC,USD,1466.9190,4285.8310,1283.5250,101.8840,404.3660,2358.3990,4835.0420,I
002154,20111231,2011,INDL,C,D,STD,BMS,BEMIS CO INC,USD,1549.0110,4320.4440,1554.7500,101.8340,389.4800,2738.3410,5322.6700,I
002154,20121231,2012,INDL,C,D,STD,BMS,BEMIS CO INC,USD,1525.0000,4185.7000,1417.6000,104.3000,403.8000,2544.8000,5139.2000,I
002154,20131231,2013,INDL,C,D,STD,BMS,BEMIS CO INC,USD,1504.5000,4110.2000,1421.4000,107.5000,416.3000,2425.4000,5029.8000,I
002154,20141231,2014,INDL,C,D,STD,BMS,BEMIS CO INC,USD,1287.8000,3615.1000,1315.9000,108.4000,398.4000,2182.1000,4343.5000,I
002154,20151231,2015,INDL,C,D,STD,BMS,BEMIS CO INC,USD,1119.0000,3489.8000,1353.9000,109.7000,409.3000,2282.4000,4071.4000,I
002154,20161231,2016,INDL,C,D,STD,BMS,BEMIS CO INC,USD,1165.5000,3715.7000,1527.8000,113.9000,427.5000,2456.0000,4004.4000,I
002154,20171231,2017,INDL,C,D,STD,BMS,BEMIS CO INC,USD,1237.1000,3699.9000,1542.4000,111.2000,361.9000,2498.7000,4046.2000,I
002154,20181231,2018,INDL,C,D,STD,BMS,BEMIS CO INC,USD,1234.6000,3571.0000,1348.6000,113.8000,389.2000,2355.1000,4089.9000,I
002184,20000229,1999,INDL,C,D,STD,BBY,BEST BUY CO INC,USD,2238.4600,2995.3420,14.8600,0.0000,539.2590,1899.3570,12494.0230,A
002184,20010228,2000,INDL,C,D,STD,BBY,BEST BUY CO INC,USD,2928.6630,4839.5870,181.0090,0.0000,619.3080,3017.6590,15326.5520,A
002184,20020228,2001,INDL,C,D,STD,BBY,BEST BUY CO INC,USD,4611.0000,7375.0000,813.0000,0.0000,937.0000,4854.0000,19597.0000,A
002184,20030228,2002,INDL,C,D,STD,BBY,BEST BUY CO INC,USD,4867.0000,7663.0000,828.0000,0.0000,1010.0000,4933.0000,20946.0000,A
002184,20040229,2003,INDL,C,D,STD,BBY,BEST BUY CO INC,USD,5724.0000,8652.0000,482.0000,130.0000,1304.0000,5230.0000,24547.0000,A
002184,20050228,2004,INDL,C,D,STD,BBY,BEST BUY CO INC,USD,6903.0000,10294.0000,528.0000,137.0000,1442.0000,5845.0000,27433.0000,A
002184,20060228,2005,INDL,C,D,STD,BBY,BEST BUY CO INC,USD,7985.0000,11864.0000,178.0000,151.0000,1657.0000,6607.0000,30848.0000,A
002184,20070228,2006,INDL,C,D,STD,BBY,BEST BUY CO INC,USD,9081.0000,13570.0000,590.0000,174.0000,1999.0000,7334.0000,35934.0000,A
002184,20080229,2007,INDL,C,D,STD,BBY,BEST BUY CO INC,USD,7342.0000,12758.0000,627.0000,204.0000,2161.0000,8234.0000,40023.0000,A
002184,20090228,2008,INDL,C,D,STD,BBY,BEST BUY CO INC,USD,8192.0000,15826.0000,1126.0000,223.0000,2014.0000,10670.0000,45015.0000,A
002184,20100228,2009,INDL,C,D,STD,BBY,BEST BUY CO INC,USD,10566.0000,18302.0000,1104.0000,234.0000,2287.0000,11338.0000,49694.0000,A
002184,20110228,2010,INDL,C,D,STD,BBY,BEST BUY CO INC,USD,10473.0000,17849.0000,711.0000,237.0000,2336.0000,10557.0000,50272.0000,A
002184,20120229,2011,INDL,C,D,STD,BBY,BEST BUY CO INC,USD,10297.0000,16005.0000,1685.0000,228.0000,2350.0000,11639.0000,50705.0000,A
002184,20130131,2012,INDL,C,D,STD,BBY,BEST BUY CO INC,USD,12047.0000,16787.0000,1153.0000,224.0000,1148.0000,13072.0000,45085.0000,A
002184,20140131,2013,INDL,C,D,STD,BBY,BEST BUY CO INC,USD,10485.0000,14013.0000,1612.0000,233.0000,1070.0000,10024.0000,42410.0000,A
002184,20150131,2014,INDL,C,D,STD,BBY,BEST BUY CO INC,USD,11729.0000,15256.0000,1580.0000,251.0000,1455.0000,10256.0000,40339.0000,A
002184,20160131,2015,INDL,C,D,STD,BBY,BEST BUY CO INC,USD,9886.0000,13519.0000,1339.0000,499.0000,1505.0000,9141.0000,39528.0000,A
002184,20170131,2016,INDL,C,D,STD,BBY,BEST BUY CO INC,USD,10516.0000,13856.0000,1321.0000,505.0000,1733.0000,9147.0000,39403.0000,A
002184,20180131,2017,INDL,C,D,STD,BBY,BEST BUY CO INC,USD,9829.0000,13049.0000,811.0000,409.0000,1953.0000,9437.0000,42151.0000,A
002184,20190131,2018,INDL,C,D,STD,BBY,BEST BUY CO INC,USD,8870.0000,12901.0000,1332.0000,497.0000,1966.0000,9595.0000,42879.0000,A
002184,20200131,2019,INDL,C,D,STD,BBY,BEST BUY CO INC,USD,8857.0000,15591.0000,3395.0000,527.0000,2053.0000,12112.0000,43638.0000,A
002220,20001231,2000,INDL,C,D,STD,BIO,BIO-RAD LABORATORIES INC,USD,369.6680,646.2780,203.3600,0.0000,58.6580,401.6600,725.8840,A
002220,20011231,2001,INDL,C,D,STD,BIO,BIO-RAD LABORATORIES INC,USD,430.8280,684.0280,188.4230,0.0000,104.3260,400.1510,817.5090,A
002220,20021231,2002,INDL,C,D,STD,BIO,BIO-RAD LABORATORIES INC,USD,465.7960,720.7030,105.7680,0.0000,137.3750,337.6160,892.7200,A
002220,20031231,2003,INDL,C,D,STD,BIO,BIO-RAD LABORATORIES INC,USD,670.8780,986.8580,225.8350,0.0000,145.7620,491.0510,1003.3820,A
002220,20041231,2004,INDL,C,D,STD,BIO,BIO-RAD LABORATORIES INC,USD,911.2240,1392.0020,425.9790,0.0000,123.4650,795.1140,1090.0120,A
002220,20051231,2005,INDL,C,D,STD,BIO,BIO-RAD LABORATORIES INC,USD,1008.2110,1426.5820,425.6870,0.0000,115.2980,768.6080,1180.9850,A
002220,20061231,2006,INDL,C,D,STD,BIO,BIO-RAD LABORATORIES INC,USD,1129.7770,1596.1680,425.6250,0.0000,142.1110,776.6300,1262.2300,A
002220,20071231,2007,INDL,C,D,STD,BIO,BIO-RAD LABORATORIES INC,USD,1028.9740,1971.5940,441.8050,0.0000,142.8490,965.4700,1461.0520,A
002220,20081231,2008,INDL,C,D,STD,BIO,BIO-RAD LABORATORIES INC,USD,1093.9410,2037.2640,445.9790,0.0000,211.7000,966.6240,1764.3650,A
002220,20091231,2009,INDL,C,D,STD,BIO,BIO-RAD LABORATORIES INC,USD,1562.6740,2535.8530,737.9190,0.0000,234.7900,1256.6400,1784.2440,A
002220,20101231,2010,INDL,C,D,STD,BIO,BIO-RAD LABORATORIES INC,USD,1975.3460,3062.7640,731.1000,0.0000,284.0090,1522.2450,1927.1180,A
002220,20111231,2011,INDL,C,D,STD,BIO,BIO-RAD LABORATORIES INC,USD,1798.1550,3096.8030,731.6980,0.0000,295.1560,1352.4210,2073.5290,A
002220,20121231,2012,INDL,C,D,STD,BIO,BIO-RAD LABORATORIES INC,USD,1929.9320,3436.7530,732.4140,0.0000,245.2000,1425.4830,2069.2350,A
002220,20131231,2013,INDL,C,D,STD,BIO,BIO-RAD LABORATORIES INC,USD,1747.8560,3388.7900,435.6150,0.0000,210.2560,1202.0680,2132.6940,A
002220,20141231,2014,INDL,C,D,STD,BIO,BIO-RAD LABORATORIES INC,USD,1716.3670,3341.2780,435.7100,0.0000,216.0560,1156.1230,2175.0440,A
002220,20151231,2015,INDL,C,D,STD,BIO,BIO-RAD LABORATORIES INC,USD,1777.5960,3711.5420,435.7070,0.0000,174.2080,1221.0390,2019.4410,A
002220,20161231,2016,INDL,C,D,STD,BIO,BIO-RAD LABORATORIES INC,USD,1844.5240,3850.5040,434.1860,0.0000,127.5990,1263.7450,2068.1720,A
002220,20171231,2017,INDL,C,D,STD,BIO,BIO-RAD LABORATORIES INC,USD,1976.6490,4273.0120,434.5810,0.0000,138.9560,1342.7620,2160.1530,A
002220,20181231,2018,INDL,C,D,STD,BIO,BIO-RAD LABORATORIES INC,USD,2023.4780,5611.0680,438.9370,0.0000,216.4250,1590.7370,2289.4150,A
002220,20191231,2019,INDL,C,D,STD,BIO,BIO-RAD LABORATORIES INC,USD,2180.1550,8008.8590,189.5970,0.0000,255.3600,2253.8020,2311.6590,A
002220,20201231,2020,INDL,C,D,STD,BIO,BIO-RAD LABORATORIES INC,USD,2139.8350,12972.6180,187.3860,0.0000,399.3120,3092.6780,2513.6540,A
002255,20001231,2000,INDL,C,D,STD,BDK,BLACK & DECKER CORP,USD,1962.0000,4089.7000,798.5000,39.9000,522.3000,3209.3000,4560.8000,I
002255,20011231,2001,INDL,C,D,STD,BDK,BLACK & DECKER CORP,USD,1892.3000,4014.2000,1191.4000,38.8000,347.6000,3066.7000,4333.1000,I
002255,20021231,2002,INDL,C,D,STD,BDK,BLACK & DECKER CORP,USD,2193.9000,4130.5000,927.6000,38.6000,420.8000,3322.5000,4394.0000,I
002255,20031231,2003,INDL,C,D,STD,BDK,BLACK & DECKER CORP,USD,2203.0000,4222.5000,1118.2000,44.3000,460.3000,3376.0000,4482.7000,I
002255,20041231,2004,INDL,C,D,STD,BDK,BLACK & DECKER CORP,USD,2927.2000,5530.8000,1200.6000,67.5000,629.2000,3972.1000,5398.4000,I
002255,20051231,2005,INDL,C,D,STD,BDK,BLACK & DECKER CORP,USD,3347.4000,5816.6000,1030.3000,88.6000,817.3000,4293.0000,6523.7000,I
002255,20061231,2006,INDL,C,D,STD,BDK,BLACK & DECKER CORP,USD,2703.4000,5247.7000,1170.3000,109.1000,740.4000,4084.1000,6447.3000,I
002255,20071231,2007,INDL,C,D,STD,BDK,BLACK & DECKER CORP,USD,2839.5000,5410.9000,1179.1000,108.6000,654.2000,3952.2000,6563.2000,I
002255,20081231,2008,INDL,C,D,STD,BDK,BLACK & DECKER CORP,USD,2603.6000,5183.3000,1444.7000,101.8000,476.8000,4058.5000,6086.1000,I
002255,20091231,2009,INDL,C,D,STD,BDK,BLACK & DECKER CORP,USD,3001.9000,5495.2000,1715.0000,47.3000,316.2000,4196.1000,4775.1000,I
002269,20000430,1999,INDL,C,D,STD,HRB,BLOCK H & R INC,USD,3863.5430,5699.3500,872.3960,105.4800,557.1150,4480.7610,2451.9430,A
002269,20010430,2000,INDL,C,D,STD,HRB,BLOCK H & R INC,USD,2271.2060,4121.6240,870.9740,108.3740,724.4170,2947.8830,3001.5750,A
002269,20020430,2001,INDL,C,D,STD,HRB,BLOCK H & R INC,USD,2245.1430,4230.7910,868.3870,115.7250,831.5690,2861.3710,3317.7360,A
002269,20030430,2002,INDL,C,D,STD,HRB,BLOCK H & R INC,USD,2747.3610,4603.9050,822.3020,125.8980,1021.4540,2940.1960,3650.8860,A
002269,20040430,2003,INDL,C,D,STD,HRB,BLOCK H & R INC,USD,2961.2990,5380.0260,545.8110,138.3970,1198.1700,3483.0170,4164.8810,A
002269,20050430,2004,INDL,C,D,STD,HRB,BLOCK H & R INC,USD,3070.6340,5538.0560,923.0730,142.9880,1052.2530,3588.7880,4420.0190,A
002269,20060430,2005,INDL,C,D,STD,HRB,BLOCK H & R INC,USD,2823.9470,5989.1350,417.5390,160.0310,936.7490,3841.3360,4872.8010,A
002269,20070430,2006,INDL,C,D,STD,HRB,BLOCK H & R INC,USD,3454.2920,7499.4930,519.8070,171.9660,659.8620,6084.9940,4021.2740,A
002269,20080430,2007,INDL,C,D,STD,HRB,BLOCK H & R INC,USD,2381.5800,5623.4250,1031.7840,183.6280,792.7400,4635.6070,4403.8770,A
002269,20090430,2008,INDL,C,D,STD,HRB,BLOCK H & R INC,USD,2571.0800,5359.7220,1107.1220,198.6850,929.3630,3953.8630,4083.5770,A
002269,20100430,2009,INDL,C,D,STD,HRB,BLOCK H & R INC,USD,2649.0360,5234.3180,1060.1440,200.8990,884.7370,3793.6880,3874.3320,A
002269,20110430,2010,INDL,C,D,STD,HRB,BLOCK H & R INC,USD,2477.7310,5207.9610,1049.7540,186.8020,804.8170,3758.3870,3774.2960,A
002269,20120430,2011,INDL,C,D,STD,HRB,BLOCK H & R INC,USD,2500.9940,4649.5670,409.1150,208.8010,713.6120,3323.6750,2893.7710,A
002269,20130430,2012,INDL,C,D,STD,HRB,BLOCK H & R INC,USD,2462.3430,4537.7790,905.9580,217.2010,766.4040,3274.2320,2905.9430,A
002269,20140430,2013,INDL,C,D,STD,HRB,BLOCK H & R INC,USD,3114.0060,4693.5290,505.8370,218.9800,823.0810,3136.9800,3024.2950,A
002269,20150430,2014,INDL,C,D,STD,HRB,BLOCK H & R INC,USD,2951.3010,4515.4200,505.2980,219.9600,790.7300,2682.4710,3078.6580,A
002269,20160430,2015,INDL,C,D,STD,HRB,BLOCK H & R INC,USD,1222.2980,2857.7750,1501.9250,201.6880,633.1920,2834.6720,3038.1530,A
002269,20170430,2016,INDL,C,D,STD,HRB,BLOCK H & R INC,USD,1346.0390,2694.1080,1493.0170,187.1150,715.9840,2754.9910,3036.3140,A
002269,20180430,2017,INDL,C,D,STD,HRB,BLOCK H & R INC,USD,1891.7130,3140.9490,1494.6090,200.4690,752.0500,2747.2380,3159.9310,A
002269,20190430,2018,INDL,C,D,STD,HRB,BLOCK H & R INC,USD,1993.3590,3299.9450,1492.6290,205.4610,615.7920,2758.4180,3094.8810,A
002269,20200430,2019,INDL,C,D,STD,HRB,BLOCK H & R INC,USD,3086.7360,5112.0470,3158.4390,204.8700,183.0830,5041.0060,2639.7200,A
002285,20001231,2000,INDL,C,D,STD,BA,BOEING CO,USD,15864.0000,42028.0000,7567.0000,504.0000,3613.0000,31008.0000,51321.0000,A
002285,20011231,2001,INDL,C,D,STD,BA,BOEING CO,USD,16206.0000,48343.0000,10866.0000,582.0000,4717.0000,37518.0000,58198.0000,A
002285,20021231,2002,INDL,C,D,STD,BA,BOEING CO,USD,16855.0000,52342.0000,12589.0000,571.0000,3950.0000,44646.0000,54069.0000,A
002285,20031231,2003,INDL,C,D,STD,BA,BOEING CO,USD,17258.0000,53035.0000,13299.0000,572.0000,1748.0000,44896.0000,50485.0000,A
002285,20041231,2004,INDL,C,D,STD,BA,BOEING CO,USD,15100.0000,53963.0000,10879.0000,648.0000,2246.0000,42677.0000,52457.0000,A
002285,20051231,2005,INDL,C,D,STD,BA,BOEING CO,USD,21968.0000,60058.0000,9538.0000,820.0000,2563.0000,48999.0000,54845.0000,A
002285,20061231,2006,INDL,C,D,STD,BA,BOEING CO,USD,22983.0000,51794.0000,8157.0000,956.0000,4018.0000,47055.0000,61530.0000,A
002285,20071231,2007,INDL,C,D,STD,BA,BOEING CO,USD,27280.0000,58986.0000,7455.0000,1096.0000,5899.0000,49982.0000,66387.0000,A
002285,20081231,2008,INDL,C,D,STD,BA,BOEING CO,USD,25964.0000,53779.0000,6952.0000,1192.0000,3928.0000,55073.0000,60909.0000,A
002285,20091231,2009,INDL,C,D,STD,BA,BOEING CO,USD,35275.0000,62053.0000,12217.0000,1220.0000,2046.0000,59828.0000,68281.0000,A
002285,20101231,2010,INDL,C,D,STD,BA,BOEING CO,USD,40572.0000,68565.0000,11473.0000,1253.0000,4913.0000,65703.0000,64306.0000,A
002285,20111231,2011,INDL,C,D,STD,BA,BOEING CO,USD,49810.0000,79986.0000,10018.0000,1244.0000,5670.0000,76378.0000,68735.0000,A
002285,20121231,2012,INDL,C,D,STD,BA,BOEING CO,USD,57309.0000,88896.0000,8973.0000,1322.0000,6127.0000,82929.0000,81698.0000,A
002285,20131231,2013,INDL,C,D,STD,BA,BOEING CO,USD,65074.0000,92663.0000,8072.0000,1467.0000,6809.0000,77666.0000,86623.0000,A
002285,20141231,2014,INDL,C,D,STD,BA,BOEING CO,USD,67785.0000,99198.0000,8141.0000,2115.0000,7599.0000,90408.0000,90762.0000,A
002285,20151231,2015,INDL,C,D,STD,BA,BOEING CO,USD,68234.0000,94408.0000,8730.0000,2490.0000,7234.0000,88011.0000,96114.0000,A
002285,20161231,2016,INDL,C,D,STD,BA,BOEING CO,USD,62488.0000,89997.0000,9568.0000,2756.0000,6832.0000,89120.0000,94571.0000,A
002285,20171231,2017,INDL,C,D,STD,BA,BOEING CO,USD,65161.0000,92333.0000,9782.0000,3417.0000,10123.0000,91921.0000,93392.0000,A
002285,20181231,2018,INDL,C,D,STD,BA,BOEING CO,USD,87830.0000,117359.0000,10657.0000,3946.0000,11870.0000,116949.0000,101127.0000,A
002285,20191231,2019,INDL,C,D,STD,BA,BOEING CO,USD,102229.0000,133625.0000,20940.0000,4630.0000,5952.0000,141925.0000,84818.0000,A
002285,20201231,2020,INDL,C,D,STD,BA,BOEING CO,USD,121642.0000,152136.0000,62974.0000,1158.0000,-9422.0000,170211.0000,58656.0000,A
002290,20001231,2000,INDL,C,D,STD,OMX,OFFICEMAX INC,USD,1577.3210,5266.9230,1822.6870,50.3750,358.4320,3500.4820,7806.6570,I
002290,20011231,2001,INDL,C,D,STD,OMX,OFFICEMAX INC,USD,1245.0270,4933.9680,1316.2550,49.7210,218.5880,3355.6150,7422.1750,I
002290,20021231,2002,INDL,C,D,STD,OMX,OFFICEMAX INC,USD,1295.7490,4947.4000,1611.3460,49.4650,151.5760,3547.8690,7412.3290,I
002290,20031231,2003,INDL,C,D,STD,OMX,OFFICEMAX INC,USD,2501.2920,7376.1590,2191.4630,48.8650,174.7900,5032.3710,8245.1460,I
002290,20041231,2004,INDL,C,D,STD,OMX,OFFICEMAX INC,USD,3258.7620,7542.9990,2055.0820,64.0850,320.9410,4909.0580,13270.1960,I
002290,20051231,2005,INDL,C,D,STD,OMX,OFFICEMAX INC,USD,1942.0490,6272.1420,1877.2420,54.1960,87.9370,4509.0080,9157.6600,I
002290,20061231,2006,INDL,C,D,STD,OMX,OFFICEMAX INC,USD,2096.8440,6216.0480,1854.2460,47.5460,312.1180,4200.5190,8965.7070,I
002290,20071231,2007,INDL,C,D,STD,OMX,OFFICEMAX INC,USD,2204.7010,6283.7680,1819.4210,49.1030,338.1060,3973.1540,9081.9620,I
002290,20081231,2008,INDL,C,D,STD,OMX,OFFICEMAX INC,USD,1855.0160,4173.5830,1759.9220,47.4770,191.8620,3861.7090,8267.0080,I
002290,20091231,2009,INDL,C,D,STD,OMX,OFFICEMAX INC,USD,2021.3360,4069.5310,1744.6220,3.0890,31.7240,3538.2760,7212.0500,I
002290,20101231,2010,INDL,C,D,STD,OMX,OFFICEMAX INC,USD,2014.2860,4078.9290,1740.4350,2.6980,136.4660,3428.9180,7150.0070,I
002290,20111231,2011,INDL,C,D,STD,OMX,OFFICEMAX INC,USD,1938.9740,4069.2750,1699.3230,3.2860,101.3860,3468.3590,7121.1670,I
002290,20121231,2012,INDL,C,D,STD,OMX,OFFICEMAX INC,USD,1983.8840,3784.3150,960.9620,5.5660,86.8780,2705.3250,6920.3840,I
002312,20001231,2000,INDL,C,D,STD,RHI,ROBERT HALF INTL INC,USD,671.6100,971.0290,2.5410,0.0000,291.1880,252.4900,2699.3190,A
002312,20011231,2001,INDL,C,D,STD,RHI,ROBERT HALF INTL INC,USD,686.0060,994.1620,2.4800,0.0000,187.7650,188.4660,2452.8500,A
002312,20021231,2002,INDL,C,D,STD,RHI,ROBERT HALF INTL INC,USD,643.1720,935.6710,2.4140,0.0000,-1.0880,190.7050,1904.9510,A
002312,20031231,2003,INDL,C,D,STD,RHI,ROBERT HALF INTL INC,USD,698.6190,979.9030,2.3430,0.0000,9.1120,191.2420,1974.9910,A
002312,20041231,2004,INDL,C,D,STD,RHI,ROBERT HALF INTL INC,USD,916.3160,1198.6570,2.2660,31.0950,230.8950,286.7870,2675.6960,A
002312,20051231,2005,INDL,C,D,STD,RHI,ROBERT HALF INTL INC,USD,1016.9080,1318.6860,2.6980,47.7810,381.2260,347.8130,3338.4390,A
002312,20061231,2006,INDL,C,D,STD,RHI,ROBERT HALF INTL INC,USD,1112.3550,1459.0210,3.8310,54.4030,449.4500,416.3500,4013.5460,A
002312,20071231,2007,INDL,C,D,STD,RHI,ROBERT HALF INTL INC,USD,1059.6380,1450.2980,3.7530,65.5200,477.2770,466.2490,4645.6660,A
002312,20081231,2008,INDL,C,D,STD,RHI,ROBERT HALF INTL INC,USD,1032.8990,1411.8500,1.8920,68.6080,414.1150,427.9620,4600.5540,A
002312,20091231,2009,INDL,C,D,STD,RHI,ROBERT HALF INTL INC,USD,922.6340,1283.5350,1.7790,72.1490,65.3200,383.7250,3036.5470,A
002312,20101231,2010,INDL,C,D,STD,RHI,ROBERT HALF INTL INC,USD,971.8600,1273.9840,1.6560,76.5910,114.5890,439.6130,3175.0930,A
002312,20111231,2011,INDL,C,D,STD,RHI,ROBERT HALF INTL INC,USD,1006.6780,1311.8360,1.5450,80.3030,249.2650,511.3310,3776.9760,A
002312,20121231,2012,INDL,C,D,STD,RHI,ROBERT HALF INTL INC,USD,1064.6850,1381.2710,1.4280,84.1290,362.0480,539.2600,4111.2130,A
002312,20131231,2013,INDL,C,D,STD,RHI,ROBERT HALF INTL INC,USD,1172.5280,1490.2710,1.3000,89.1870,396.5770,570.6280,4245.8950,A
002312,20141231,2014,INDL,C,D,STD,RHI,ROBERT HALF INTL INC,USD,1323.2830,1647.2670,1.1590,97.6040,496.6250,667.4090,4695.0140,A
002312,20151231,2015,INDL,C,D,STD,RHI,ROBERT HALF INTL INC,USD,1343.6810,1702.9600,1.0070,107.5610,580.4800,699.1790,5094.9330,A
002312,20161231,2016,INDL,C,D,STD,RHI,ROBERT HALF INTL INC,USD,1284.2340,1777.9710,0.8400,114.1640,562.2220,691.3720,5250.3990,A
002312,20171231,2017,INDL,C,D,STD,RHI,ROBERT HALF INTL INC,USD,1431.8690,1867.4540,0.6570,121.0000,515.7170,762.1890,5266.7890,A
002312,20181231,2018,INDL,C,D,STD,RHI,ROBERT HALF INTL INC,USD,1473.6100,1903.0970,0.4570,136.4230,587.2200,839.8990,5800.2710,A
002312,20191231,2019,INDL,C,D,STD,RHI,ROBERT HALF INTL INC,USD,1628.8490,2311.4080,202.2000,145.6310,620.3900,1167.7250,6074.4320,A
002312,20201231,2020,INDL,C,D,STD,RHI,ROBERT HALF INTL INC,USD,1842.7380,2557.4240,223.8690,155.9350,345.3510,1352.1350,5109.0000,A
002403,20001231,2000,INDL,C,D,STD,BMY,BRISTOL-MYERS SQUIBB CO,USD,9824.0000,17578.0000,1336.0000,1930.0000,5986.0000,8398.0000,18216.0000,A
002403,20011231,2001,INDL,C,D,STD,BMY,BRISTOL-MYERS SQUIBB CO,USD,13249.0000,27812.0000,6237.0000,2137.0000,5767.0000,18737.0000,18213.0000,A
002403,20021231,2002,INDL,C,D,STD,BMY,BRISTOL-MYERS SQUIBB CO,USD,9975.0000,24874.0000,6261.0000,2168.0000,4278.0000,15907.0000,18119.0000,A
002403,20031231,2003,INDL,C,D,STD,BMY,BRISTOL-MYERS SQUIBB CO,USD,11918.0000,27471.0000,8522.0000,2169.0000,4961.0000,17685.0000,20894.0000,A
002403,20041231,2004,INDL,C,D,STD,BMY,BRISTOL-MYERS SQUIBB CO,USD,14801.0000,30435.0000,8463.0000,2174.0000,4541.0000,20233.0000,19380.0000,A
002403,20051231,2005,INDL,C,D,STD,BMY,BRISTOL-MYERS SQUIBB CO,USD,12283.0000,28138.0000,8364.0000,2186.0000,4015.0000,16930.0000,19207.0000,A
