,dist,conm,busdesc
GS,0.0,GOLDMAN SACHS GROUP INC,"The Goldman Sachs Group, Inc. operates as an investment banking, securities, and investment management company worldwide. It operates in four segments: Investment Banking, Global Markets, Asset Management, and Consumer & Wealth Management."
MER,0.4687,MERRILL LYNCH & CO INC,"As of October 1, 2013, Merrill Lynch & Co., Inc. was acquired by Bank of America Corporation. Merrill Lynch & Co. Inc., through its subsidiaries, provides investment, financing, and other related services to individuals and institutions in the United States and internationally."
MS,0.4693,MORGAN STANLEY,"Morgan Stanley, a financial holding company, provides various financial products and services to corporations, governments, financial institutions, and individuals in the Americas, Europe, the Middle East, Africa, and Asia."
BEN,0.5556,FRANKLIN RESOURCES INC,"Franklin Resources, Inc. is a publicly owned asset management holding company. Through its subsidiaries, the firm provides its services to individuals, institutions, pension plans, trusts, and partnerships."
SCHW,0.604,SCHWAB (CHARLES) CORP,"The Charles Schwab Corporation, through its subsidiaries, provides wealth management, securities brokerage, banking, asset management, custody, and financial advisory services. The company operates through two segments, Investor Services and Advisor Services."
AMG,0.6083,AFFILIATED MANAGERS GRP INC,"Affiliated Managers Group, Inc., through its affiliates, operates as an asset management company providing investment management services to mutual funds, institutional clients, and high net worth individuals in the United States. It provides advisory or subadvisory services to mutual funds."
ETFC,0.6378,E TRADE FINANCIAL CORP,"E*TRADE Financial Corporation, a financial services company, provides brokerage, and related products and services for traders, investors, registered investment advisors (RIAs), and stock plan administrators and participants."
LM,0.6523,LEGG MASON INC,"Legg Mason, Inc. is a publicly owned asset management holding company."
TROW,0.6616,PRICE (T. ROWE) GROUP,"T. Rowe Price Group, Inc. is a publicly owned investment manager. The firm provides its services to individuals, institutional investors, retirement plans, financial intermediaries, and institutions. It launches and manages equity and fixed income mutual funds."
DIS,0.7279,DISNEY (WALT) CO,"The Walt Disney Company, together with its subsidiaries, operates as an entertainment company worldwide."
