,dist,conm,busdesc
MGM,0.0,MGM RESORTS INTERNATIONAL,"MGM Resorts International, through its subsidiaries, owns and operates integrated casino, hotel, and entertainment resorts in the United States and Macau. The company operates through three segments: Las Vegas Strip Resorts, Regional Operations, and MGM China."
CL,0.0045,COLGATE-PALMOLIVE CO,"Colgate-Palmolive Company, together with its subsidiaries, manufactures and sells consumer products worldwide. The company operates through two segments, Oral, Personal and Home Care; and Pet Nutrition."
GE,0.0045,GENERAL ELECTRIC CO,"General Electric Company operates as a high-tech industrial company in the United States, Europe, Asia, the Americas, the Middle East, and Africa. It operates through Power, Renewable Energy, Aviation, Healthcare, and Capital segments."
HSY,0.0058,HERSHEY CO,"The Hershey Company, together with its subsidiaries, manufactures and sells confectionery products. The company operates through two segments, North America; and International and Other."
COF,0.009,CAPITAL ONE FINANCIAL CORP,"Capital One Financial Corporation operates as the financial services holding company for the Capital One Bank (USA), National Association; and Capital One, National Association, which provides various financial products and services in the United States, the United Kingdom, and Canada."
DELL,0.0096,DELL TECHNOLOGIES INC,"Dell Technologies Inc. designs, develops, manufactures, markets, sells, and support IT hardware, software, and services solutions worldwide. It operates through three segments: Infrastructure Solutions Group (ISG), Client Solutions Group (CSG), and VMware."
HRB,0.0097,BLOCK H & R INC,"H&R Block, Inc., through its subsidiaries, provides assisted income tax return preparation, do-it-yourself (DIY) tax, and virtual tax preparation services and products to the general public primarily in the United States, Canada, and Australia."
AVP,0.011,AVON PRODUCTS,"Avon Products, Inc. manufactures, markets, and sells beauty and related products in Europe, the Middle East, Africa, south Latin America, north Latin America, and the Asia Pacific."
AES,0.0111,AES CORP (THE),"The AES Corporation operates as a diversified power generation and utility company. It owns and/or operates power plants to generate and sell power to customers, such as utilities, industrial users, and other intermediaries."
IPG,0.0122,INTERPUBLIC GROUP OF COS,"The Interpublic Group of Companies, Inc. provides advertising and marketing services worldwide. It operates through two segments, Integrated Agency Networks and Constituency Management Group."
K,0.0126,KELLOGG CO,"Kellogg Company, together with its subsidiaries, manufactures and markets ready-to-eat cereal and convenience foods. The company operates through four segments: North America, Europe, Latin America, and Asia Middle East Africa."
KHC,0.0128,KRAFT HEINZ CO,"The Kraft Heinz Company, together with its subsidiaries, manufactures and markets food and beverage products in the United States, Canada, the United Kingdom, and internationally."
AET,0.0132,AETNA INC,"Aetna Inc. operates as a health care benefits company in the United States. It operates through three segments: Health Care, Group Insurance, and Large Case Pensions."
SBAC,0.0132,SBA COMMUNICATIONS CORP,"SBA Communications Corporation is a first choice provider and leading owner and operator of wireless communications infrastructure in North, Central, and South America and South Africa."
CMS,0.0134,CMS ENERGY CORP,"CMS Energy Corporation operates as an energy company primarily in Michigan. The company operates in four segments: Electric Utility, Gas Utility, Enterprises, and EnerBank. The Electric Utility segment is involved in the generation, purchase, transmission, distribution, and sale of electricity."
AIZ,0.0136,ASSURANT INC,"Assurant, Inc., together with its subsidiaries, provides lifestyle and housing solutions that support, protect, and connect consumer purchases in North America, Latin America, Europe, and the Asia Pacific."
TXT,0.0144,TEXTRON INC,"Textron Inc. operates in the aircraft, defense, industrial, and finance businesses worldwide."
EP,0.0146,EL PASO CORP,"El Paso LLC offers natural gas transmission, and exploration and production services primarily in the United States."
DFS,0.0178,DISCOVER FINANCIAL SVCS,"Discover Financial Services, through its subsidiaries, operates as a direct banking and payment services company in the United States. It operates in two segments, Direct Banking and Payment Services."
UNM,0.0185,UNUM GROUP,"Unum Group, together with its subsidiaries, provides financial protection benefit solutions in the United States, the United Kingdom, Poland, and internationally. It operates through Unum US, Unum International, Colonial Life, and Closed Block segments."
MBI,0.0439,MBIA INC,"MBIA Inc. provides financial guarantee insurance services to public finance markets. It operates through United States (U.S.) Public Finance Insurance, and International and Structured Finance Insurance segments."
