,dist,conm,busdesc
PEP,0.0,PEPSICO INC,"PepsiCo, Inc. operates as a food and beverage company worldwide. The company operates through seven segments: FLNA, QFNA, PBNA, LatAm, Europe, AMESA, and APAC."
MCD,0.0009,MCDONALD'S CORP,"McDonald's Corporation operates and franchises McDonald's restaurants in the United States and internationally. Its restaurants offer various food products and beverages, as well as breakfast menu. As of December 31, 2019, the company operated 38,695 restaurants."
VFC,0.0042,VF CORP,"V.F. Corporation engages in the design, production, procurement, marketing, and distribution of branded lifestyle apparel, footwear, and related products for men, women, and children in the Americas, Europe, and the Asia-Pacific. It operates through four segments: Outdoor, Active, and Work."
MTD,0.0044,METTLER-TOLEDO INTL INC,"Mettler-Toledo International Inc. manufactures and supplies precision instruments and services worldwide. It operates in five segments: U.S. Operations, Swiss Operations, Western European Operations, Chinese Operations, and Other."
SPGI,0.0054,S&P GLOBAL INC,"S&P Global Inc., together with its subsidiaries, provides ratings, benchmarks, analytics, and data to the capital and commodity markets worldwide."
CVH,0.0055,COVENTRY HEALTH CARE INC,"As of January 1, 2014, Coventry Health Care, Inc. was acquired by Aetna Inc. Coventry Health Care, Inc. operates as a managed healthcare company in the United States."
SNA,0.0069,SNAP-ON INC,"Snap-on Incorporated manufactures and markets tools, equipment, diagnostics, and repair information and systems solutions for professional users worldwide."
DXC,0.007,DXC TECHNOLOGY CO,"DXC Technology Company, together with its subsidiaries, provides information technology services and solutions primarily in North America, Europe, Asia, and Australia. It operates in two segments, Global Business Services (GBS) and Global Infrastructure Services (GIS)."
GPS,0.0074,GAP INC,"The Gap, Inc. operates as an apparel retail company worldwide. The company offers apparel, accessories, and personal care products for men, women, and children under the Old Navy, Gap, Banana Republic, Athleta, Intermix, Janie and Jack, and Hill City brands."
MAR,0.0079,MARRIOTT INTL INC,"Marriott International, Inc. operates, franchises, and licenses hotel, residential, and timeshare properties worldwide. The company operates through North American Full-Service, North American Limited-Service, and Asia Pacific segments."
MMM,0.0081,3M CO,"3M Company develops, manufactures, and markets various products worldwide. It operates through four business segments: Safety and Industrial, Transportation and Electronics, Health Care, and Consumer."
LXK,0.0082,LEXMARK INTL INC  -CL A,"Lexmark International, Inc., together with its subsidiaries, operates as a developer, manufacturer, and supplier of printing, imaging, device management, and document workflow solutions."
EOG,0.0113,EOG RESOURCES INC,"EOG Resources, Inc., together with its subsidiaries, explores for, develops, produces, and markets crude oil, and natural gas and natural gas liquids."
AVB,0.0123,AVALONBAY COMMUNITIES INC,"As of September 30, 2020, the Company owned or held a direct or indirect ownership interest in 294 apartment communities containing 86,676 apartment homes in 11 states and the District of Columbia, of which 19 communities were under development and one community was under redevelopment."
