,dist,conm,busdesc
LB,0.0,L BRANDS INC,"L Brands, Inc. operates as a specialty retailer of women's intimate and other apparel, personal care, and beauty and home fragrance products. The company operates in three segments: Victoria's Secret, Bath & Body Works, and Victoria's Secret and Bath & Body Works International."
TJX,0.5565,TJX COS INC (THE),"The TJX Companies, Inc. operates as an off-price apparel and home fashions retailer. It operates through four segments: Marmaxx, HomeGoods, TJX Canada, and TJX International."
BBBY,0.5735,BED BATH & BEYOND INC,"Bed Bath & Beyond Inc., together with its subsidiaries, operates a chain of retail stores."
URBN,0.5757,URBAN OUTFITTERS INC,"Urban Outfitters, Inc. engages in the retail and wholesale of general consumer products. The company operates through three segments: Retail, wholesale, and Subscription."
JWN,0.6099,NORDSTROM INC,"Nordstrom, Inc., a fashion retailer, provides apparels, shoes, cosmetics, and accessories for women, men, young adults, and children."
ROST,0.6104,ROSS STORES INC,"Ross Stores, Inc., together with its subsidiaries, operates off-price retail apparel and home fashion stores under the Ross Dress for Less and dd's DISCOUNTS brands. Its stores primarily offers apparel, accessories, footwear, and home fashions."
DDS,0.6192,DILLARDS INC  -CL A,"Dillard's, Inc. operates retail department stores primarily in the Southeastern, Southwestern, and Midwestern areas of the United States."
KSS,0.6286,KOHL'S CORP,"Kohl's Corporation operates as a retail company in the United States. Its stores and Website offer apparel, footwear, accessories, beauty, and home products. The company provides its products primarily under the brand names of Apt."
ANF,0.6445,ABERCROMBIE & FITCH  -CL A,"Abercrombie & Fitch Co., through its subsidiaries, operates as a specialty retailer. The company operates in two segments, Hollister and Abercrombie."
FL,0.6588,FOOT LOCKER INC,"Foot Locker, Inc., through its subsidiaries, operates as an athletic footwear and apparel retailer."
TIF,0.6596,TIFFANY & CO,"Tiffany & Co., through its subsidiaries, designs, manufactures, and retails jewelry and other items. The company offers jewelry collections, engagement rings, and wedding bands. It also sells watches, home and accessories products, and fragrances; and wholesales diamonds and earnings."
SPLS,0.6665,STAPLES INC,"Staples, Inc., together with its subsidiaries, operates office products superstores. It operates in two segments, North American Delivery and North American Retail."
M,0.6725,MACY'S INC,"Macy's, Inc., an omnichannel retail organization, operates stores, websites, and mobile applications under the Macy's, Bloomingdale's, and bluemercury brands."
DLTR,0.6756,DOLLAR TREE INC,"Dollar Tree, Inc. operates discount variety retail stores. It operates through two segments, Dollar Tree and Family Dollar. The Dollar Tree segment offers merchandise at the fixed price of $1.00."
